tanggal,Philip_5Y,Philip_10Y,India_5Y,India_10Y,Brazil_5Y,Brazil_10Y,Turki_5Y,Turki_10Y,Mexico_5Y,Mexico_10Y,Malaysia_5Y,Malaysia_10Y,Thailand_5Y,Thailand_10Y,China_5Y,China_10Y,South_Africa_5Y,South_Africa_10Y,Argentina_5Y,Argentina_10Y,Colombia_5Y,Colombia_10Y,Indonesia_5Y,Indonesia_10Y
2019-11-05,37.535,77.275,66.25,124.435,116.53,199.0,329.175,379.045,86.315,157.215,39.34,80.145,26.35,49.55,37.005,71.655,182.315,256.76,4285.04,3612.26,76.645,147.685,72.7,136.755
2019-11-06,38.595,78.855,66.665,124.975,119.14,201.855,327.715,377.45,86.38,157.42,40.125,80.545,26.32,49.475,37.125,71.77,183.065,259.095,4496.95,3889.77,76.935,147.05,73.345,137.16
2019-11-07,37.505,77.205,66.075,124.145,115.245,196.785,315.445,365.725,84.17,154.4,38.66,78.345,26.01,49.045,35.83,70.7,179.37,254.905,4616.42,3911.47,74.145,143.045,72.105,135.435
2019-11-08,36.985,76.295,66.79,125.165,118.545,203.11,317.67,367.725,85.1,155.61,38.75,78.395,25.69,48.54,36.25,71.255,179.32,254.595,4884.69,4383.65,75.285,143.83,71.745,134.755
2019-11-11,37.6,77.225,66.515,124.69,119.415,204.855,316.62,367.995,85.56,156.465,40.03,80.33,25.5,48.225,37.005,72.36,179.97,256.245,4886.78,4381.85,75.685,145.975,73.295,137.645
2019-11-12,38.43,78.185,65.625,123.355,120.75,203.56,314.825,366.18,89.055,161.695,39.995,80.85,26.12,51.81,36.54,74.43,178.48,254.495,5182.68,4655.57,79.01,150.45,72.0,139.025
2019-11-13,40.345,81.15,65.895,123.985,121.4,203.1,319.165,370.43,91.035,163.71,42.37,84.5,26.28,52.06,39.73,79.365,183.64,260.465,5073.23,4469.75,82.565,152.57,74.23,142.345
2019-11-14,41.14,82.405,68.95,128.58,123.575,205.07,312.815,364.19,92.275,163.545,43.1,85.645,26.355,52.19,39.96,75.335,182.665,259.41,4892.64,4158.97,83.0,154.1,74.47,142.77
2019-11-15,39.845,80.46,67.63,126.55,121.93,202.005,310.31,361.745,90.96,162.24,40.96,82.435,26.53,52.5,38.155,72.73,180.905,257.465,5031.55,4132.36,81.895,152.9,72.61,141.505
2019-11-18,40.38,81.25,68.36,127.6,124.96,206.755,303.485,355.36,93.485,164.17,41.27,82.89,26.225,52.015,37.465,71.7,181.315,255.91,5177.27,4597.41,84.77,155.53,72.61,143.045
2019-11-19,40.54,81.495,67.61,126.48,126.32,208.545,307.765,359.585,93.84,164.67,41.565,83.345,26.43,52.325,39.02,73.98,186.935,262.355,4775.43,4270.9,87.995,160.1,72.815,143.345
2019-11-20,41.52,83.01,68.14,127.25,129.06,212.135,309.355,361.135,94.25,165.25,42.935,85.44,27.355,53.715,40.1,76.865,185.98,261.27,4410.68,3662.49,90.97,164.3,74.965,146.635
2019-11-21,41.95,83.715,69.105,128.75,126.5,209.225,307.82,359.655,92.35,162.76,42.955,85.525,26.925,53.125,40.85,78.005,185.205,260.47,4332.02,3571.07,89.19,158.78,75.105,146.945
2019-11-22,41.68,83.265,68.475,127.79,124.6,208.225,304.75,356.53,91.61,161.98,42.76,85.195,26.65,52.685,40.475,77.435,186.295,261.14,4466.58,3733.53,87.04,155.605,74.975,146.675
2019-11-25,41.275,82.62,67.67,126.54,124.71,208.23,312.1,363.685,92.545,162.41,42.075,84.13,26.575,49.51,39.735,76.32,187.27,262.17,4731.35,4031.95,87.575,156.77,74.535,145.975
2019-11-26,40.645,81.66,67.81,126.73,123.89,208.03,315.6,367.09,90.67,160.64,41.665,83.5,26.595,49.53,39.29,75.66,189.41,264.58,4550.12,3909.26,88.93,158.01,73.995,145.15
2019-11-27,40.36,81.21,67.44,126.78,124.79,208.015,324.235,375.545,91.78,162.16,41.8,83.755,27.135,50.29,39.045,75.29,188.455,263.465,4679.37,3976.32,90.075,159.575,73.245,144.015
2019-11-28,40.42,81.28,67.62,127.065,126.29,210.31,325.07,377.165,92.145,163.46,41.52,83.31,26.715,49.705,38.86,74.63,188.57,263.52,4687.2,3985.68,90.435,160.665,73.855,144.89
2019-11-29,40.0,80.64,66.995,126.11,125.18,211.17,320.585,372.33,91.58,162.675,41.04,81.72,26.565,49.71,38.345,74.485,188.13,263.905,4643.26,3938.39,90.36,160.0,73.325,144.085
2019-12-02,40.465,81.3,67.115,126.8,125.31,207.02,317.215,368.855,91.385,162.335,42.315,83.61,26.85,50.08,38.96,75.35,189.1,263.36,5120.12,4520.06,89.555,158.825,74.4,145.625
2019-12-03,41.035,82.12,67.24,127.04,125.74,207.455,323.71,376.045,91.865,163.005,42.145,83.3,27.085,50.39,40.025,76.875,194.635,269.5,5262.82,4395.7,91.035,162.35,75.685,147.455
2019-12-04,41.135,82.33,68.075,128.32,122.22,203.075,316.045,368.095,87.46,158.765,41.35,82.16,26.78,49.985,39.91,80.315,189.855,264.34,5141.6,4493.88,86.635,156.45,74.11,145.255
2019-12-05,40.89,81.935,66.975,126.89,120.545,200.465,313.4,365.395,85.59,154.66,42.055,83.205,26.38,49.41,39.115,79.155,191.335,265.91,5292.64,4745.95,84.495,153.96,73.605,144.425
2019-12-06,39.365,79.57,67.585,127.78,116.585,201.355,309.595,361.555,82.245,151.36,40.43,80.725,26.22,49.165,37.45,76.56,188.035,262.085,4919.5,4354.57,81.28,151.32,71.935,141.85
2019-12-09,40.12,80.675,67.33,127.23,115.68,198.24,308.935,361.87,81.83,149.95,41.055,81.62,26.23,49.145,38.48,78.105,184.69,258.145,4398.51,3690.21,79.505,148.69,72.57,142.695
2019-12-10,40.15,80.715,67.225,127.26,113.7,196.4,306.835,359.74,80.355,148.63,40.955,81.455,26.88,50.25,37.715,76.915,190.14,263.99,4431.17,3659.82,77.54,147.63,72.205,142.135
2019-12-11,39.625,79.9,67.355,127.56,108.815,193.28,307.73,360.88,76.565,145.7,40.34,80.51,27.37,50.935,37.81,77.05,187.39,260.835,4142.03,3416.76,74.72,145.56,71.48,141.025
2019-12-12,39.665,80.0,67.315,127.62,101.445,185.385,297.35,350.635,75.03,143.28,40.585,80.93,26.685,49.995,36.43,74.955,179.36,251.84,3883.59,3042.34,73.14,143.43,70.65,139.855
2019-12-13,37.225,76.165,67.46,127.59,100.05,183.175,294.06,348.845,77.27,146.355,38.08,77.04,25.1,47.67,35.0,72.645,174.725,249.74,3925.95,3093.57,72.325,142.03,68.92,137.06
2019-12-16,36.53,75.12,65.895,125.65,97.075,179.06,288.925,343.685,77.24,146.365,37.56,76.255,25.1,47.67,34.025,71.125,169.84,241.29,4011.14,3177.16,71.715,141.18,66.555,133.53
2019-12-17,35.29,73.125,65.825,125.94,96.615,178.255,284.97,340.275,76.425,145.065,36.81,75.05,24.785,47.645,32.82,69.18,167.575,238.54,3787.05,2949.44,70.54,139.295,65.475,131.77
2019-12-18,34.29,71.55,65.38,125.6,98.86,181.37,287.24,343.07,77.425,147.195,35.78,73.445,23.8,46.185,31.72,67.42,166.095,237.89,3543.16,2709.24,71.105,140.13,63.66,128.965
2019-12-19,34.69,72.14,65.185,125.08,102.81,186.865,286.57,342.045,81.68,153.3,35.74,73.35,23.085,45.115,32.175,68.12,167.045,238.9,3752.81,2917.62,75.51,146.625,63.795,133.06
2019-12-20,34.365,71.625,68.92,123.935,103.435,185.84,284.325,339.74,80.735,151.93,35.095,72.335,23.63,45.92,31.67,67.3,165.505,237.085,3769.11,2934.31,74.83,145.61,63.71,132.915
2019-12-23,33.37,70.03,64.01,123.795,102.995,185.19,284.69,339.225,80.755,151.925,34.87,71.965,23.48,45.69,31.37,66.795,165.935,238.345,3653.32,2819.43,74.66,145.325,62.87,131.54
2019-12-24,33.78,70.68,65.335,124.665,102.735,184.805,282.14,338.975,80.545,148.985,35.28,72.6,23.175,45.225,31.39,66.82,163.81,235.54,3558.46,2727.76,74.3,144.77,62.54,131.01
2019-12-25,33.65,70.335,64.9,123.745,103.165,185.2,282.7,339.57,80.645,149.125,35.21,72.39,23.09,45.01,31.325,66.625,171.515,244.985,3557.79,2725.27,74.39,144.905,62.28,130.36
2019-12-26,33.68,71.015,64.795,124.64,102.18,183.54,282.57,339.085,79.44,147.41,35.06,72.715,23.285,46.97,31.56,70.83,164.55,236.81,3495.89,2665.07,73.56,144.02,62.36,131.65
2019-12-27,33.88,71.325,62.05,120.495,99.94,179.505,281.38,338.19,79.2,149.17,35.38,73.215,23.065,46.62,31.0,69.895,156.08,225.825,3338.7,2516.5,72.33,140.99,62.06,131.18
2019-12-30,33.14,70.15,62.425,127.715,99.34,178.665,280.15,343.03,78.59,146.48,34.49,71.805,23.055,46.59,30.95,69.79,158.33,230.55,3292.85,2476.02,72.31,140.935,62.29,131.52
2019-12-31,33.76,74.195,62.855,128.11,98.8,179.345,287.745,349.91,78.2,145.865,34.88,77.38,23.125,46.425,31.38,70.48,160.655,233.11,3296.7,2478.89,71.8,139.945,62.24,131.99
2020-01-01,33.73,74.11,62.875,128.14,98.51,178.995,288.905,351.095,77.93,145.45,34.86,77.28,23.105,46.37,31.36,70.395,159.915,232.21,3297.62,2479.27,71.55,139.55,62.185,131.83
2020-01-02,32.78,72.545,60.115,124.395,96.925,177.26,275.575,337.025,76.845,144.88,34.03,75.91,22.525,45.525,30.01,68.145,159.35,231.54,3410.03,2622.97,69.995,137.24,61.65,130.975
2020-01-03,34.69,75.735,62.855,129.55,99.055,180.78,286.74,344.84,78.655,147.815,35.9,79.075,23.415,46.89,33.07,73.355,164.575,237.69,3593.35,2768.72,71.055,138.885,63.99,134.78
2020-01-06,37.2,79.905,63.115,130.31,98.075,178.515,288.395,341.435,77.81,146.51,37.38,81.565,23.705,47.37,33.96,74.865,163.72,236.78,3512.76,2834.64,70.255,138.74,65.29,136.965
2020-01-07,36.895,79.415,63.275,130.18,99.74,179.725,286.36,339.395,77.93,144.115,37.095,81.105,23.535,47.095,32.845,69.775,163.05,236.04,3443.99,2982.72,70.36,136.625,65.215,136.855
2020-01-08,35.055,76.405,62.945,129.645,97.34,176.34,279.945,332.95,75.735,143.21,36.045,79.355,23.745,47.425,32.05,68.485,158.14,230.265,3465.21,2937.83,68.12,133.295,63.925,134.765
2020-01-09,33.785,74.31,63.845,131.27,96.895,175.25,273.505,327.57,73.87,141.245,34.725,75.12,22.97,46.24,31.13,66.99,160.57,233.03,3359.43,2536.57,67.41,134.14,62.315,132.145
2020-01-10,34.325,75.195,62.755,128.695,99.035,176.715,271.585,325.62,75.2,141.71,35.58,76.505,22.52,45.56,32.395,69.03,165.45,238.705,3288.05,2479.83,69.935,136.08,62.69,132.735
2020-01-13,33.73,74.23,62.505,127.825,100.125,178.535,265.88,319.695,76.85,143.65,34.03,74.015,23.745,47.425,30.79,66.48,169.8,243.71,3322.23,2518.12,70.72,137.445,61.325,130.575
2020-01-14,34.52,75.505,63.585,129.375,101.385,179.56,263.345,320.23,77.985,145.08,34.36,74.535,21.955,44.675,31.125,66.465,168.875,241.735,3334.51,2517.06,71.96,137.775,61.52,130.855
2020-01-15,33.985,74.625,59.7,126.02,100.615,178.555,252.33,309.08,78.505,144.375,33.98,73.93,21.605,44.15,30.545,65.545,168.085,240.83,3282.64,2477.95,72.13,137.71,60.49,129.235
2020-01-16,33.08,73.175,59.98,123.39,96.94,176.545,246.46,302.89,78.035,144.375,33.765,73.61,20.92,43.115,30.745,66.185,168.11,240.895,3274.66,2464.85,71.93,138.04,59.85,123.73
2020-01-17,32.79,72.675,58.14,122.235,97.7,176.15,249.575,308.405,78.73,145.21,32.675,71.81,20.61,42.615,29.405,63.53,170.18,243.205,3338.85,2508.54,72.895,138.735,59.955,123.84
2020-01-20,33.005,72.995,58.16,122.475,98.0,176.785,250.76,313.605,79.015,145.735,32.955,72.225,20.455,42.375,29.645,62.6,173.705,247.165,3341.52,2509.17,73.16,139.235,59.975,123.825
2020-01-21,35.67,77.38,59.25,123.49,98.505,178.22,249.045,311.785,79.815,145.88,35.25,75.98,21.335,43.74,32.685,67.405,173.475,246.44,3646.58,2799.15,75.025,141.99,61.94,126.88
2020-01-22,36.08,78.055,60.015,124.975,97.895,177.645,241.57,304.08,80.335,146.65,35.32,76.095,21.305,42.39,33.535,68.72,173.72,246.76,3813.21,2882.61,76.94,142.96,62.565,127.875
2020-01-23,37.56,80.47,60.26,125.055,99.25,179.56,241.89,304.385,81.965,148.945,37.65,79.86,22.29,43.9,36.05,72.605,177.295,250.835,3937.47,3004.07,79.56,146.675,63.795,129.8
2020-01-24,37.995,81.2,60.31,126.14,102.095,180.385,238.77,303.495,84.585,150.515,37.955,80.375,22.015,43.495,37.355,74.6,178.81,255.095,4238.39,3282.82,82.275,148.05,63.05,128.7
2020-01-27,42.37,82.26,60.565,125.745,106.35,186.245,246.815,311.86,88.87,156.39,42.51,82.055,22.105,40.985,43.315,83.585,186.73,264.21,4537.11,3453.53,86.205,153.495,68.275,136.805
2020-01-28,38.75,76.995,60.985,125.775,98.875,176.3,237.845,302.635,81.18,146.16,39.215,77.285,24.355,44.17,38.66,76.825,181.36,257.355,4190.77,3059.03,78.275,142.845,64.75,131.24
2020-01-29,39.89,78.64,62.38,128.485,96.08,172.385,238.7,303.4,77.775,145.12,39.89,78.23,23.5,42.97,39.755,78.41,179.96,255.65,3889.47,2783.68,74.955,138.155,65.355,132.075
2020-01-30,42.175,82.08,63.645,127.25,100.975,177.865,243.765,308.735,81.23,148.175,42.24,81.745,26.35,46.935,42.45,81.185,185.35,262.305,3980.33,3093.12,78.99,148.905,68.0,132.755
2020-01-31,41.93,81.0,62.19,127.62,104.28,179.885,241.695,306.85,83.73,149.03,41.97,81.3,26.215,46.9,42.735,80.27,186.225,263.295,4073.05,3162.35,81.745,147.44,67.87,132.555
2020-02-03,40.27,78.595,63.86,128.72,102.065,177.965,243.36,308.56,82.19,147.87,40.765,79.555,28.69,50.285,40.01,76.4,183.515,260.27,3879.15,2985.21,80.97,148.31,65.615,129.29
2020-02-04,37.34,74.28,64.57,130.265,98.495,173.565,239.875,304.885,79.225,145.46,37.66,72.57,27.435,48.6,36.11,70.77,178.285,252.755,3635.51,2738.58,76.325,143.985,62.95,125.31
2020-02-05,35.185,70.995,64.39,129.7,95.655,172.11,239.92,304.76,77.39,144.84,36.125,75.455,26.415,47.18,33.245,70.845,174.62,248.425,3630.13,2706.22,73.025,141.68,61.495,126.44
2020-02-06,35.55,71.51,61.895,126.69,96.795,172.6,241.66,306.445,77.0,142.78,36.555,76.075,26.965,47.915,34.33,68.025,175.24,250.315,3690.03,2679.75,72.84,140.55,62.655,128.145
2020-02-07,37.64,74.665,61.255,126.26,100.955,178.35,258.605,323.93,78.83,145.22,38.63,79.305,27.51,48.655,36.725,69.195,177.82,253.265,3518.65,2663.16,74.715,143.285,65.1,125.26
2020-02-10,36.87,73.53,61.155,126.96,100.125,178.415,279.5,345.485,78.535,145.155,37.65,76.53,27.48,48.625,36.71,69.185,181.19,257.135,3573.72,2676.93,74.745,142.33,63.91,123.555
2020-02-11,35.61,71.655,59.055,124.3,98.105,175.0,274.47,334.11,77.05,142.965,36.49,74.775,26.595,47.43,35.22,67.09,172.49,247.255,3852.85,2937.36,73.24,140.785,62.34,121.285
2020-02-12,33.985,69.185,58.0,122.535,96.755,174.895,272.005,331.535,76.065,142.08,35.06,73.14,25.545,45.99,33.145,64.095,171.205,246.2,3802.3,2873.34,72.765,140.47,60.425,118.43
2020-02-13,34.565,70.035,57.925,122.445,96.62,174.02,272.34,330.35,76.02,142.505,35.525,73.85,26.08,46.715,33.81,65.035,172.15,248.095,4042.53,3145.14,72.205,139.06,61.195,119.52
2020-02-14,34.55,70.02,57.125,121.15,93.695,170.02,267.33,325.305,74.085,139.785,35.495,72.64,26.015,46.625,34.135,65.515,169.26,244.765,3928.52,3027.39,70.26,136.25,60.26,118.155
2020-02-17,34.285,69.615,56.87,122.72,93.625,170.255,267.31,325.625,74.345,140.36,35.28,72.32,26.42,47.195,33.93,68.025,169.63,245.225,3929.7,3025.39,70.505,136.87,59.995,117.77
2020-02-18,35.12,70.875,56.65,121.54,92.25,169.895,261.6,319.845,73.46,139.795,35.81,73.12,26.025,46.66,34.915,69.495,168.33,243.695,3998.58,3064.54,70.125,137.03,60.01,126.615
2020-02-19,34.28,69.63,57.815,119.88,91.74,169.32,269.415,332.845,71.325,137.29,34.85,71.675,26.02,46.655,34.23,68.49,167.91,244.26,4092.91,3184.44,68.965,136.68,58.38,124.08
2020-02-20,34.77,70.375,57.195,120.15,92.535,171.425,289.27,352.96,71.865,138.19,35.55,71.395,25.595,46.1,34.765,69.295,172.765,249.86,4194.6,3290.97,69.74,137.96,58.845,124.82
2020-02-21,35.78,71.915,56.42,120.815,92.455,169.65,288.995,351.45,70.24,136.41,36.6,72.99,26.315,47.085,35.74,70.765,172.745,249.89,3831.22,2915.92,68.42,136.16,60.32,127.195
2020-02-24,40.925,79.655,58.21,121.115,100.365,180.73,304.595,365.16,76.165,145.09,43.92,83.91,28.875,50.56,39.82,76.795,181.23,259.69,3939.4,3017.83,74.51,145.255,64.98,134.57
2020-02-25,40.755,79.455,59.17,123.125,107.19,181.875,306.835,367.67,82.085,145.17,44.18,86.35,29.1,50.895,39.97,77.06,184.49,263.095,4042.55,3105.17,80.595,145.05,65.21,135.05
2020-02-26,41.525,80.57,59.01,123.105,112.39,188.67,309.29,370.16,84.585,148.545,44.29,85.465,30.965,53.365,39.455,75.93,186.785,265.165,4059.05,3062.87,83.395,148.88,67.99,139.365
2020-02-27,46.425,87.7,60.36,124.82,122.81,202.13,327.215,387.665,94.085,161.235,50.21,91.38,33.045,56.085,45.35,84.405,197.745,277.51,4590.77,3620.25,93.13,163.405,78.955,156.09
2020-02-28,58.8,106.45,62.415,127.665,134.015,213.34,382.45,438.435,106.475,176.5,62.69,108.56,37.675,62.08,53.37,92.645,214.355,296.325,4894.68,3989.54,106.65,177.115,101.65,181.575
2020-03-02,53.745,99.56,74.38,139.275,124.75,206.065,367.04,417.56,101.945,173.005,58.24,103.85,38.195,62.78,49.025,86.955,204.725,281.37,4613.65,3653.86,100.825,170.2,92.08,168.65
2020-03-03,50.275,94.7,72.745,139.82,119.065,200.27,335.815,387.76,97.38,167.04,54.58,98.92,38.245,62.85,44.71,81.155,201.875,278.125,4554.05,3594.26,96.06,164.16,90.15,165.9
2020-03-04,50.035,94.425,71.335,136.93,110.125,188.81,323.665,376.27,88.495,156.665,53.365,96.375,39.055,63.87,44.23,80.53,201.88,278.02,4396.94,3409.24,87.665,153.385,85.78,159.955
2020-03-05,55.96,102.8,71.815,140.715,134.17,221.765,343.28,398.825,104.595,180.255,54.965,97.26,39.605,64.545,49.245,87.385,223.37,301.59,4905.72,3976.32,103.33,173.27,90.64,166.005
2020-03-06,63.965,113.945,86.905,163.565,144.5,231.8,391.41,444.28,116.205,192.905,73.805,122.7,49.4,76.74,55.425,95.745,257.035,338.32,5251.54,4381.94,116.13,189.82,109.35,192.23
2020-03-09,99.04,161.195,91.4,171.14,200.12,300.875,422.02,472.965,184.935,274.01,117.805,178.9,70.425,101.805,91.8,144.7,304.16,387.38,8812.36,9024.94,194.405,288.02,180.33,287.77
2020-03-10,83.96,142.41,94.425,175.465,183.585,275.965,407.105,454.13,177.22,265.29,101.23,159.26,60.48,90.695,62.33,108.875,295.73,372.07,8432.12,8570.7,187.165,276.675,148.115,247.59
2020-03-11,98.56,161.155,97.255,178.41,213.05,301.505,432.645,483.54,196.965,288.08,124.255,183.045,69.18,100.69,74.63,124.905,323.98,400.6,9111.76,9436.68,236.03,332.755,171.805,277.97
2020-03-12,138.42,211.3,152.775,257.47,325.73,422.415,487.395,534.775,252.88,337.13,164.175,229.14,76.875,109.33,91.675,145.905,357.58,434.43,14175.29,15229.16,273.485,352.825,219.11,337.685
2020-03-13,117.9,186.52,155.225,260.385,270.22,357.84,476.18,524.58,213.54,290.32,146.48,216.74,76.905,109.325,73.735,123.735,304.76,381.37,8916.56,9177.37,224.315,295.715,183.135,293.305
2020-03-16,122.115,191.545,160.32,265.625,324.33,419.075,532.605,570.875,255.865,335.935,157.33,214.69,80.765,113.53,77.48,128.4,347.305,416.715,13532.74,10672.99,272.59,346.31,213.5,331.21
2020-03-17,128.285,199.39,164.0,270.63,304.19,398.36,524.935,564.095,230.7,306.295,164.275,223.165,86.485,119.98,75.0,125.455,339.0,409.82,22887.06,34515.75,270.355,345.805,210.71,328.375
2020-03-18,142.545,216.18,194.015,309.935,383.44,474.53,578.465,612.92,291.765,370.52,176.66,237.85,89.94,123.565,70.395,119.265,395.69,465.63,17339.18,14394.08,341.41,418.675,233.395,355.57
2020-03-19,146.945,221.365,198.085,316.08,347.64,437.33,589.85,621.55,266.975,339.38,174.875,235.74,99.69,134.055,68.72,116.925,406.775,474.165,17305.55,14356.13,338.8,415.715,269.49,399.17
2020-03-20,144.765,202.62,218.785,321.595,335.11,412.51,534.805,563.99,268.53,331.63,174.42,225.95,104.43,132.805,69.925,111.1,372.575,427.975,15742.36,13073.02,323.41,389.795,253.22,326.18
2020-03-23,164.355,225.65,219.915,324.435,359.265,445.895,560.0,583.385,290.415,366.235,186.665,242.755,121.945,151.295,72.4,112.45,413.2,471.12,21368.0,18797.93,354.48,421.835,290.82,367.465
2020-03-24,126.14,182.73,265.32,370.68,311.74,388.055,525.815,552.345,260.825,337.575,155.73,209.55,104.735,133.705,65.01,103.455,387.085,443.335,17347.79,14596.15,299.215,366.56,255.95,330.8
2020-03-25,108.495,161.98,231.455,330.145,233.01,306.355,461.42,490.85,203.64,270.19,124.99,172.115,81.695,109.565,49.075,83.445,351.495,408.455,14558.37,11845.21,209.585,272.44,219.585,292.985
2020-03-26,97.6,148.935,226.72,327.8,229.95,306.215,435.045,467.32,182.93,250.17,108.8,156.54,77.425,111.825,45.0,83.695,337.51,394.68,14433.71,11723.23,190.93,256.645,192.23,262.875
2020-03-27,106.86,162.135,218.735,291.625,269.21,350.715,494.025,521.68,233.44,306.265,117.075,162.655,77.29,111.68,52.86,94.92,403.105,459.435,15202.39,12459.59,232.675,299.98,214.935,288.295
2020-03-30,117.145,174.77,218.67,290.99,279.715,361.585,561.675,582.425,249.09,323.315,127.51,177.83,84.175,119.69,59.185,103.81,436.31,491.795,16019.2,13237.92,235.965,307.36,227.565,306.175
2020-03-31,110.045,160.31,214.295,290.42,272.14,351.025,556.035,580.715,238.195,307.4,120.455,172.02,78.55,117.8,52.59,93.03,418.41,482.09,13165.85,10492.85,228.52,296.9,222.345,303.955
2020-04-01,120.63,172.655,207.84,282.925,330.18,412.635,600.29,616.52,277.555,349.08,132.34,185.215,91.63,133.315,58.32,100.845,462.855,525.425,15122.03,12355.33,261.755,332.32,242.71,326.79
2020-04-02,115.87,167.095,215.965,292.285,340.15,415.885,616.84,624.52,273.02,336.39,129.22,185.825,90.19,131.67,59.1,101.87,481.175,529.62,13606.01,10902.42,268.08,338.945,249.875,334.72
2020-04-03,120.59,172.41,225.675,303.35,357.345,433.35,666.825,668.965,282.16,345.64,131.54,189.33,95.0,136.13,62.885,106.915,507.83,541.21,20787.67,29222.75,263.68,329.66,261.98,348.015
2020-04-06,107.57,157.37,229.405,307.865,340.695,416.405,667.33,668.885,266.2,327.4,117.88,173.04,90.74,131.205,54.98,94.5,482.86,509.18,14156.17,17705.81,243.485,308.67,242.575,326.58
2020-04-07,102.805,151.755,228.36,304.58,310.515,377.66,629.45,633.11,264.895,325.98,112.89,163.095,86.815,126.64,50.805,88.92,446.26,476.395,18145.65,24614.84,240.385,305.355,229.825,312.325
2020-04-08,101.68,150.575,226.88,303.56,297.745,364.57,608.18,614.29,264.675,325.885,112.75,162.405,85.655,125.225,51.17,89.37,438.37,466.25,20833.59,29451.21,243.87,308.88,234.91,317.845
2020-04-09,84.125,129.71,221.305,297.305,270.205,342.98,547.385,560.38,234.19,294.635,98.345,144.905,79.185,117.615,41.505,76.28,369.16,402.615,13213.52,16212.12,221.66,286.925,203.32,282.49
2020-04-10,83.075,128.23,215.81,290.88,271.49,345.285,547.365,560.405,231.86,291.85,96.805,142.975,78.195,116.28,40.865,75.26,373.65,407.605,13245.8,16293.48,219.46,284.21,200.735,279.215
2020-04-13,91.195,138.075,212.35,287.715,267.845,341.365,547.345,560.39,226.965,286.685,103.04,150.0,77.93,115.305,42.82,77.985,375.875,405.88,13540.67,16908.25,223.035,288.81,205.97,285.1
2020-04-14,78.7,122.925,207.255,283.555,262.645,334.66,560.69,572.24,224.195,284.235,92.375,137.485,71.8,108.06,40.575,74.815,366.655,397.27,18579.65,25641.22,220.1,285.58,184.335,260.495
2020-04-15,85.43,129.57,178.2,246.275,296.205,371.19,615.74,618.15,263.21,324.81,102.94,154.215,71.91,108.175,42.43,79.77,402.75,434.93,13800.1,11085.49,249.215,316.53,206.1,285.45
2020-04-16,86.665,131.11,179.67,248.285,295.48,367.585,640.395,639.89,274.435,336.45,103.365,152.905,70.66,106.78,43.595,81.54,409.28,445.23,12598.65,9950.56,253.265,320.57,204.81,277.67
2020-04-17,85.625,129.94,177.615,245.52,290.78,362.73,638.375,637.76,267.195,332.225,100.845,149.985,66.19,101.46,44.65,83.065,399.725,436.29,10431.52,12227.13,248.725,315.815,200.525,272.925
2020-04-20,83.85,131.07,175.55,243.0,296.66,368.61,615.175,617.27,279.36,344.55,106.23,155.04,67.08,102.465,46.12,85.105,406.235,442.25,13898.81,17781.71,255.55,322.81,206.83,279.8
2020-04-21,90.885,139.805,175.115,242.545,319.71,390.91,634.175,633.97,293.66,358.005,114.105,163.245,72.645,109.18,51.13,89.64,428.17,462.685,21737.4,33376.88,271.72,339.72,218.35,292.61
2020-04-22,90.475,139.35,191.2,262.525,321.55,392.815,626.53,626.61,288.565,351.98,115.2,164.28,72.465,108.99,49.925,88.04,423.905,458.725,15252.79,11721.57,263.405,331.135,220.01,297.995
2020-04-23,87.555,135.75,191.675,263.57,333.645,403.345,618.01,614.605,290.92,354.25,121.215,171.17,71.835,108.2,49.765,87.805,421.84,456.745,17602.97,13890.68,263.18,330.815,220.465,298.39
2020-04-24,86.88,134.795,193.28,265.45,373.66,443.755,604.7,603.975,304.395,367.91,119.54,165.955,71.8,108.19,50.535,88.9,423.99,458.74,17331.11,13608.33,276.0,339.1,224.72,303.125
2020-04-27,88.305,136.64,193.555,265.68,371.99,441.675,598.005,598.795,312.35,375.795,116.4,162.4,69.065,104.905,49.67,87.875,426.4,462.71,16910.21,13199.35,281.07,344.175,228.16,306.89
2020-04-28,88.275,136.49,192.1,263.335,354.365,423.925,596.325,597.61,304.905,369.135,115.81,161.66,69.64,105.53,47.815,85.29,432.715,469.345,17279.76,13547.88,278.95,340.265,228.1,306.665
2020-04-29,83.57,130.805,192.99,264.415,319.36,389.545,583.94,586.735,272.46,336.59,110.705,155.05,69.22,105.09,45.835,82.675,417.415,455.15,17846.86,14066.93,252.965,314.005,214.215,288.19
2020-04-30,81.765,126.97,191.5,261.81,307.43,376.06,582.455,585.39,254.62,316.975,107.605,151.535,60.515,94.625,46.26,83.23,422.765,460.08,20699.88,16768.8,239.095,299.74,212.875,286.67
2020-05-01,84.97,130.825,191.76,262.105,319.365,388.43,614.77,614.14,259.985,323.955,111.92,157.865,60.36,94.065,49.955,88.24,434.595,471.045,23410.15,19451.82,247.24,308.4,218.1,292.285
2020-05-04,86.43,132.545,195.635,266.545,321.715,390.76,615.37,614.565,261.68,325.67,112.155,157.115,68.26,103.66,51.465,90.295,432.78,469.26,28012.1,24137.15,246.415,307.515,221.07,295.53
2020-05-05,82.345,127.585,196.745,267.135,313.06,381.955,600.895,601.875,244.23,308.68,108.68,153.17,64.74,99.45,48.745,86.635,412.99,450.91,19265.87,15387.97,230.815,292.935,214.72,288.545
