tanggal,Philip_5Y,Philip_10Y,India_5Y,India_10Y,Brazil_5Y,Brazil_10Y,Turki_5Y,Turki_10Y,Mexico_5Y,Mexico_10Y,Malaysia_5Y,Malaysia_10Y,Thailand_5Y,Thailand_10Y,China_5Y,China_10Y,South_Africa_5Y,South_Africa_10Y,Argentina_5Y,Argentina_10Y,Colombia_5Y,Colombia_10Y,Indonesia_5Y,Indonesia_10Y
2022-04-25,112.735,166.34,107.535,167.995,224.37,313.22,603.765,566.05,138.495,208.88,93.62,134.555,51.58,80.565,79.767,117.355,239.117,309.175,3406.24,3226.85,230.555,306.79,114.9,188.51
2022-04-26,111.785,163.555,113.015,172.97,227.56,317.105,604.385,566.11,138.955,209.58,93.255,134.19,50.375,79.09,80.026,119.145,238.997,309.395,3348.03,3183.87,232.76,309.4,116.62,190.91
2022-04-27,112.46,164.485,111.52,171.435,223.87,313.205,607.03,562.845,136.475,206.765,92.51,133.405,49.965,78.62,79.675,117.8,243.31,316.225,3347.89,3191.69,232.855,309.805,117.28,191.995
2022-04-28,110.875,162.345,117.025,179.13,222.175,310.64,606.865,566.96,133.235,202.41,91.84,132.435,49.405,77.825,77.65,115.225,245.33,315.485,3325.87,3170.62,231.295,307.53,116.675,190.8
2022-04-29,111.775,163.43,118.565,179.945,230.005,319.715,618.825,578.295,139.48,210.855,91.63,132.2,47.905,73.905,77.915,111.36,252.215,323.195,3404.87,3228.88,238.965,316.065,120.82,191.01
2022-05-02,111.815,162.845,117.35,177.83,236.385,326.51,618.46,577.63,145.955,217.915,91.835,132.01,47.955,73.72,79.57,113.135,253.29,323.72,3502.61,3297.36,252.575,330.61,122.82,193.22
2022-05-03,118.12,170.315,117.52,177.335,230.805,320.245,621.79,579.96,140.67,211.53,93.82,134.325,49.37,75.42,79.73,113.305,252.72,323.35,3429.74,3248.36,254.49,332.83,124.92,195.89
2022-05-04,116.5,168.4,122.595,185.945,227.595,316.535,629.14,590.38,137.01,207.06,91.77,132.97,49.315,75.345,77.04,110.21,251.68,322.19,3373.39,3205.13,251.105,329.075,120.085,189.81
2022-05-05,116.475,168.305,124.36,187.155,231.325,320.67,627.99,580.41,138.555,208.865,95.66,137.465,48.495,74.34,80.715,114.415,249.345,319.55,3401.11,3228.11,251.66,329.535,124.17,194.885
2022-05-06,121.655,174.325,117.74,178.21,237.285,327.405,668.015,625.73,144.445,215.97,96.95,138.9,50.46,76.68,83.82,117.91,261.82,334.78,3536.92,3328.87,256.725,335.045,128.295,199.97
2022-05-09,124.775,177.715,122.975,186.205,246.58,339.48,687.19,646.215,154.895,227.425,100.025,142.27,51.72,78.12,87.39,121.83,274.885,345.355,3654.16,3417.19,269.16,347.435,131.595,203.745
2022-05-10,125.99,179.235,122.955,184.975,242.85,335.53,697.59,649.17,152.265,223.495,101.755,144.34,51.88,78.335,85.33,119.545,268.19,341.005,3563.94,3355.02,265.885,343.655,131.87,204.265
2022-05-11,121.52,174.125,128.505,191.345,243.015,335.905,689.97,650.37,151.705,222.95,98.875,141.08,51.23,77.58,81.745,115.52,258.425,330.37,3541.75,3340.91,264.16,341.945,128.645,200.385
2022-05-12,128.28,182.065,126.28,187.935,245.6,338.03,701.34,660.94,154.22,225.755,103.32,146.265,53.165,79.97,87.225,121.825,264.79,336.815,3640.84,3410.29,265.68,343.6,135.095,208.525
2022-05-13,122.24,175.33,130.45,191.735,240.355,332.295,711.575,661.285,149.915,220.09,100.285,142.825,51.2,77.6,82.895,116.96,263.35,336.22,3612.64,3391.93,259.605,337.25,129.69,201.95
2022-05-16,121.775,174.5,128.56,190.34,242.21,334.22,711.7,663.12,151.31,222.47,100.12,142.545,50.61,76.84,81.995,115.855,266.47,337.78,3869.66,3586.61,263.085,344.89,129.655,201.765
2022-05-17,117.155,169.1,126.795,188.315,238.975,330.495,704.105,657.845,147.55,217.97,97.365,136.94,48.235,73.98,80.495,114.15,263.305,335.915,4166.93,3807.15,261.55,343.145,123.39,193.96
2022-05-18,118.2,170.205,123.48,184.615,247.995,340.49,713.47,658.57,154.68,226.325,99.085,138.815,48.96,74.825,83.67,117.715,270.165,341.27,4414.09,4001.22,271.815,354.095,127.145,198.5
2022-05-19,124.63,177.9,122.275,182.19,248.29,341.16,728.185,673.47,155.72,227.8,102.495,142.81,52.41,79.09,85.795,120.23,278.895,349.68,4397.0,3987.48,273.32,356.035,130.39,202.81
2022-05-20,121.315,174.075,129.41,190.27,249.845,343.015,719.105,663.19,154.94,225.99,100.72,140.815,54.32,81.39,83.53,117.68,275.53,348.335,4435.8,4017.46,270.16,352.893,127.73,199.56
2022-05-23,114.585,166.265,124.99,184.515,242.585,334.835,704.705,649.245,148.26,218.12,95.275,134.665,49.46,75.605,79.08,112.645,266.06,339.135,4276.63,3893.6,258.275,338.325,120.36,190.425
2022-05-24,114.74,166.36,123.32,183.29,242.85,335.0,729.455,678.325,147.085,216.605,94.36,133.545,51.575,78.12,80.09,113.74,268.4,344.315,4264.13,3885.76,253.14,332.605,119.335,189.02
2022-05-25,108.15,158.695,121.17,180.945,232.16,323.0,731.725,671.075,135.925,203.415,89.525,128.07,48.305,74.21,75.58,108.625,258.775,334.16,4064.65,3734.63,233.495,316.015,112.5,180.515
2022-05-26,101.11,150.305,118.875,178.965,225.035,314.7,725.405,657.02,126.84,197.31,84.31,122.02,48.515,74.45,70.67,102.935,247.41,321.78,3945.23,3644.91,225.775,312.485,104.255,169.94
2022-05-27,99.905,148.86,112.36,172.32,222.465,311.77,711.425,645.585,124.81,194.78,83.345,120.89,49.425,75.555,71.18,103.515,233.655,306.935,3937.91,3642.03,227.55,317.644,103.385,168.825
2022-05-30,93.42,141.07,109.62,169.86,220.435,312.785,701.955,627.855,123.585,192.995,77.65,114.23,46.635,72.15,68.205,100.04,230.82,304.71,3932.2,3637.55,225.475,313.205,97.96,161.8
2022-05-31,95.935,144.135,102.895,166.34,223.99,316.985,714.685,638.215,125.685,196.99,78.795,118.26,47.075,74.13,70.605,104.7,236.79,311.29,4042.41,3717.39,211.98,298.48,101.42,166.34
2022-06-01,96.44,144.575,103.385,171.94,224.965,317.765,715.11,638.15,126.15,197.315,78.5,118.765,48.05,75.24,71.42,105.535,237.94,315.048,4186.83,3832.71,207.385,293.495,105.935,171.94
2022-06-02,96.23,144.29,106.295,166.23,228.66,321.94,715.375,655.875,125.245,196.045,80.215,121.175,48.74,76.095,70.375,104.285,242.74,321.134,4061.51,3739.44,201.96,288.54,105.29,171.05
2022-06-03,97.285,146.515,108.275,168.06,234.0,328.015,715.33,655.735,127.825,199.24,81.31,123.245,49.27,77.26,71.335,106.065,242.93,321.93,4093.18,3764.1,203.07,289.775,106.445,173.71
2022-06-06,93.99,142.47,106.965,166.14,237.375,331.765,721.355,660.74,130.385,202.345,78.63,118.995,47.29,74.77,69.23,103.51,236.425,314.645,4195.57,3845.27,211.775,297.59,103.565,169.925
2022-06-07,93.585,141.82,107.61,167.87,239.87,334.02,738.68,680.125,135.845,208.895,77.78,117.84,47.14,74.505,68.91,103.025,241.645,320.05,4258.24,3895.84,217.37,303.685,102.92,168.86
2022-06-08,94.58,143.14,107.155,166.815,244.745,339.88,769.31,694.43,138.85,211.045,79.015,119.415,47.51,75.01,69.39,103.665,242.9,322.405,4393.92,4002.14,226.82,318.51,104.24,170.735
2022-06-09,97.72,146.885,106.21,165.485,250.65,346.46,791.81,713.145,143.45,216.58,80.2,120.52,48.68,76.44,69.91,104.24,248.085,327.97,4565.21,4139.54,241.19,334.92,107.36,174.69
2022-06-10,106.815,157.83,107.22,166.45,257.925,354.635,829.175,750.99,150.975,223.41,85.94,127.395,52.945,81.74,76.405,111.955,268.265,340.095,4845.58,4372.35,255.8,347.7,119.605,190.415
2022-06-13,121.88,175.66,113.695,173.14,273.335,371.78,851.84,726.725,164.225,239.805,95.795,139.02,59.87,90.175,85.505,120.53,291.38,368.53,5675.13,5137.82,269.275,362.53,134.475,209.065
2022-06-14,122.12,175.75,127.62,188.37,277.285,375.855,830.06,713.85,167.31,241.24,95.96,139.045,58.39,89.28,84.87,119.67,286.465,364.175,6113.05,5597.89,269.375,361.21,132.465,206.26
2022-06-15,114.725,166.885,132.58,193.445,266.955,363.745,809.48,699.675,158.745,230.84,90.485,132.49,56.4,86.755,80.445,114.5,280.605,356.34,6111.72,5602.06,254.71,344.415,125.725,197.55
2022-06-16,126.835,181.435,126.875,185.43,282.515,381.98,839.07,728.43,170.055,244.685,104.36,149.05,64.2,96.45,89.11,124.605,292.88,368.355,7081.65,6659.41,258.605,349.425,139.055,214.715
2022-06-17,119.595,173.155,129.385,185.395,284.205,384.245,825.79,711.355,167.42,239.905,96.92,137.135,59.74,91.13,85.285,120.365,289.35,367.92,8477.77,8323.89,254.43,346.145,133.215,207.715
2022-06-20,115.58,168.255,130.655,190.285,284.35,378.99,821.165,703.355,167.34,239.34,94.675,134.425,58.6,89.685,82.595,117.19,285.985,363.84,8438.87,8292.15,254.57,346.065,127.955,196.62
2022-06-21,112.13,164.185,126.95,187.46,281.405,375.58,805.88,699.48,159.45,230.085,91.405,130.705,55.115,85.49,78.17,112.155,280.54,357.985,8074.62,7929.83,260.79,352.9,123.485,191.11
2022-06-22,117.76,170.775,126.645,187.105,289.63,384.76,804.91,708.045,163.3,236.46,94.29,133.94,60.105,91.525,80.59,114.86,282.93,361.395,8018.38,7869.23,272.37,365.935,128.31,196.99
2022-06-23,121.615,175.3,127.83,187.49,294.09,384.93,799.72,708.35,170.445,244.88,98.04,138.245,61.235,92.925,81.87,116.355,285.085,362.98,9875.49,9770.34,280.705,370.58,133.05,202.84
2022-06-24,115.245,167.925,131.66,191.475,286.37,376.665,785.683,697.095,165.725,239.46,93.44,133.05,59.3,85.79,77.14,110.985,278.45,356.06,9630.98,9518.07,275.615,365.14,127.28,195.895
2022-06-27,113.57,165.87,131.195,190.59,289.385,379.835,771.795,680.555,168.465,242.585,92.285,131.645,59.345,85.78,77.98,111.89,276.27,352.67,12879.69,12828.04,278.29,367.965,125.31,193.375
2022-06-28,116.395,169.09,125.29,182.415,302.345,381.425,803.58,706.495,178.98,252.785,97.26,137.285,60.55,87.145,81.265,115.61,289.43,366.455,27914.86,28844.89,297.75,389.035,131.84,201.255
2022-06-29,122.075,175.845,126.05,183.28,296.74,375.73,837.18,734.425,176.545,250.115,100.21,140.695,61.585,88.36,82.195,116.72,306.235,384.5,18487.54,23332.0,296.565,387.97,136.33,206.87
2022-06-30,129.785,185.08,142.145,202.68,294.91,387.355,847.485,737.94,175.04,248.445,103.605,145.38,64.935,92.24,85.725,120.785,317.28,390.15,12920.88,14565.41,294.63,385.74,144.015,215.78
2022-07-01,127.14,182.9,149.895,212.505,296.84,389.48,827.135,720.87,175.385,248.87,101.4,143.195,63.635,91.17,83.915,118.98,312.24,384.945,12111.76,13897.3,292.925,383.9,141.08,213.225
2022-07-04,131.19,187.715,149.35,212.47,298.975,391.41,833.79,726.19,176.41,249.685,104.38,146.63,64.43,92.095,86.25,121.69,312.785,385.82,12313.25,14392.09,295.025,385.79,145.33,218.565
2022-07-05,131.33,187.875,151.17,216.01,302.035,394.705,853.97,742.355,182.33,256.49,105.89,148.35,66.825,94.85,86.575,122.06,322.54,395.335,7273.49,7273.93,297.325,388.255,147.27,220.9
2022-07-06,132.83,189.735,150.52,211.545,303.84,396.97,854.165,742.4,183.085,258.275,104.76,147.15,66.91,94.965,85.145,120.505,327.99,401.245,7506.24,7506.47,299.055,390.43,149.825,224.16
2022-07-07,130.44,186.75,157.01,221.58,291.76,383.31,851.38,740.135,176.435,250.285,101.66,143.495,64.865,92.575,81.99,116.81,324.355,396.99,4994.94,5023.97,289.165,379.15,147.205,220.69
2022-07-08,127.82,183.685,157.29,222.65,291.3,382.82,850.54,740.25,174.855,248.43,99.85,141.4,65.0,92.7,79.89,114.38,326.15,396.59,4981.61,5011.18,283.835,373.885,144.57,217.475
2022-07-11,131.44,187.68,156.12,221.915,300.515,392.435,865.03,754.36,181.9,256.51,103.42,145.34,67.39,95.345,82.34,117.07,337.645,407.44,5290.67,5311.55,293.12,383.615,148.39,221.81
2022-07-12,137.32,194.545,155.58,220.825,312.01,404.99,873.53,760.445,189.995,265.915,106.115,148.45,67.3,95.29,82.81,117.675,347.075,416.145,5287.61,5308.62,303.89,395.425,156.6,231.79
2022-07-13,142.16,200.1,165.5,229.455,320.41,414.085,882.465,767.47,196.43,271.445,108.115,150.7,69.85,98.185,84.925,120.085,358.705,427.955,5479.14,5495.84,319.43,409.99,159.385,235.12
2022-07-14,142.97,201.07,163.94,226.855,330.495,424.955,898.33,768.73,201.07,276.725,107.745,148.8,69.29,97.58,85.145,120.37,379.28,450.33,5777.49,5788.81,330.725,422.1,161.175,237.32
2022-07-15,144.855,203.275,164.05,225.94,327.795,422.26,872.63,749.12,191.085,264.755,108.365,149.52,69.765,98.125,87.26,122.785,369.43,447.28,5614.57,5628.55,326.985,416.94,161.2,237.43
2022-07-18,140.925,198.82,165.785,227.545,327.465,421.935,853.345,748.33,185.09,258.025,106.885,147.88,70.725,99.215,86.56,122.01,349.39,423.325,5948.46,5957.89,321.695,411.32,157.81,233.46
2022-07-19,138.74,196.13,164.305,225.52,314.08,407.08,853.485,747.97,173.355,244.455,104.685,145.295,70.94,99.39,85.05,120.21,342.33,415.665,5768.03,5780.34,303.01,390.94,151.895,226.175
2022-07-20,129.385,185.455,144.36,217.19,298.895,390.795,832.705,731.595,164.36,236.43,97.705,137.485,71.635,100.165,85.355,120.545,329.995,408.95,5806.11,5518.83,288.475,375.42,144.36,217.19
2022-07-21,128.68,184.62,160.97,222.32,297.225,388.965,833.005,721.355,165.19,237.38,96.44,136.035,72.49,101.115,83.345,118.26,330.695,409.68,6025.97,5755.92,287.035,373.83,140.815,212.9
2022-07-22,124.405,179.9,158.66,219.755,299.18,391.66,848.545,733.595,167.485,242.81,94.16,133.575,72.355,101.025,81.95,116.78,333.405,413.095,6199.11,5925.09,289.495,377.625,137.725,209.49
2022-07-25,118.47,173.06,157.7,218.235,292.865,384.81,855.585,751.47,167.93,243.39,90.245,130.275,69.645,98.015,79.005,113.47,333.72,407.85,6077.56,5787.45,286.015,373.85,133.065,203.93
2022-07-26,123.61,176.76,152.18,211.815,300.225,392.01,886.065,782.41,176.535,252.59,93.47,134.7,71.855,100.47,83.03,118.035,351.785,427.285,6270.59,5994.43,293.7,382.09,137.965,209.825
2022-07-27,122.345,175.235,149.65,208.845,291.4,382.28,886.53,789.9,170.12,245.065,91.1,131.935,71.4,99.95,82.365,117.26,343.45,420.69,5721.06,5403.2,284.055,371.5,135.285,206.505
2022-07-28,112.665,164.125,151.31,210.33,281.44,371.59,857.425,766.12,161.835,235.495,83.34,125.8,67.4,95.46,77.165,111.355,320.815,403.43,5201.07,4850.61,269.785,356.15,125.81,195.05
2022-07-29,104.325,155.455,144.86,201.085,273.21,363.495,820.23,731.62,156.675,229.62,76.48,117.66,63.54,91.13,71.705,105.16,299.675,379.455,4821.8,4231.5,259.76,345.42,115.04,181.985
2022-08-01,111.51,164.005,133.765,193.68,276.835,368.585,785.01,703.01,158.985,232.05,84.97,125.98,69.735,98.21,83.51,118.87,286.725,365.185,4650.85,4116.18,262.45,351.755,122.845,191.78
2022-08-02,113.52,166.5,133.825,194.75,285.095,376.505,785.98,699.595,163.85,237.26,86.715,128.13,70.065,98.645,87.155,123.1,290.98,369.885,4711.23,4182.4,267.75,357.81,126.26,196.175
2022-08-03,109.735,161.84,138.005,200.695,278.16,369.8,768.105,688.58,160.995,234.155,83.185,124.83,69.385,97.78,81.705,116.805,281.795,355.975,16607.49,24234.42,265.48,354.795,121.55,190.065
2022-08-04,108.27,160.165,137.02,197.815,272.905,364.095,733.69,657.02,156.44,228.88,81.945,124.77,69.06,97.445,79.395,114.21,270.12,353.005,16743.0,26779.48,259.4,348.145,118.99,186.975
2022-08-05,106.105,157.505,138.23,197.725,275.46,366.53,734.58,656.855,157.785,230.29,82.4,125.24,68.27,96.515,79.32,114.075,273.655,356.485,15226.55,22817.61,262.325,351.025,115.605,182.665
2022-08-08,103.05,153.85,130.16,189.815,264.985,356.345,715.93,642.68,151.0,222.295,81.35,123.935,68.74,97.0,77.645,112.115,259.7,341.53,13287.61,18438.87,251.055,338.66,112.12,178.265
2022-08-09,103.155,154.05,129.845,190.405,267.925,360.425,707.325,627.625,156.655,230.76,80.47,122.93,68.035,96.245,77.535,112.04,258.47,340.28,14663.76,21727.03,257.06,345.365,112.715,181.02
2022-08-10,96.21,145.81,126.645,186.665,250.93,341.7,676.545,626.985,140.155,210.86,72.64,113.52,62.16,89.625,73.415,107.32,243.415,332.805,11951.17,15811.28,236.215,323.875,101.905,167.405
2022-08-11,91.975,140.725,128.655,187.83,250.205,343.075,646.09,590.945,140.22,211.845,73.095,112.33,62.985,90.555,72.695,106.48,229.115,312.66,10516.38,13231.04,231.115,319.68,101.615,167.035
2022-08-12,88.185,135.985,115.195,176.145,243.795,334.69,655.94,599.65,135.715,206.18,72.755,111.645,62.535,89.965,71.075,104.49,233.675,317.575,9785.86,11911.88,222.87,308.77,97.19,161.135
2022-08-15,89.1,137.155,112.015,170.165,245.585,336.43,674.995,615.115,137.305,209.41,72.625,113.44,62.86,90.35,71.65,105.2,243.35,328.425,9312.57,11378.23,225.775,312.135,98.85,163.36
2022-08-16,92.395,141.22,110.555,170.06,250.35,341.945,715.58,648.57,140.07,212.9,73.55,115.125,62.92,90.44,71.3,104.83,259.345,346.295,8319.21,9491.81,230.21,317.31,102.7,168.425
2022-08-17,96.965,146.67,111.47,170.965,254.29,345.64,732.685,677.3,145.145,218.94,76.475,118.68,64.96,92.755,72.345,106.02,271.515,355.89,8886.75,10440.17,240.02,329.975,107.715,174.755
2022-08-18,97.14,146.735,115.525,178.13,254.955,346.01,773.895,703.8,144.775,218.26,76.015,118.58,65.205,92.97,71.53,104.985,272.285,358.085,9673.93,11715.48,249.685,340.46,107.405,174.15
2022-08-19,101.29,151.685,121.73,182.225,265.35,357.5,794.705,732.235,154.36,229.765,79.385,122.71,66.77,94.735,73.095,106.795,288.12,375.205,10715.68,13486.25,259.075,350.91,113.2,181.485
2022-08-22,112.405,164.705,121.695,180.475,274.675,367.495,817.78,751.855,159.015,232.6,85.685,130.235,69.21,97.395,77.64,111.93,307.135,395.39,13811.79,19375.63,270.695,363.535,123.495,194.185
2022-08-23,108.42,160.02,130.37,191.3,262.02,352.03,785.91,725.435,149.76,221.69,82.195,125.125,64.525,92.12,73.495,109.495,294.715,373.085,10196.96,12615.68,258.665,349.35,118.625,188.11
2022-08-24,102.595,153.1,128.85,188.7,255.125,346.435,746.565,693.48,146.45,217.685,77.74,119.715,58.25,84.945,69.69,104.965,276.3,355.775,8308.95,9438.35,252.445,341.77,112.425,180.285
2022-08-25,96.495,146.655,127.89,187.605,253.275,344.035,727.295,677.12,145.735,216.645,74.525,115.745,55.875,82.175,66.4,100.995,260.55,341.13,8151.44,9149.04,250.465,339.27,105.955,171.995
2022-08-26,98.9,149.655,123.46,181.49,259.66,351.27,746.545,693.05,151.02,223.05,77.375,120.16,58.335,85.075,69.555,104.83,266.59,347.785,8514.62,9757.1,258.65,348.49,109.585,176.735
2022-08-29,105.585,157.54,108.655,163.865,261.935,352.495,746.23,692.555,155.035,227.95,80.575,122.865,63.845,91.385,71.375,106.945,258.305,336.875,9297.53,11142.0,266.32,356.71,116.42,185.235
2022-08-30,106.075,158.06,113.53,168.05,261.425,351.82,773.165,715.51,160.67,234.49,80.78,123.065,63.69,91.17,73.87,109.845,280.295,360.375,10060.37,12306.88,272.495,363.39,117.85,186.92
2022-08-31,106.96,157.35,112.295,166.74,263.855,355.49,777.985,724.895,162.97,237.165,80.915,122.16,62.425,89.725,74.235,110.27,286.545,366.97,9776.26,11761.63,277.585,368.915,119.385,188.155
2022-09-01,113.285,164.525,117.75,173.365,260.005,350.655,785.175,730.3,162.19,235.86,83.6,125.215,64.395,91.9,76.64,112.96,292.32,372.505,9707.07,11691.89,274.605,365.055,124.245,193.855
2022-09-02,108.345,158.775,124.37,180.945,252.965,343.02,750.745,702.265,159.86,233.185,79.245,120.01,61.33,88.36,73.105,108.79,271.17,350.34,9408.89,11114.89,267.73,357.71,119.685,188.235
2022-09-05,111.96,163.0,122.53,178.695,262.85,357.01,759.7,709.755,164.305,239.105,82.62,124.055,62.96,90.22,74.695,110.685,272.06,351.035,9450.26,11333.71,278.18,372.23,122.885,192.24
2022-09-06,108.295,158.765,122.76,178.99,255.575,346.015,754.93,698.885,156.47,228.81,78.66,119.36,61.74,88.835,72.055,107.59,271.23,350.145,9291.19,11130.3,266.265,355.125,120.175,188.91
2022-09-07,102.665,151.94,119.205,174.68,247.71,336.73,741.5,694.225,147.69,218.12,73.77,113.32,60.425,87.235,69.825,104.805,262.245,348.15,8597.22,9931.48,256.205,343.53,113.395,180.165
2022-09-08,98.945,147.635,117.1,172.235,241.885,330.45,720.565,670.25,143.36,215.945,73.745,116.16,60.565,87.425,69.49,104.475,255.94,341.825,7996.6,8968.05,250.425,337.355,109.605,175.56
2022-09-09,93.18,140.765,111.435,165.435,234.98,328.965,683.44,640.405,138.13,209.555,69.65,109.02,58.17,84.665,65.89,100.17,237.995,323.365,7532.28,8204.95,241.405,331.805,103.285,167.535
2022-09-12,90.66,137.77,105.65,158.37,232.455,326.145,671.59,636.43,137.995,209.42,68.195,107.235,57.34,83.7,66.035,100.345,233.905,318.87,7205.54,7693.68,235.125,324.815,101.295,165.04
2022-09-13,97.34,145.725,104.715,157.155,243.46,338.555,707.71,660.71,151.825,228.13,76.76,117.73,63.475,90.74,72.27,107.75,256.75,344.275,8467.73,9686.15,251.985,342.565,110.56,176.74
2022-09-14,94.365,142.18,99.97,151.34,242.685,333.41,707.425,677.955,151.075,225.22,75.84,116.62,61.03,87.96,72.21,107.675,259.67,341.005,8866.72,10310.92,250.975,339.96,106.885,172.13
2022-09-15,93.7,141.4,107.605,160.775,243.685,359.06,727.995,693.28,153.865,228.545,75.05,115.69,60.71,87.61,71.815,107.23,269.67,351.79,9453.62,11216.54,253.7,342.955,106.09,171.145
2022-09-16,98.195,146.705,104.845,157.375,247.115,337.61,747.36,702.01,156.55,231.62,78.275,120.46,62.56,89.7,74.535,110.39,276.495,362.275,10223.38,12456.61,258.66,350.355,110.475,176.585
2022-09-19,99.36,148.02,110.635,164.32,242.01,332.165,747.26,701.955,155.12,228.235,78.64,120.855,64.08,91.39,76.375,112.51,277.005,363.12,10019.99,12152.05,255.835,347.075,110.74,176.86
2022-09-20,111.11,155.555,120.325,167.52,263.76,340.21,751.44,697.695,172.57,234.65,88.225,126.225,70.66,95.72,86.05,119.74,295.075,375.005,12229.93,14844.98,282.925,360.375,125.76,187.795
2022-09-21,116.995,162.175,121.035,168.22,263.185,348.415,733.535,689.51,173.085,244.23,90.885,133.095,73.41,98.695,91.185,125.46,288.06,368.685,12752.79,15548.17,285.41,373.28,130.145,192.89
2022-09-22,126.575,181.38,129.935,178.79,268.29,355.87,750.085,707.82,177.58,251.165,99.875,143.86,77.9,103.7,96.265,136.74,297.175,378.43,14885.53,22998.54,292.855,383.37,139.02,203.635
2022-09-23,136.05,192.25,133.49,184.615,283.79,372.645,778.405,729.12,190.72,266.715,108.77,151.6,84.87,111.265,103.985,145.54,320.0,396.375,4813.58,4519.74,310.79,402.67,150.425,216.94
2022-09-26,144.055,201.66,141.94,194.81,298.15,390.925,790.335,746.23,197.9,271.91,116.58,160.64,88.575,115.32,108.25,143.75,335.995,414.32,4949.32,4662.35,330.82,421.795,159.54,227.86
2022-09-27,142.775,199.725,148.975,201.17,315.49,407.05,802.38,743.65,206.53,281.355,113.455,156.765,84.78,111.055,104.295,137.895,343.44,427.88,5416.09,5170.94,345.81,437.065,156.125,228.09
2022-09-28,146.175,203.91,146.99,199.155,300.4,389.45,788.715,715.88,194.695,268.285,114.4,157.985,88.73,115.4,106.025,139.885,333.545,418.23,4942.94,4848.56,328.905,419.59,156.075,228.335
2022-09-29,154.265,213.21,159.145,211.955,313.845,403.995,790.71,715.835,199.125,275.34,124.415,169.415,91.81,118.75,113.7,148.27,352.05,435.935,5324.22,5244.46,339.235,430.58,165.46,239.615
2022-09-30,149.485,202.205,168.535,222.46,312.28,401.935,778.93,721.195,195.96,271.45,121.235,163.6,90.825,119.775,108.49,142.085,344.67,430.415,5275.88,5225.29,335.91,426.63,159.545,226.55
2022-10-03,143.67,195.96,162.275,215.21,289.12,377.46,773.19,707.68,182.89,256.11,118.05,160.9,88.425,117.23,105.65,139.13,335.97,420.125,5090.5,5033.19,321.075,408.91,156.775,223.72
2022-10-04,131.96,182.755,163.215,216.44,283.095,371.2,749.18,675.98,170.495,241.785,105.23,146.47,85.885,114.46,95.46,128.025,318.205,397.9,4900.82,4822.28,308.38,394.88,140.195,204.355
2022-10-05,137.855,189.435,155.885,208.585,289.57,380.355,765.1,688.63,173.55,248.72,110.6,152.58,89.21,118.105,98.085,130.905,332.65,413.075,4987.67,4911.4,312.96,401.12,149.5,215.365
2022-10-06,141.03,192.8,151.34,203.285,290.17,380.55,764.395,688.53,172.895,247.6,112.44,154.495,90.75,119.685,100.865,133.825,327.085,409.69,5032.72,4959.15,317.615,405.725,149.285,214.78
2022-10-07,144.925,197.14,154.425,206.665,300.675,391.975,771.015,694.495,184.325,260.99,117.22,159.865,92.02,121.03,103.695,136.9,333.195,416.025,5219.19,5153.86,336.245,425.7,157.62,224.485
2022-10-10,149.455,202.115,156.305,208.78,311.87,404.38,779.115,722.935,193.15,271.73,121.02,164.07,95.645,124.94,107.835,141.355,337.01,419.825,5219.19,5153.86,348.74,440.53,163.03,230.655
2022-10-11,154.55,207.875,165.185,217.725,299.65,390.675,774.45,716.685,186.405,263.91,123.37,166.735,99.445,129.085,112.63,146.595,338.275,426.255,5260.34,5196.48,340.79,432.085,167.185,235.545
2022-10-12,147.56,199.88,170.43,223.57,302.85,393.825,767.09,710.445,188.925,266.61,121.075,164.03,92.94,129.05,109.655,142.53,338.77,420.345,5180.2,4974.39,346.685,438.06,163.14,233.995
2022-10-13,148.635,201.15,166.52,219.15,304.27,395.525,763.48,711.215,190.395,268.44,119.835,160.5,93.545,129.765,113.24,146.435,348.84,433.18,5149.03,4937.63,347.185,438.735,163.205,234.165
2022-10-14,150.1,202.86,166.79,219.47,313.96,406.295,768.005,706.79,201.3,281.3,122.675,163.715,95.85,132.44,114.57,147.91,350.865,435.46,5328.04,5135.38,369.095,462.43,166.68,238.355
2022-10-17,148.0,200.325,166.76,219.325,307.185,398.48,751.5,688.48,195.97,274.82,120.2,160.845,94.0,130.225,115.19,148.46,343.37,423.59,5300.66,5102.15,365.89,458.545,162.515,233.215
2022-10-18,141.745,193.345,167.45,219.985,298.585,389.23,735.235,664.445,189.03,266.835,114.84,154.15,92.675,128.715,107.97,140.715,335.625,415.645,5132.6,5123.4,367.95,454.97,156.33,226.005
2022-10-19,142.735,194.32,161.0,212.895,300.51,390.965,736.175,664.535,191.025,267.835,117.65,157.185,93.52,129.63,110.135,142.985,340.95,420.87,5150.19,5140.8,378.3,465.435,156.915,226.52
2022-10-20,143.61,195.15,159.285,210.865,297.7,387.555,738.45,681.175,191.26,267.85,120.165,159.86,95.0,133.485,115.01,148.155,344.355,424.14,5180.17,5171.42,393.87,475.085,159.035,228.775
2022-10-21,150.53,202.83,165.915,218.13,288.765,379.295,738.22,681.445,185.585,261.07,123.96,165.72,92.915,130.985,120.35,153.82,347.935,427.73,5083.21,5073.28,393.005,474.145,160.44,230.245
2022-10-24,146.62,198.355,169.315,221.73,286.3,376.46,717.865,665.15,177.845,254.805,124.99,166.79,92.995,131.005,133.68,168.03,336.155,418.74,4819.06,4804.63,385.21,465.97,160.125,229.77
