tanggal,Yield_BRA_MAY_54,Yield_CHIL_JAN_54,Yield_COL_NOV_54,Yield_INDO_SEP_54,Yield_KSA_JAN_54,Yield_MEX_MAY_55,Yield_SOAF_NOV_54,Yield_US_CT_30Y,Spread_BRA_MAY_54,Spread_CHIL_JAN_54,Spread_COL_NOV_54,Spread_INDO_SEP_54,Spread_KSA_JAN_54,Spread_MEX_MAY_55,Spread_SOAF_NOV_54,Yield_BRA_JAN_56,Spread_BRA_JAN_56
2021-06-01,4.976,3.45,4.631,3.075,3.683,4.282,5.67,2.288,268.8,116.2,234.3,78.7,139.5,199.4,338.2,,
2021-06-02,4.937,3.428,4.62,3.075,3.689,4.265,5.651,2.274,266.3,115.4,234.6,80.1,141.5,199.1,337.7,,
2021-06-03,4.98,3.451,4.639,3.081,3.724,4.313,5.657,2.298,268.2,115.3,234.1,78.3,142.6,201.5,335.9,,
2021-06-04,4.934,3.427,4.563,3.111,3.687,4.271,5.644,2.233,270.1,119.4,233.0,87.8,145.4,203.8,341.1,,
2021-06-07,4.927,3.442,4.533,3.092,3.697,4.28,5.619,2.249,267.8,119.3,228.4,84.3,144.8,203.1,337.0,,
2021-06-08,4.902,3.422,4.465,3.076,3.659,4.246,5.606,2.218,268.4,120.4,224.7,85.8,144.1,202.8,338.8,,
2021-06-09,4.862,3.379,4.392,3.054,3.606,4.21,5.541,2.17,269.2,120.9,222.2,88.4,143.6,204.0,337.1,,
2021-06-10,4.833,3.361,4.343,3.045,3.589,4.186,5.538,2.129,270.4,123.2,221.4,91.6,146.0,205.7,340.9,,
2021-06-11,4.827,3.366,4.352,3.013,3.571,4.177,5.497,2.14,268.7,122.6,221.2,87.3,143.1,203.7,335.7,,
2021-06-14,4.884,3.413,4.436,3.024,3.6,4.223,5.511,2.184,270.0,122.9,225.2,84.0,141.6,203.9,332.7,,
2021-06-15,4.908,3.427,4.429,3.055,3.636,4.241,5.549,2.188,272.0,123.9,224.1,86.7,144.8,205.3,336.1,,
2021-06-16,4.916,3.436,4.481,3.066,3.656,4.254,5.555,2.209,270.7,122.7,227.2,85.7,144.7,204.5,334.6,,
2021-06-17,4.822,3.377,4.441,3.093,3.612,4.193,5.577,2.095,272.7,128.2,234.6,99.8,151.7,209.8,348.2,,
2021-06-18,4.787,3.318,4.45,3.026,3.53,4.123,5.543,2.015,277.2,130.3,243.5,101.1,151.5,210.8,352.8,,
2021-06-21,4.804,3.323,4.507,3.026,3.554,4.147,5.58,2.111,269.3,121.2,239.6,91.5,144.3,203.6,346.9,,
2021-06-22,4.827,3.316,4.513,3.08,3.524,4.164,5.635,2.088,273.9,122.8,242.5,99.2,143.6,207.6,354.7,,
2021-06-23,4.842,3.319,4.525,3.076,3.523,4.194,5.602,2.11,273.2,120.9,241.5,96.6,141.3,208.4,349.2,,
2021-06-24,4.846,3.291,4.501,3.074,3.536,4.205,5.607,2.1,274.6,119.1,240.1,97.4,143.6,210.5,350.7,,
2021-06-25,4.877,3.3,4.485,3.07,3.544,4.22,5.565,2.15,272.7,115.0,233.5,92.0,139.4,207.0,341.5,,
2021-06-28,4.854,3.271,4.425,3.099,3.528,4.193,5.554,2.097,275.7,117.4,232.8,100.2,143.1,209.6,345.7,,
2021-06-29,4.89,3.262,4.429,3.086,3.514,4.184,5.575,2.085,280.5,117.7,234.4,100.1,142.9,209.9,349.0,,
2021-06-30,4.926,3.224,4.433,3.078,3.528,4.178,5.569,2.087,283.9,113.7,234.6,99.1,144.1,209.1,348.2,,
2021-07-01,4.968,3.238,4.459,3.078,3.511,4.185,5.626,2.062,290.6,117.6,239.7,101.6,144.9,212.3,356.4,,
2021-07-02,4.96,3.234,4.485,3.071,3.522,4.183,5.619,2.042,291.8,119.2,244.3,102.9,148.0,214.1,357.7,,
2021-07-05,4.96,3.234,4.485,3.071,3.522,4.183,5.61,2.042,291.8,119.2,244.3,102.9,148.0,214.1,356.8,,
2021-07-06,4.976,3.212,4.446,3.056,3.533,4.161,5.604,1.975,300.1,123.7,247.1,108.1,155.8,218.6,362.9,,
2021-07-07,4.954,3.169,4.4,3.024,3.516,4.124,5.545,1.939,301.5,123.0,246.1,108.5,157.7,218.5,360.6,,
2021-07-08,4.967,3.129,4.401,3.004,3.517,4.115,5.555,1.928,303.9,120.1,247.3,107.6,158.9,218.7,362.7,,
2021-07-09,4.983,3.189,4.459,3.026,3.546,4.156,5.559,1.99,299.3,119.9,246.9,103.6,155.6,216.6,356.9,,
2021-07-12,4.99,3.24,4.513,3.025,3.549,4.167,5.574,1.999,299.1,124.1,251.4,102.6,155.0,216.8,357.5,,
2021-07-13,5.008,3.262,4.589,3.03,3.581,4.199,5.661,2.048,296.0,121.4,254.1,98.2,153.3,215.1,361.3,,
2021-07-14,4.958,3.208,4.522,3.039,3.538,4.15,5.631,1.972,298.6,123.6,255.0,106.7,156.6,217.8,365.9,,
2021-07-15,4.945,3.16,4.459,2.995,3.522,4.106,5.593,1.922,302.3,123.8,253.7,107.3,160.0,218.4,367.1,,
2021-07-16,4.933,3.138,4.414,2.994,3.524,4.081,5.549,1.92,301.3,121.8,249.4,107.4,160.4,216.1,362.9,,
2021-07-19,4.947,3.095,4.35,2.989,3.5,4.03,5.6,1.821,312.6,127.4,252.9,116.8,167.9,220.9,377.9,,
2021-07-20,4.947,3.113,4.384,2.987,3.513,4.06,5.594,1.879,306.8,123.4,250.5,110.8,163.4,218.1,371.5,,
2021-07-21,4.973,3.198,4.465,3.097,3.515,4.125,5.624,1.94,303.3,125.8,252.5,115.7,157.5,218.5,368.4,,
2021-07-22,4.961,3.233,4.48,3.091,3.508,4.11,5.64,1.918,304.3,131.5,256.2,117.3,159.0,219.2,372.2,,
2021-07-23,4.951,3.263,4.505,3.088,3.492,4.105,5.663,1.917,303.4,134.6,258.8,117.1,157.5,218.8,374.6,,
2021-07-26,4.956,3.28,4.55,3.09,3.509,4.12,5.671,1.943,301.3,133.7,260.7,114.7,156.6,217.7,372.8,,
2021-07-27,4.988,3.256,4.592,3.128,3.486,4.143,5.68,1.895,309.3,136.1,269.7,123.3,159.1,224.8,378.5,,
2021-07-28,4.996,3.244,4.595,3.188,3.472,4.155,5.678,1.882,311.4,136.2,271.3,130.6,159.0,227.3,379.6,,
2021-07-29,4.984,3.224,4.572,3.146,3.504,4.156,5.614,1.921,306.3,130.3,265.1,122.5,158.3,223.5,369.3,,
2021-07-30,4.978,3.193,4.519,3.136,3.478,4.137,5.621,1.894,308.4,129.9,262.5,124.2,158.4,224.3,372.7,,
2021-08-02,4.974,3.114,4.471,3.132,3.462,4.118,5.585,1.851,312.3,126.3,262.0,128.1,161.1,226.7,373.4,,
2021-08-03,4.97,3.074,4.474,3.093,3.456,4.089,5.584,1.842,312.8,123.2,263.2,125.1,161.4,224.7,374.2,,
2021-08-04,4.963,3.063,4.488,3.063,3.444,4.079,5.573,1.84,312.3,122.3,264.8,122.3,160.4,223.9,373.3,,
2021-08-05,4.979,3.055,4.49,3.069,3.444,4.071,5.583,1.862,311.7,119.3,262.8,120.7,158.2,220.9,372.1,,
2021-08-06,5.046,3.121,4.541,3.109,3.492,4.134,5.64,1.947,309.9,117.4,259.4,116.2,154.5,218.7,369.3,,
2021-08-09,5.081,3.162,4.581,3.141,3.494,4.163,5.648,1.972,310.9,119.0,260.9,116.9,152.2,219.1,367.6,,
2021-08-10,5.1,3.203,4.631,3.154,3.504,4.177,5.66,2.0,310.0,120.3,263.1,115.4,150.4,217.7,366.0,,
2021-08-11,5.105,3.209,4.651,3.187,3.514,4.17,5.694,2.0,310.5,120.9,265.1,118.7,151.4,217.0,369.4,,
2021-08-12,5.103,3.208,4.652,3.151,3.501,4.165,5.69,2.01,309.3,119.8,264.2,114.1,149.1,215.5,368.0,,
2021-08-13,5.102,3.177,4.601,3.143,3.475,4.136,5.668,1.93,317.2,124.7,267.1,121.3,154.5,220.6,373.8,,
2021-08-16,5.104,3.146,4.59,3.087,3.487,4.135,5.651,1.929,317.5,121.7,266.1,115.8,155.8,220.6,372.2,,
2021-08-17,5.127,3.143,4.593,3.075,3.485,4.114,5.681,1.921,320.6,122.2,267.2,115.4,156.4,219.3,376.0,,
2021-08-18,5.176,3.119,4.592,3.085,3.458,4.095,5.716,1.898,327.8,122.1,269.4,118.7,156.0,219.7,381.8,,
2021-08-19,5.219,3.096,4.623,3.076,3.442,4.089,5.767,1.873,334.6,122.3,275.0,120.3,156.9,221.6,389.4,,
2021-08-20,5.222,3.088,4.631,3.085,3.441,4.087,5.78,1.871,335.1,121.7,276.0,121.4,157.0,221.6,390.9,,
2021-08-23,5.183,3.07,4.624,3.112,3.443,4.064,5.79,1.872,331.1,119.8,275.2,124.0,157.1,219.2,391.8,,
2021-08-24,5.212,3.072,4.609,3.114,3.46,4.084,5.741,1.918,329.4,115.4,269.1,119.6,154.2,216.6,382.3,,
2021-08-25,5.22,3.088,4.586,3.123,3.481,4.083,5.724,1.95,327.0,113.8,263.6,117.3,153.1,213.3,377.4,,
2021-08-26,5.213,3.109,4.572,3.137,3.496,4.07,5.763,1.948,326.5,116.1,262.4,118.9,154.8,212.2,381.5,,
2021-08-27,5.147,3.089,4.517,3.126,3.481,4.026,5.738,1.919,322.8,117.0,259.8,120.7,156.2,210.7,381.9,,
2021-08-30,5.056,3.075,4.476,3.094,3.468,3.986,5.738,1.898,315.8,117.7,257.8,119.6,157.0,208.8,384.0,,
2021-08-31,5.084,3.108,4.539,3.067,3.484,4.031,5.689,1.934,315.0,117.4,260.5,113.3,155.0,209.7,375.5,,
2021-09-01,5.09,3.121,4.515,3.083,3.469,4.032,5.67,1.914,317.6,120.7,260.1,116.9,155.5,211.8,375.6,,
2021-09-02,5.095,3.121,4.504,3.062,3.458,4.014,5.65,1.898,319.7,122.3,260.6,116.4,156.0,211.6,375.2,,
2021-09-03,5.132,3.143,4.532,3.055,3.481,4.037,5.649,1.944,318.8,119.9,258.8,111.1,153.7,209.3,370.5,,
2021-09-06,5.132,3.143,4.532,3.055,3.481,4.037,5.637,1.944,318.8,119.9,258.8,111.1,153.7,209.3,369.3,,
2021-09-07,5.179,3.174,4.566,3.076,3.524,4.072,5.67,1.988,319.1,118.6,257.8,108.8,153.6,208.4,368.2,,
2021-09-08,5.24,3.183,4.567,3.075,3.506,4.049,5.685,1.957,328.3,122.6,261.0,111.8,154.9,209.2,372.8,,
2021-09-09,5.203,3.17,4.556,3.064,3.483,4.033,5.682,1.899,330.4,127.1,265.7,116.5,158.4,213.4,378.3,,
2021-09-10,5.226,3.183,4.572,3.069,3.498,4.06,5.683,1.935,329.1,124.8,263.7,113.4,156.3,212.5,374.8,,
2021-09-13,5.235,3.197,4.6,3.087,3.487,4.078,5.684,1.905,333.0,129.2,269.5,118.2,158.2,217.3,377.9,,
2021-09-14,5.229,3.191,4.587,3.116,3.475,4.061,5.715,1.86,336.9,133.1,272.7,125.6,161.5,220.1,385.5,,
2021-09-15,5.201,3.174,4.571,3.112,3.443,4.043,5.739,1.86,334.1,131.4,271.1,125.2,158.3,218.3,387.9,,
2021-09-16,5.212,3.202,4.608,3.128,3.454,4.072,5.798,1.885,332.7,131.7,272.3,124.3,156.9,218.7,391.3,,
2021-09-17,5.235,3.226,4.641,3.147,3.454,4.091,5.82,1.901,333.4,132.5,274.0,124.6,155.3,219.0,391.9,,
2021-09-20,5.278,3.241,4.692,3.196,3.443,4.128,5.895,1.849,342.9,139.2,284.3,134.7,159.4,227.9,404.6,,
2021-09-21,5.259,3.22,4.69,3.218,3.441,4.127,5.862,1.857,340.2,136.3,283.3,136.1,158.4,227.0,400.5,,
2021-09-22,5.237,3.185,4.69,3.211,3.409,4.111,5.852,1.809,342.8,137.6,288.1,140.2,160.0,230.2,404.3,,
2021-09-23,5.329,3.259,4.755,3.165,3.51,4.176,5.849,1.941,338.8,131.8,281.4,122.4,156.9,223.5,390.8,,
2021-09-24,5.423,3.31,4.824,3.225,3.529,4.245,5.98,1.985,343.8,132.5,283.9,124.0,154.4,226.0,399.5,,
2021-09-27,5.441,3.336,4.887,3.245,3.53,4.285,6.036,1.996,344.5,134.0,289.1,124.9,153.4,228.9,404.0,,
2021-09-28,5.549,3.439,5.004,3.29,3.6,4.37,6.158,2.088,346.1,135.1,291.6,120.2,151.2,228.2,407.0,,
2021-09-29,5.507,3.458,4.99,3.344,3.567,4.366,6.063,2.062,344.5,139.6,292.8,128.2,150.5,230.4,400.1,,
2021-09-30,5.559,3.486,4.991,3.329,3.552,4.388,6.097,2.046,351.3,144.0,294.5,128.3,150.6,234.2,405.1,,
2021-10-01,5.544,3.463,4.954,3.31,3.567,4.372,6.158,2.03,351.4,143.3,292.4,128.0,153.7,234.2,412.8,,
2021-10-04,5.573,3.49,4.965,3.317,3.604,4.395,6.177,2.046,352.7,144.4,291.9,127.1,155.8,234.9,413.1,,
2021-10-05,5.601,3.504,4.967,3.375,3.653,4.401,6.213,2.097,350.4,140.7,287.0,127.8,155.6,230.4,411.6,,
2021-10-06,5.598,3.507,4.95,3.471,3.651,4.419,6.232,2.08,351.8,142.7,287.0,139.1,157.1,233.9,415.2,,
2021-10-07,5.578,3.529,4.924,3.407,3.661,4.434,6.141,2.127,345.1,140.2,279.7,128.0,153.4,230.7,401.4,,
2021-10-08,5.624,3.563,4.924,3.431,3.683,4.44,6.157,2.166,345.8,139.7,275.8,126.5,151.7,227.4,399.1,,
2021-10-11,5.624,3.563,4.924,3.431,3.683,4.44,6.185,2.166,345.8,139.7,275.8,126.5,151.7,227.4,401.9,,
2021-10-12,5.621,3.56,4.906,3.531,3.689,4.421,6.196,2.097,352.4,146.3,280.9,143.4,159.2,232.4,409.9,,
2021-10-13,5.56,3.519,4.854,3.428,3.654,4.363,6.135,2.03,353.0,148.9,282.4,139.8,162.4,233.3,410.5,,
2021-10-14,5.488,3.473,4.823,3.376,3.642,4.305,6.072,2.016,347.2,145.7,280.7,136.0,162.6,228.9,405.6,,
2021-10-15,5.517,3.51,4.874,3.245,3.658,4.308,6.08,2.043,347.4,146.7,283.1,120.2,161.5,226.5,403.7,,
2021-10-18,5.522,3.515,4.899,3.251,3.672,4.303,6.105,2.035,348.7,148.0,286.4,121.6,163.7,226.8,407.0,,
2021-10-19,5.64,3.539,4.916,3.202,3.676,4.317,6.087,2.086,355.4,145.3,283.0,111.6,159.0,223.1,400.1,,
2021-10-20,5.713,3.547,4.919,3.238,3.676,4.323,6.101,2.135,357.8,141.2,278.4,110.3,154.1,218.8,396.6,,
2021-10-21,5.839,3.563,4.93,3.267,3.675,4.342,6.113,2.149,369.0,141.4,278.1,111.8,152.6,219.3,396.4,,
2021-10-22,5.846,3.52,4.928,3.241,3.633,4.326,6.119,2.07,377.6,145.0,285.8,117.1,156.3,225.6,404.9,,
2021-10-25,5.713,3.507,4.934,3.202,3.655,4.328,6.127,2.083,363.0,142.4,285.1,111.9,157.2,224.5,404.4,,
2021-10-26,5.693,3.447,4.891,3.215,3.641,4.288,6.095,2.042,365.1,140.5,284.9,117.3,159.9,224.6,405.3,,
2021-10-27,5.608,3.33,4.832,3.212,3.605,4.215,6.052,1.952,365.6,137.8,288.0,126.0,165.3,226.3,410.0,,
2021-10-28,5.667,3.352,4.894,3.181,3.584,4.226,6.039,1.983,368.4,136.9,291.1,119.8,160.1,224.3,405.6,,
2021-10-29,5.776,3.4,4.926,3.197,3.551,4.239,6.072,1.934,384.2,146.6,299.2,126.3,161.7,230.5,413.8,,
2021-11-01,5.868,3.444,4.981,3.202,3.572,4.282,6.102,1.959,390.9,148.5,302.2,124.3,161.3,232.3,414.3,,
2021-11-02,5.874,3.436,5.007,3.268,3.582,4.295,6.064,1.96,391.4,147.6,304.7,130.8,162.2,233.5,410.4,,
2021-11-03,5.815,3.404,5.035,3.231,3.612,4.313,6.045,2.022,379.3,138.2,301.3,120.9,159.0,229.1,402.3,,
2021-11-04,5.703,3.341,5.005,3.225,3.539,4.282,5.973,1.964,373.9,137.7,304.1,126.1,157.5,231.8,400.9,,
2021-11-05,5.609,3.281,4.958,3.208,3.498,4.217,5.82,1.888,372.1,139.3,307.0,132.0,161.0,232.9,393.2,,
2021-11-08,5.594,3.237,4.968,3.15,3.46,4.203,5.729,1.883,371.1,135.4,308.5,126.7,157.7,232.0,384.6,,
2021-11-09,5.546,3.131,4.965,3.18,3.444,4.151,5.743,1.819,372.7,131.2,314.6,136.1,162.5,233.2,392.4,,
2021-11-10,5.597,3.248,5.06,3.184,3.482,4.197,5.812,1.902,369.5,134.6,315.8,128.2,158.0,229.5,391.0,,
2021-11-11,5.597,3.248,5.06,3.184,3.482,4.197,5.869,1.902,369.5,134.6,315.8,128.2,158.0,229.5,396.7,,
2021-11-12,5.624,3.279,5.118,3.243,3.524,4.239,5.89,1.933,369.1,134.6,318.5,131.0,159.1,230.6,395.7,,
2021-11-15,5.662,3.331,5.146,3.212,3.557,4.281,5.901,1.997,366.5,133.4,314.9,121.5,156.0,228.4,390.4,,
2021-11-16,5.662,3.337,5.174,3.261,3.576,4.305,5.991,2.03,363.2,130.7,314.4,123.1,154.6,227.5,396.1,,
2021-11-17,5.664,3.394,5.143,3.234,3.542,4.299,6.03,1.977,368.7,141.7,316.6,125.7,156.5,232.2,405.3,,
2021-11-18,5.659,3.405,5.152,3.194,3.545,4.285,6.023,1.97,368.9,143.5,318.2,122.4,157.5,231.5,405.3,,
2021-11-19,5.626,3.362,5.096,3.175,3.524,4.225,6.028,1.912,371.4,145.0,318.4,126.3,161.2,231.3,411.6,,
2021-11-22,5.702,3.341,5.15,3.157,3.538,4.266,6.08,1.963,373.9,137.8,318.7,119.4,157.5,230.3,411.7,,
2021-11-23,5.814,3.419,5.268,3.213,3.591,4.345,6.204,2.025,378.9,139.4,324.3,118.8,156.6,232.0,417.9,,
2021-11-24,5.816,3.398,5.329,3.241,3.569,4.366,6.226,1.961,385.5,143.7,336.8,128.0,160.8,240.5,426.5,,
2021-11-25,5.816,3.398,5.329,3.241,3.569,4.366,6.226,1.961,385.5,143.7,336.8,128.0,160.8,240.5,426.5,,
2021-11-26,5.896,3.43,5.42,3.245,3.568,4.406,6.394,1.825,407.1,160.5,359.5,142.0,174.3,258.1,456.9,,
2021-11-29,5.828,3.395,5.479,3.256,3.574,4.371,6.325,1.856,397.2,153.9,362.3,140.0,171.8,251.5,446.9,,
2021-11-30,5.773,3.305,5.409,3.243,3.544,4.315,6.292,1.793,398.0,151.2,361.6,145.0,175.1,252.2,449.9,,
2021-12-01,5.649,3.234,5.262,3.278,3.457,4.269,6.139,1.741,390.8,149.3,352.1,153.7,171.6,252.8,439.8,,
2021-12-02,5.527,3.187,5.154,3.232,3.455,4.22,6.046,1.764,376.3,142.3,339.0,146.8,169.1,245.6,428.2,,
2021-12-03,5.501,3.176,5.097,3.201,3.415,4.156,6.031,1.675,382.6,150.1,342.2,152.6,174.0,248.1,435.6,,
2021-12-06,5.519,3.207,5.147,3.135,3.483,4.166,6.06,1.771,374.8,143.6,337.6,136.4,171.2,239.5,428.9,,
2021-12-07,5.443,3.177,5.128,3.17,3.49,4.144,6.025,1.803,364.0,137.4,332.5,136.7,168.7,234.1,422.2,,
2021-12-08,5.456,3.197,5.134,3.108,3.5,4.142,5.977,1.894,356.2,130.3,324.0,121.4,160.6,224.8,408.3,,
2021-12-09,5.468,3.177,5.115,3.145,3.477,4.142,6.019,1.877,359.1,130.0,323.8,126.8,160.0,226.5,414.2,,
2021-12-10,5.48,3.175,5.163,3.134,3.476,4.149,6.046,1.88,360.0,129.5,328.3,125.4,159.6,226.9,416.6,,
2021-12-13,5.444,3.152,5.163,3.125,3.422,4.126,6.046,1.801,364.3,135.1,336.2,132.4,162.1,232.5,424.5,,
2021-12-14,5.484,3.168,5.214,3.1,3.432,4.138,6.046,1.829,365.5,133.9,338.5,127.1,160.3,230.9,421.7,,
2021-12-15,5.55,3.208,5.269,3.093,3.45,4.164,6.07,1.861,368.9,134.7,340.8,123.2,158.9,230.3,420.9,,
2021-12-16,5.556,3.223,5.258,3.11,3.428,4.151,6.046,1.854,370.2,136.9,340.4,125.6,157.4,229.7,419.2,,
2021-12-17,5.546,3.223,5.284,3.11,3.418,4.141,6.063,1.808,373.8,141.5,347.6,130.2,161.0,233.3,425.5,,
2021-12-20,5.617,3.304,5.364,3.098,3.445,4.172,6.107,1.852,376.5,145.2,351.2,124.6,159.3,232.0,425.5,,
2021-12-21,5.628,3.292,5.393,3.105,3.419,4.194,6.125,1.864,376.4,142.8,352.9,124.1,155.5,233.0,426.1,,
2021-12-22,5.607,3.284,5.398,3.112,3.438,4.177,6.09,1.851,375.6,143.3,354.7,126.1,158.7,232.6,423.9,,
2021-12-23,5.59,3.288,5.399,3.11,3.454,4.175,6.05,1.907,368.3,138.1,349.2,120.3,154.7,226.8,414.3,,
2021-12-24,5.59,3.288,5.399,3.11,3.454,4.175,6.05,1.907,368.3,138.1,349.2,120.3,154.7,226.8,414.3,,
2021-12-27,5.558,3.284,5.395,3.107,3.441,4.162,6.05,1.885,367.3,139.9,351.0,122.2,155.6,227.7,416.5,,
2021-12-28,5.522,3.272,5.392,3.11,3.457,4.16,6.05,1.902,362.0,137.0,349.0,120.8,155.5,225.8,414.8,,
2021-12-29,5.539,3.279,5.4,3.112,3.471,4.176,6.037,1.963,357.6,131.6,343.7,114.9,150.8,221.3,407.4,,
2021-12-30,5.526,3.272,5.384,3.114,3.445,4.168,6.028,1.918,360.8,135.4,346.6,119.6,152.7,225.0,411.0,,
2021-12-31,5.518,3.27,5.381,3.113,3.447,4.158,6.028,1.904,361.4,136.6,347.7,120.9,154.3,225.4,412.4,,
2022-01-03,5.57,3.32,5.436,3.11,3.533,4.224,6.028,2.026,354.4,129.4,341.0,108.4,150.7,219.8,400.2,,
2022-01-04,5.633,3.376,5.461,3.219,3.513,4.3,6.026,2.066,356.7,131.0,339.5,115.3,144.7,223.4,396.0,,
2022-01-05,5.723,3.455,5.491,3.224,3.589,4.398,6.013,2.097,362.6,135.8,339.4,112.7,149.2,230.1,391.6,,
2022-01-06,5.762,3.495,5.53,3.354,3.638,4.459,6.126,2.077,368.5,141.8,345.3,127.7,156.1,238.2,404.9,,
2022-01-07,5.762,3.495,5.53,3.337,3.638,4.459,6.126,2.073,368.9,142.2,345.7,126.4,156.5,238.6,405.3,,
2022-01-10,5.851,3.56,5.61,3.422,3.706,4.523,6.323,2.09,376.1,147.0,352.0,133.2,161.6,243.3,423.3,,
2022-01-11,5.809,3.583,5.604,3.339,3.679,4.476,6.258,2.063,374.6,152.0,354.1,127.6,161.6,241.3,419.5,,
2022-01-12,5.777,3.593,5.586,3.36,3.699,4.437,6.216,2.087,369.0,150.6,349.9,127.3,161.2,235.0,412.9,,
2022-01-13,5.802,3.594,5.562,3.409,3.668,4.426,6.276,2.045,375.7,154.9,351.7,136.4,162.3,238.1,423.1,,
2022-01-14,5.876,3.654,5.64,3.468,3.728,4.502,6.347,2.124,375.2,153.0,351.6,134.4,160.4,237.8,422.3,,
2022-01-17,5.88,3.65,5.64,3.47,3.73,4.5,6.44,2.12,376.0,153.0,352.0,135.0,161.0,238.0,432.0,,
2022-01-18,5.991,3.786,5.699,3.549,3.782,4.597,6.516,2.189,380.2,159.7,351.0,136.0,159.3,240.8,432.7,,
2022-01-19,5.88,3.76,5.65,3.57,3.79,4.56,6.49,2.18,370.0,158.0,347.0,139.0,161.0,238.0,431.0,,
2022-01-20,5.831,3.741,5.628,3.449,3.721,4.528,6.413,2.118,371.3,162.3,351.0,133.1,160.3,241.0,429.5,,
2022-01-21,5.803,3.674,5.645,3.402,3.685,4.488,6.396,2.074,372.9,160.0,357.1,132.8,161.1,241.4,432.2,,
2022-01-24,5.84,3.71,5.7,3.41,3.73,4.53,6.52,2.11,373.0,160.0,359.0,130.0,162.0,242.0,441.0,,
2022-01-25,5.855,3.733,5.755,3.469,3.733,4.544,6.513,2.114,374.1,161.9,364.1,135.5,161.9,243.0,439.9,,
2022-01-26,5.9,3.79,5.84,3.46,3.77,4.59,6.4,2.17,373.0,162.0,367.0,129.0,160.0,242.0,423.0,,
2022-01-27,5.872,3.802,5.842,3.529,3.74,4.595,6.356,2.094,377.8,170.8,374.8,143.5,164.6,250.1,426.2,,
2022-01-28,5.881,3.731,5.822,3.512,3.73,4.592,6.39,2.075,380.6,165.6,374.7,143.7,165.5,251.7,431.5,,
2022-01-31,5.892,3.707,5.822,3.496,3.741,4.603,6.376,2.109,378.3,159.8,371.3,138.7,163.2,249.4,426.7,,
2022-02-01,5.892,3.826,5.787,3.499,3.725,4.596,6.382,2.111,378.1,171.5,367.6,138.8,161.4,248.5,427.1,,
2022-02-02,5.8,3.806,5.692,3.505,3.747,4.551,6.364,2.109,369.1,169.7,358.3,139.6,163.8,244.2,425.5,,
2022-02-03,5.846,3.863,5.742,3.494,3.742,4.607,6.452,2.153,369.3,171.0,358.9,134.1,158.9,245.4,429.9,,
2022-02-04,5.939,3.973,5.828,3.508,3.792,4.704,6.575,2.212,372.7,176.1,361.6,129.6,158.0,249.2,436.3,,
2022-02-07,5.959,4.007,5.851,3.579,3.832,4.766,6.631,2.218,374.1,178.9,363.3,136.1,161.4,254.8,441.3,,
2022-02-08,5.969,4.061,5.837,3.584,3.912,4.811,6.671,2.259,371.0,180.2,357.8,132.5,165.3,255.2,441.2,,
2022-02-09,5.915,4.006,5.764,3.483,3.935,4.795,6.591,2.246,366.9,176.0,351.8,123.7,168.9,254.9,434.5,,
2022-02-10,6.001,4.085,5.831,3.442,3.987,4.92,6.64,2.31,369.1,177.5,352.1,113.2,167.7,261.0,433.0,,
2022-02-11,6.049,4.068,5.857,3.53,3.913,4.935,6.701,2.241,380.8,182.7,361.6,128.9,167.2,269.4,446.0,,
2022-02-14,6.073,4.083,5.913,3.571,3.966,4.99,6.787,2.287,378.6,179.6,362.6,128.4,167.9,270.3,450.0,,
2022-02-15,6.049,4.074,5.912,3.594,4.017,4.974,6.78,2.359,369.0,171.5,355.3,123.5,165.8,261.5,442.1,,
2022-02-16,6.039,4.06,5.93,3.574,3.995,4.947,6.746,2.347,369.2,171.3,358.3,122.7,164.8,260.0,439.9,,
2022-02-17,6.066,4.049,5.959,3.532,3.982,4.951,6.77,2.296,377.0,175.3,366.3,123.6,168.6,265.5,447.4,,
2022-02-18,6.075,4.049,5.971,3.526,3.97,4.95,6.781,2.244,383.1,180.5,372.7,128.2,172.6,270.6,453.7,,
2022-02-21,6.075,4.049,5.971,3.526,3.97,4.95,6.798,2.244,383.1,180.5,372.7,128.2,172.6,270.6,455.4,,
2022-02-22,6.13,4.135,6.053,3.507,3.981,4.98,6.793,2.239,389.1,189.6,381.4,126.8,174.2,274.1,455.4,,
2022-02-23,6.17,4.22,6.19,3.52,4.02,5.08,6.8,2.3,387.0,192.0,389.0,122.0,172.0,278.0,450.0,,
2022-02-24,6.09,4.2,6.124,3.593,4.026,5.033,6.979,2.28,381.0,192.0,384.4,131.3,174.6,275.3,469.9,,
2022-02-25,5.993,4.141,5.982,3.604,3.982,4.957,6.76,2.276,371.7,186.5,370.6,132.8,170.6,268.1,448.4,,
2022-02-28,5.962,4.088,5.91,3.634,3.947,4.908,6.841,2.164,379.8,192.4,374.6,147.0,178.3,274.4,467.7,,
2022-03-01,5.911,4.027,5.903,3.55,3.883,4.859,6.708,2.107,380.4,192.0,379.6,144.3,177.6,275.2,460.1,,
2022-03-02,5.953,4.222,6.026,3.524,3.931,4.974,6.681,2.251,370.2,197.1,377.5,127.3,168.0,272.3,443.0,,
2022-03-03,5.923,4.142,6.045,3.572,3.902,4.933,6.61,2.221,370.2,192.1,382.4,135.1,168.1,271.2,438.9,,
2022-03-04,5.976,4.17,6.147,3.581,3.916,4.965,6.722,2.158,381.8,201.2,398.9,142.3,175.8,280.7,456.4,,
