tanggal,Yield_BRA_MAY_54,Yield_CHIL_JAN_54,Yield_COL_NOV_54,Yield_INDO_SEP_54,Yield_KSA_JAN_54,Yield_MEX_MAY_55,Yield_SOAF_NOV_54,Yield_US_CT_30Y,Spread_BRA_MAY_54,Spread_CHIL_JAN_54,Spread_COL_NOV_54,Spread_INDO_SEP_54,Spread_KSA_JAN_54,Spread_MEX_MAY_55,Spread_SOAF_NOV_54,Yield_BRA_JAN_56,Spread_BRA_JAN_56
2018-09-17,6.935,4.115,5.017,4.973,5.118,5.016,6.733,3.129,380.6,98.6,188.8,184.4,198.9,188.7,360.4,,
2018-09-18,6.971,4.159,5.073,4.979,5.157,5.07,6.795,3.202,376.9,95.7,187.1,177.7,195.5,186.8,359.3,,
2018-09-19,6.937,4.185,5.089,5.03,5.15,5.074,6.788,3.21,372.7,97.5,187.9,182.0,194.0,186.4,357.8,,
2018-09-20,6.645,4.181,5.076,4.992,5.135,5.059,6.678,3.196,344.9,98.5,188.0,179.6,193.9,186.3,348.2,,
2018-09-21,6.423,4.171,5.051,4.905,5.122,5.048,6.672,3.2,322.3,97.1,185.1,170.5,192.2,184.8,347.2,,
2018-09-24,6.51,4.201,5.053,4.934,5.094,5.077,6.648,3.226,328.4,97.5,182.7,170.8,186.8,185.1,342.2,,
2018-09-25,6.56,4.191,5.07,4.944,5.083,5.088,6.663,3.226,333.4,96.5,184.4,171.8,185.7,186.2,343.7,,
2018-09-26,6.502,4.146,5.037,4.937,4.888,5.012,6.614,3.182,332.0,96.4,185.5,175.5,170.6,183.0,343.2,,
2018-09-27,6.448,4.139,4.979,4.887,4.877,4.971,6.518,3.184,326.4,95.5,179.5,170.3,169.3,178.7,333.4,,
2018-09-28,6.504,4.143,4.998,4.87,4.918,4.986,6.508,3.206,329.8,93.7,179.2,166.4,171.2,178.0,330.2,,
2018-10-01,6.556,4.164,5.026,4.894,4.927,5.01,6.513,3.235,332.1,92.9,179.1,165.9,169.2,177.5,327.8,,
2018-10-02,6.409,4.159,5.001,4.942,4.916,4.978,6.553,3.218,319.1,94.1,178.3,172.4,169.8,176.0,333.5,,
2018-10-03,6.397,4.214,5.099,4.94,4.969,5.041,6.559,3.336,306.1,87.8,176.3,160.4,163.3,170.5,322.3,,
2018-10-04,6.489,4.291,5.172,5.132,5.043,5.129,6.774,3.348,314.1,94.3,182.4,178.4,169.5,178.1,342.6,,
2018-10-05,6.491,4.339,5.204,5.129,5.095,5.169,6.819,3.405,308.6,93.4,179.9,172.4,169.0,176.4,341.4,,
2018-10-08,6.491,4.339,5.204,5.129,5.095,5.169,6.853,3.405,308.6,93.4,179.9,172.4,169.0,176.4,344.8,,
2018-10-09,6.323,4.335,5.184,5.21,5.154,5.138,6.907,3.369,295.4,96.6,181.5,184.1,178.5,176.9,353.8,,
2018-10-10,6.52,4.384,5.251,5.177,5.135,5.218,6.933,3.348,317.2,103.6,190.3,182.9,178.7,187.0,358.5,,
2018-10-11,6.426,4.356,5.221,5.199,5.202,5.194,6.938,3.324,310.2,103.2,189.7,187.5,187.8,187.0,361.4,,
2018-10-12,6.37,4.349,5.216,5.143,5.273,5.192,6.895,3.335,303.5,101.4,188.1,180.8,193.8,185.7,356.0,,
2018-10-15,6.353,4.351,5.249,5.147,5.275,5.203,6.848,3.337,301.6,101.4,191.2,181.0,193.8,186.6,351.1,,
2018-10-16,6.278,4.335,5.22,5.164,5.169,5.165,6.759,3.334,294.4,100.1,188.6,183.0,183.5,183.1,342.5,,
2018-10-17,6.311,4.354,5.237,5.144,5.218,5.193,6.728,3.373,293.8,98.1,186.4,177.1,184.5,182.0,335.5,,
2018-10-18,6.388,4.392,5.295,5.172,5.324,5.264,6.748,3.365,302.3,102.7,193.0,180.7,195.9,189.9,338.3,,
2018-10-19,6.382,4.414,5.323,5.22,5.356,5.309,6.757,3.377,300.5,103.7,194.6,184.3,197.9,193.2,338.0,,
2018-10-22,6.368,4.415,5.364,5.272,5.365,5.382,6.751,3.389,297.9,102.6,197.5,188.3,197.6,199.3,336.2,,
2018-10-23,6.354,4.396,5.329,5.29,5.327,5.367,6.781,3.368,298.6,102.8,196.1,192.2,195.9,199.9,341.3,,
2018-10-24,6.43,4.393,5.324,5.28,5.293,5.359,6.832,3.331,309.9,106.2,199.3,194.9,196.2,202.8,350.1,,
2018-10-25,6.407,4.388,5.288,5.306,5.273,5.35,6.923,3.344,306.3,104.4,194.4,196.2,192.9,200.6,357.9,,
2018-10-26,6.35,4.389,5.301,5.296,5.21,5.351,7.008,3.311,303.9,107.8,199.0,198.5,189.9,204.0,369.7,,
2018-10-29,6.369,4.394,5.347,5.295,5.223,5.46,6.957,3.331,303.8,106.3,201.6,196.4,189.2,212.9,362.6,,
2018-10-30,6.325,4.405,5.346,5.298,5.231,5.474,6.997,3.365,296.0,104.0,198.1,193.3,186.6,210.9,363.2,,
2018-10-31,6.347,4.432,5.361,5.296,5.247,5.487,7.092,3.391,295.6,104.1,197.0,190.5,185.6,209.6,370.1,,
2018-11-01,6.282,4.437,5.35,5.358,5.248,5.456,7.038,3.377,290.5,106.0,197.3,198.1,187.1,207.9,366.1,,
2018-11-02,6.263,4.455,5.367,5.264,5.284,5.473,7.006,3.455,280.8,100.0,191.2,180.9,182.9,201.8,355.1,,
2018-11-05,6.255,4.458,5.373,5.292,5.278,5.453,6.993,3.429,282.6,102.9,194.4,186.3,184.9,202.4,356.4,,
2018-11-06,6.278,4.462,5.386,5.252,5.293,5.444,6.968,3.444,283.4,101.8,194.2,180.8,184.9,200.0,352.4,,
2018-11-07,6.279,4.445,5.376,5.265,5.28,5.424,6.881,3.442,283.7,100.3,193.4,182.3,183.8,198.2,343.9,,
2018-11-08,6.331,4.459,5.414,5.243,5.273,5.493,6.919,3.434,289.7,102.5,198.0,180.9,183.9,205.9,348.5,,
2018-11-09,6.32,4.464,5.423,5.255,5.269,5.498,6.943,3.385,293.5,107.9,203.8,187.0,188.4,211.3,355.8,,
2018-11-12,6.32,4.464,5.423,5.255,5.269,5.498,6.949,3.385,293.5,107.9,203.8,187.0,188.4,211.3,356.4,,
2018-11-13,6.341,4.477,5.457,5.272,5.331,5.592,6.966,3.36,298.1,111.7,209.7,191.2,197.1,223.2,360.6,,
2018-11-14,6.341,4.486,5.468,5.291,5.381,5.629,6.963,3.367,297.4,111.9,210.1,192.4,201.4,226.2,359.6,,
2018-11-15,6.326,4.494,5.502,5.309,5.398,5.652,6.985,3.36,296.6,113.4,214.2,194.9,203.8,229.2,362.5,,
2018-11-16,6.303,4.491,5.47,5.318,5.322,5.571,7.04,3.317,298.6,117.4,215.3,200.1,200.5,225.4,372.3,,
2018-11-19,6.325,4.517,5.509,5.332,5.324,5.589,7.079,3.322,300.3,119.5,218.7,201.0,200.2,226.7,375.7,,
2018-11-20,6.374,4.552,5.545,5.37,5.379,5.659,7.155,3.315,305.9,123.7,223.0,205.5,206.4,234.4,384.0,,
2018-11-21,6.367,4.532,5.528,5.372,5.351,5.616,7.086,3.317,305.0,121.5,221.1,205.5,203.4,229.9,376.9,,
2018-11-22,6.367,4.532,5.528,5.372,5.351,5.616,7.084,3.317,305.0,121.5,221.1,205.5,203.4,229.9,376.7,,
2018-11-23,6.383,4.537,5.535,5.334,5.42,5.62,7.092,3.303,308.0,123.4,223.2,203.1,211.7,231.7,378.9,,
2018-11-26,6.431,4.527,5.575,5.293,5.419,5.637,7.086,3.312,311.9,121.5,226.3,198.1,210.7,232.5,377.4,,
2018-11-27,6.463,4.522,5.589,5.289,5.4,5.654,7.095,3.32,314.3,120.2,226.9,196.9,208.0,233.4,377.5,,
2018-11-28,6.406,4.458,5.508,5.282,5.365,5.582,7.077,3.346,306.0,111.2,216.2,193.6,201.9,223.6,373.1,,
2018-11-29,6.381,4.429,5.473,5.215,5.247,5.553,6.938,3.325,305.6,110.4,214.8,189.0,192.2,222.8,361.3,,
2018-11-30,6.345,4.423,5.455,5.206,5.224,5.548,6.95,3.291,305.4,113.2,216.4,191.5,193.3,225.7,365.9,,
2018-12-03,6.295,4.396,5.398,5.191,5.185,5.52,6.82,3.254,304.1,114.2,214.4,193.7,193.1,226.6,356.6,,
2018-12-04,6.286,4.39,5.382,5.19,5.176,5.55,6.79,3.173,311.3,121.7,220.9,201.7,200.3,237.7,361.7,,
2018-12-05,6.286,4.39,5.382,5.19,5.176,5.55,6.802,3.173,311.3,121.7,220.9,201.7,200.3,237.7,362.9,,
2018-12-06,6.255,4.378,5.353,5.155,5.25,5.469,6.841,3.163,309.2,121.5,219.0,199.2,208.7,230.6,367.8,,
2018-12-07,6.225,4.362,5.308,5.149,5.191,5.421,6.817,3.141,308.4,122.1,216.7,200.8,205.0,228.0,367.6,,
2018-12-10,6.215,4.357,5.28,5.151,5.183,5.414,6.81,3.13,308.5,122.7,215.0,202.1,205.3,228.4,368.0,,
2018-12-11,6.166,4.338,5.24,5.377,5.191,5.38,6.786,3.127,303.9,121.1,211.3,225.0,206.4,225.3,365.9,,
2018-12-12,6.1,4.332,5.209,5.336,5.185,5.372,6.785,3.15,295.0,118.2,205.9,218.6,203.5,222.2,363.5,,
2018-12-13,6.073,4.303,5.202,5.24,5.132,5.359,6.776,3.17,290.3,113.3,203.2,207.0,196.2,218.9,360.6,,
2018-12-14,6.068,4.298,5.205,5.239,5.103,5.355,6.767,3.145,292.3,115.3,206.0,209.4,195.8,221.0,362.2,,
2018-12-17,6.027,4.279,5.189,5.197,5.087,5.311,6.78,3.114,291.3,116.5,207.5,208.3,197.3,219.7,366.6,,
2018-12-18,6.043,4.267,5.215,5.151,5.083,5.307,6.773,3.069,297.4,119.8,214.6,208.2,201.4,223.8,370.4,,
2018-12-19,6.025,4.242,5.219,5.136,5.12,5.302,6.722,2.981,304.4,126.1,223.8,215.5,213.9,232.1,374.1,,
2018-12-20,6.042,4.268,5.266,5.129,5.238,5.334,6.706,3.049,299.3,121.9,221.7,208.0,218.9,228.5,365.7,,
2018-12-21,6.056,4.259,5.322,5.156,5.206,5.362,6.69,3.031,302.5,122.8,229.1,212.5,217.5,233.1,365.9,,
2018-12-24,6.064,4.256,5.331,5.16,5.196,5.363,6.69,2.995,306.9,126.1,233.6,216.5,220.1,236.8,369.5,,
2018-12-25,6.064,4.256,5.331,5.16,5.196,5.363,6.69,2.995,306.9,126.1,233.6,216.5,220.1,236.8,369.5,,
2018-12-26,6.055,4.266,5.333,5.154,5.258,5.375,6.69,3.066,298.9,120.0,226.7,208.8,219.2,230.9,362.4,,
2018-12-27,6.043,4.265,5.325,5.156,5.247,5.379,6.686,3.057,298.6,120.8,226.8,209.9,219.0,232.2,362.9,,
2018-12-28,6.03,4.261,5.326,5.156,5.207,5.351,6.686,3.023,300.7,123.8,230.3,213.3,218.4,232.8,366.3,,
2018-12-31,6.025,4.262,5.322,5.143,5.211,5.347,6.686,3.015,301.0,124.7,230.7,212.8,219.6,233.2,367.1,,
2019-01-01,6.025,4.262,5.322,5.143,5.211,5.347,6.686,3.015,301.0,124.7,230.7,212.8,219.6,233.2,367.1,,
2019-01-02,5.979,4.256,5.302,5.121,5.189,5.333,6.696,2.952,302.7,130.4,235.0,216.9,223.7,238.1,374.4,,
2019-01-03,5.944,4.224,5.221,5.085,5.166,5.254,6.61,2.903,304.1,132.1,231.8,218.2,226.3,235.1,370.7,,
2019-01-04,5.915,4.183,5.138,5.027,5.157,5.168,6.448,2.982,293.3,120.1,215.6,204.5,217.5,218.6,346.6,,
2019-01-07,5.856,4.144,5.063,4.993,5.106,5.093,6.369,2.989,286.7,115.5,207.4,200.4,211.7,210.4,338.0,,
2019-01-08,5.868,4.145,5.062,4.946,5.089,5.107,6.412,3.007,286.1,113.8,205.5,193.9,208.2,210.0,340.5,,
2019-01-09,5.842,4.137,5.04,4.874,5.122,5.111,6.391,3.004,283.8,113.3,203.6,187.0,211.8,210.7,338.7,,
2019-01-10,5.911,4.146,5.047,4.921,5.191,5.172,6.419,3.063,284.8,108.3,198.4,185.8,212.8,210.9,335.6,,
2019-01-11,5.914,4.146,5.044,4.931,5.173,5.168,6.406,3.034,288.0,111.2,201.0,189.7,213.9,213.4,337.2,,
2019-01-14,5.926,4.146,5.037,4.946,5.283,5.142,6.455,3.053,287.3,109.3,198.4,189.3,223.0,208.9,340.2,,
2019-01-15,5.93,4.148,5.051,4.946,5.267,5.14,6.431,3.074,285.6,107.4,197.7,187.2,219.3,206.6,335.7,,
2019-01-16,5.917,4.133,5.06,4.913,5.24,5.168,6.448,3.071,284.6,106.2,198.9,184.2,216.9,209.7,337.7,,
2019-01-17,5.92,4.128,5.069,4.928,5.259,5.181,6.496,3.075,284.5,105.3,199.4,185.3,218.4,210.6,342.1,,
2019-01-18,5.867,4.132,5.071,4.94,5.245,5.194,6.499,3.098,276.9,103.4,197.3,184.2,214.7,209.6,340.1,,
2019-01-21,5.867,4.132,5.071,4.94,5.245,5.194,6.501,3.098,276.9,103.4,197.3,184.2,214.7,209.6,340.3,,
2019-01-22,5.888,4.127,5.081,4.959,5.213,5.219,6.522,3.06,282.8,106.7,202.1,189.9,215.3,215.9,346.2,,
2019-01-23,5.862,4.113,5.096,4.962,5.198,5.215,6.476,3.062,280.0,105.1,203.4,190.0,213.6,215.3,341.4,,
2019-01-24,5.826,4.106,5.062,4.933,5.18,5.181,6.395,3.034,279.2,107.2,202.8,189.9,214.6,214.7,336.1,,
2019-01-25,5.777,4.068,5.125,4.911,5.187,5.165,6.344,3.067,271.0,100.1,205.8,184.4,212.0,209.8,327.7,,
2019-01-28,5.779,4.074,5.137,4.945,5.247,5.149,6.389,3.067,271.2,100.7,207.0,187.8,218.0,208.2,332.2,,
2019-01-29,5.792,4.074,5.135,4.979,5.199,5.144,6.388,3.041,275.1,103.3,209.4,193.8,215.8,210.3,334.7,,
2019-01-30,5.741,4.054,5.088,4.942,5.183,5.144,6.368,3.033,270.8,102.1,205.5,190.9,215.0,211.1,333.5,,
2019-01-31,5.658,4.011,4.98,4.841,5.077,5.083,6.171,2.996,266.2,101.5,198.4,184.5,208.1,208.7,317.5,,
2019-02-01,5.68,4.017,4.98,4.839,5.091,5.089,6.128,3.026,265.4,99.1,195.4,181.3,206.5,206.3,310.2,,
2019-02-04,5.674,4.007,4.965,4.862,5.061,5.085,6.146,3.055,261.9,95.2,191.0,180.7,200.6,203.0,309.1,,
2019-02-05,5.646,3.999,4.948,4.87,4.98,5.066,6.084,3.032,261.4,96.7,191.6,183.8,194.8,203.4,305.2,,
2019-02-06,5.704,3.999,4.977,4.85,4.997,5.081,6.125,3.034,267.0,96.5,194.3,181.6,196.3,204.7,309.1,,
2019-02-07,5.732,4.001,5.006,4.846,5.015,5.103,6.201,3.002,273.0,99.9,200.4,184.4,201.3,210.1,319.9,,
2019-02-08,5.746,4.001,5.011,4.886,5.032,5.133,6.255,2.981,276.5,102.0,203.0,190.5,205.1,215.2,327.4,,
2019-02-11,5.773,4.012,5.042,4.916,5.036,5.166,6.297,2.992,278.1,102.0,205.0,192.4,204.4,217.4,330.5,,
2019-02-12,5.752,4.016,5.039,4.926,5.024,5.163,6.265,3.025,272.7,99.1,201.4,190.1,199.9,213.8,324.0,,
2019-02-13,5.754,4.011,5.028,4.882,5.034,5.164,6.26,3.032,272.2,97.9,199.6,185.0,200.2,213.2,322.8,,
2019-02-14,5.719,4.002,5.039,4.888,5.005,5.138,6.311,2.998,272.1,100.4,204.1,189.0,200.7,214.0,331.3,,
2019-02-15,5.707,4.003,5.033,4.921,5.018,5.133,6.241,2.994,271.3,100.9,203.9,192.7,202.4,213.9,324.7,,
2019-02-18,5.707,4.003,5.033,4.921,5.018,5.133,6.215,2.994,271.3,100.9,203.9,192.7,202.4,213.9,322.1,,
2019-02-19,5.705,3.999,5.017,4.891,5.022,5.111,6.198,2.979,272.6,102.0,203.8,191.2,204.3,213.2,321.9,,
2019-02-20,5.72,4.002,5.01,4.896,5.023,5.109,6.195,2.996,272.4,100.6,201.4,190.0,202.7,211.3,319.9,,
2019-02-21,5.771,4.022,5.041,4.912,5.04,5.147,6.202,3.05,272.1,97.2,199.1,186.2,199.0,209.7,315.2,,
2019-02-22,5.725,4.002,5.008,4.938,5.024,5.114,6.175,3.017,270.8,98.5,199.1,192.1,200.7,209.7,315.8,,
2019-02-25,5.736,4.007,5.017,4.891,4.982,5.143,6.141,3.027,270.9,98.0,199.0,186.4,195.5,211.6,311.4,,
2019-02-26,5.708,4.001,5.001,4.882,4.959,5.093,6.106,3.006,270.2,99.5,199.5,187.6,195.3,208.7,310.0,,
2019-02-27,5.73,4.008,5.005,4.882,4.953,5.076,6.118,3.066,266.4,94.2,193.9,181.6,188.7,201.0,305.2,,
2019-02-28,5.747,4.02,5.032,4.895,4.943,5.088,6.126,3.081,266.6,93.9,195.1,181.4,186.2,200.7,304.5,,
2019-03-01,5.777,4.043,5.056,4.901,4.981,5.094,6.178,3.124,265.3,91.9,193.2,177.7,185.7,197.0,305.4,,
2019-03-04,5.782,4.03,5.054,4.903,5.019,5.1,6.21,3.09,269.2,94.0,196.4,181.3,192.9,201.0,312.0,,
2019-03-05,5.81,4.028,5.054,4.915,5.081,5.097,6.243,3.082,272.8,94.6,197.2,183.3,199.9,201.5,316.1,,
2019-03-06,5.822,4.02,5.036,4.921,5.043,5.105,6.223,3.072,275.0,94.8,196.4,184.9,197.1,203.3,315.1,,
2019-03-07,5.811,4.014,5.037,4.913,5.057,5.11,6.239,3.027,278.4,98.7,201.0,188.6,203.0,208.3,321.2,,
2019-03-08,5.817,4.007,5.038,4.915,5.075,5.095,6.298,3.012,280.5,99.5,202.6,190.3,206.3,208.3,328.6,,
2019-03-11,5.768,4.003,5.013,4.917,5.072,5.083,6.27,3.027,274.1,97.6,198.6,189.0,204.5,205.6,324.3,,
2019-03-12,5.753,3.982,4.99,4.908,5.037,5.023,6.239,2.992,276.1,99.0,199.8,191.6,204.5,203.1,324.7,,
2019-03-13,5.787,3.964,4.998,4.877,5.039,5.016,6.233,3.017,277.0,94.7,198.1,186.0,202.2,199.9,321.6,,
2019-03-14,5.802,3.96,5.0,4.884,5.044,5.021,6.275,3.046,275.6,91.4,195.4,183.8,199.8,197.5,322.9,,
2019-03-15,5.765,3.934,4.975,4.877,5.015,5.018,6.265,3.012,275.3,92.2,196.3,186.5,200.3,200.6,325.3,,
2019-03-18,5.728,3.917,4.955,4.825,5.012,5.003,6.242,3.018,271.0,89.9,193.7,180.7,199.4,198.5,322.4,,
2019-03-19,5.69,3.892,4.953,4.803,4.979,4.997,6.251,3.023,266.7,86.9,193.0,178.0,195.6,197.4,322.8,,
2019-03-20,5.63,3.877,4.923,4.806,4.961,4.939,6.232,2.972,265.8,90.5,195.1,183.4,198.9,196.7,326.0,,
2019-03-21,5.637,3.866,4.876,4.728,4.854,4.858,6.167,2.967,267.0,89.9,190.9,176.1,188.7,189.1,320.0,,
2019-03-22,5.718,3.844,4.867,4.727,4.813,4.826,6.21,2.875,284.3,96.9,199.2,185.2,193.8,195.1,333.5,,
2019-03-25,5.707,3.836,4.855,4.746,4.81,4.813,6.245,2.862,284.5,97.4,199.3,188.4,194.8,195.1,338.3,,
2019-03-26,5.695,3.777,4.783,4.699,4.804,4.792,6.226,2.874,282.1,90.3,190.9,182.5,193.0,191.8,335.2,,
2019-03-27,5.774,3.764,4.757,4.649,4.773,4.78,6.263,2.811,296.3,95.3,194.6,183.8,196.2,196.9,345.2,,
2019-03-28,5.701,3.748,4.751,4.666,4.822,4.784,6.249,2.823,287.8,92.5,192.8,184.3,199.9,196.1,342.6,,
2019-03-29,5.65,3.747,4.734,4.659,4.816,4.798,6.147,2.815,283.5,93.2,191.9,184.4,200.1,198.3,333.2,,
2019-04-01,5.685,3.8,4.761,4.668,4.813,4.842,6.095,2.891,279.4,90.9,187.0,177.7,192.2,195.1,320.4,,
2019-04-02,5.725,3.805,4.791,4.676,4.717,4.861,6.101,2.878,284.7,92.7,191.3,179.8,183.9,198.3,322.3,,
2019-04-03,5.735,3.803,4.801,4.681,4.714,4.859,6.101,2.934,280.1,86.9,186.7,174.7,178.0,192.5,316.7,,
2019-04-04,5.743,3.786,4.794,4.676,4.698,4.86,6.113,2.92,282.3,86.6,187.4,175.6,177.8,194.0,319.3,,
2019-04-05,5.724,3.783,4.783,4.674,4.668,4.841,6.103,2.904,282.0,87.9,187.9,177.0,176.4,193.7,319.9,,
2019-04-08,5.735,3.789,4.789,4.667,4.638,4.845,6.103,2.928,280.7,86.1,186.1,173.9,171.0,191.7,317.5,,
2019-04-09,5.715,3.78,4.772,4.675,4.606,4.822,6.072,2.914,280.1,86.6,185.8,176.1,169.2,190.8,315.8,,
2019-04-10,5.722,3.784,4.771,4.654,4.662,4.825,6.094,2.893,282.9,89.1,187.8,176.1,176.9,193.2,320.1,,
2019-04-11,5.776,3.8,4.785,4.645,4.715,4.844,6.149,2.928,284.8,87.2,185.7,171.7,178.7,191.6,322.1,,
2019-04-12,5.806,3.816,4.8,4.657,4.77,4.868,6.155,2.978,282.8,83.8,182.2,167.9,179.2,189.0,317.7,,
2019-04-15,5.793,3.82,4.806,4.678,4.771,4.884,6.157,2.969,282.4,85.1,183.7,170.9,180.2,191.5,318.8,,
2019-04-16,5.79,3.83,4.818,4.666,4.802,4.894,6.151,2.993,279.7,83.7,182.5,167.3,180.9,190.1,315.8,,
2019-04-17,5.796,3.834,4.817,4.647,4.802,4.884,6.141,2.995,280.1,83.9,182.2,165.2,180.7,188.9,314.6,,
2019-04-18,5.799,3.833,4.811,4.617,4.754,4.87,6.182,2.961,283.8,87.2,185.0,165.6,179.3,190.9,322.1,,
2019-04-19,5.799,3.833,4.811,4.617,4.754,4.87,6.182,2.961,283.8,87.2,185.0,165.6,179.3,190.9,322.1,,
2019-04-22,5.8,3.833,4.81,4.619,4.777,4.874,6.182,2.992,280.8,84.1,181.8,162.7,178.5,188.2,319.0,,
2019-04-23,5.772,3.834,4.787,4.621,4.731,4.845,6.218,2.981,279.1,85.3,180.6,164.0,175.0,186.4,323.7,,
2019-04-24,5.773,3.824,4.776,4.592,4.688,4.826,6.234,2.935,283.8,88.9,184.1,165.7,175.3,189.1,329.9,,
2019-04-25,5.77,3.829,4.774,4.618,4.736,4.814,6.297,2.943,282.7,88.6,183.1,167.5,179.3,187.1,335.4,,
2019-04-26,5.744,3.816,4.755,4.609,4.697,4.785,6.281,2.924,282.0,89.2,183.1,168.5,177.3,186.1,335.7,,
2019-04-29,5.739,3.829,4.762,4.604,4.708,4.795,6.275,2.955,278.4,87.4,180.7,164.9,175.3,184.0,332.0,,
2019-04-30,5.74,3.832,4.756,4.613,4.696,4.789,6.273,2.929,281.1,90.3,182.7,168.4,176.7,186.0,334.4,,
2019-05-01,5.731,3.824,4.749,4.613,4.686,4.789,6.273,2.904,282.7,92.0,184.5,170.9,178.2,188.5,336.9,,
2019-05-02,5.754,3.831,4.784,4.614,4.722,4.817,6.248,2.93,282.4,90.1,185.4,168.4,179.2,188.7,331.8,,
2019-05-03,5.728,3.821,4.764,4.638,4.708,4.803,6.247,2.919,280.9,90.2,184.5,171.9,178.9,188.4,332.8,,
2019-05-06,5.704,3.807,4.76,4.629,4.692,4.798,6.247,2.889,281.5,91.8,187.1,174.0,180.3,190.9,335.8,,
2019-05-07,5.713,3.803,4.793,4.62,4.714,4.82,6.237,2.865,284.8,93.8,192.8,175.5,184.9,195.5,337.2,,
2019-05-08,5.695,3.798,4.802,4.639,4.726,4.823,6.238,2.894,280.1,90.4,190.8,174.5,183.2,192.9,334.4,,
2019-05-09,5.697,3.802,4.821,4.646,4.707,4.851,6.245,2.865,283.2,93.7,195.6,178.1,184.2,198.6,338.0,,
2019-05-10,5.685,3.798,4.822,4.622,4.73,4.856,6.197,2.888,279.7,91.0,193.4,173.4,184.2,196.8,330.9,,
2019-05-13,5.723,3.804,4.866,4.631,4.744,4.883,6.2,2.837,288.6,96.7,202.9,179.4,190.7,204.6,336.3,,
2019-05-14,5.706,3.804,4.81,4.663,4.776,4.851,6.223,2.849,285.7,95.5,196.1,181.4,192.7,200.2,337.4,,
2019-05-15,5.685,3.793,4.783,4.637,4.765,4.82,6.223,2.82,286.5,97.3,196.3,181.7,194.5,200.0,340.3,,
2019-05-16,5.721,3.79,4.774,4.613,4.763,4.802,6.218,2.834,288.7,95.6,194.0,177.9,192.9,196.8,338.4,,
2019-05-17,5.732,3.791,4.788,4.609,4.776,4.803,6.234,2.826,290.6,96.5,196.2,178.3,195.0,197.7,340.8,,
2019-05-20,5.726,3.79,4.818,4.61,4.801,4.787,6.228,2.838,288.8,95.2,198.0,177.2,196.3,194.9,339.0,,
2019-05-21,5.695,3.787,4.813,4.614,4.772,4.776,6.228,2.845,285.0,94.2,196.8,176.9,192.7,193.1,338.3,,
2019-05-22,5.681,3.775,4.816,4.618,4.733,4.781,6.185,2.808,287.3,96.7,200.8,181.0,192.5,197.3,337.7,,
2019-05-23,5.677,3.762,4.805,4.618,4.771,4.771,6.183,2.755,292.2,100.7,205.0,186.3,201.6,201.6,342.8,,
2019-05-24,5.684,3.757,4.788,4.613,4.733,4.765,6.099,2.752,293.2,100.5,203.6,186.1,198.1,201.3,334.7,,
2019-05-27,5.684,3.757,4.788,4.613,4.733,4.765,6.099,2.752,293.2,100.5,203.6,186.1,198.1,201.3,334.7,,
2019-05-28,5.669,3.718,4.786,4.597,4.683,4.75,6.059,2.705,296.4,101.3,208.1,189.2,197.8,204.5,335.4,,
2019-05-29,5.665,3.689,4.768,4.597,4.647,4.73,6.063,2.693,297.2,99.6,207.5,190.4,195.4,203.7,337.0,,
2019-05-30,5.645,3.669,4.75,4.602,4.616,4.709,6.074,2.64,300.5,102.9,211.0,196.2,197.6,206.9,343.4,,
2019-05-31,5.603,3.653,4.762,4.556,4.595,4.723,6.047,2.569,303.4,108.4,219.3,198.7,202.6,215.4,347.8,,
2019-06-03,5.554,3.633,4.703,4.553,4.583,4.702,6.025,2.532,302.2,110.1,217.1,202.1,205.1,217.0,349.3,,
2019-06-04,5.47,3.589,4.637,4.495,4.592,4.655,6.02,2.612,285.8,97.7,202.5,188.3,198.0,204.3,340.8,,
2019-06-05,5.437,3.581,4.629,4.407,4.536,4.648,5.993,2.647,279.0,93.4,198.2,176.0,188.9,200.1,334.6,,
2019-06-06,5.434,3.568,4.594,4.37,4.488,4.692,5.985,2.614,282.0,95.4,198.0,175.6,187.4,207.8,337.1,,
2019-06-07,5.37,3.52,4.558,4.369,4.443,4.692,5.982,2.573,279.7,94.7,198.5,179.6,187.0,211.9,340.9,,
2019-06-10,5.392,3.54,4.537,4.309,4.458,4.654,5.964,2.63,276.2,91.0,190.7,167.9,182.8,202.4,333.4,,
2019-06-11,5.368,3.521,4.5,4.337,4.47,4.626,5.985,2.615,275.3,90.6,188.5,172.2,185.5,201.1,337.0,,
2019-06-12,5.358,3.516,4.503,4.322,4.488,4.618,6.01,2.616,274.2,90.0,188.7,170.6,187.2,200.2,339.4,,
2019-06-13,5.344,3.517,4.514,4.329,4.521,4.6,6.032,2.601,274.3,91.6,191.3,172.8,192.0,199.9,343.1,,
2019-06-14,5.361,3.508,4.5,4.306,4.523,4.599,5.98,2.586,277.5,92.2,191.4,172.0,193.7,201.3,339.4,,
2019-06-17,5.376,3.496,4.494,4.329,4.55,4.586,5.958,2.583,279.3,91.3,191.1,174.6,196.7,200.3,337.5,,
2019-06-18,5.302,3.478,4.431,4.295,4.5,4.495,5.82,2.549,275.3,92.9,188.2,174.6,195.1,194.6,327.1,,
2019-06-19,5.259,3.483,4.408,4.235,4.468,4.454,5.784,2.536,272.3,94.7,187.2,169.9,193.2,191.8,324.8,,
2019-06-20,5.129,3.425,4.304,4.129,4.418,4.356,5.55,2.541,258.8,88.4,176.3,158.8,187.7,181.5,300.9,,
