Sum of PRICE,Column Labels,,,,
Row Labels,CDS 10Y,CDS 1Y,CDS 3Y,CDS 5Y,CDS 7Y
03/09/2024,119.505,20.34,42.805,70.055,92.82
04/09/2024,119.86,20.46,42.96,70.275,93.1
05/09/2024,119.86,20.39,42.91,70.225,93.06
06/09/2024,121.915,20.89,43.875,71.775,94.92
09/09/2024,120.285,20.56,43.15,70.555,93.44
10/09/2024,121.52,20.745,43.685,71.465,94.55
11/09/2024,122.92,21.11,44.335,72.51,95.795
12/09/2024,120.705,20.575,43.305,70.815,93.77
13/09/2024,117.78,19.98,41.985,68.635,91.13
16/09/2024,117.24,19.895,41.785,68.26,90.66
17/09/2024,115.945,19.535,41.14,67.24,89.46
18/09/2024,115.045,19.415,40.785,66.615,88.675
19/09/2024,112.355,18.775,39.56,64.615,86.26
20/09/2024,109.285,24.64,44.825,68.45,88.35
23/09/2024,111.395,25.265,45.925,70.095,90.325
24/09/2024,110.805,25.07,45.62,69.64,89.775
25/09/2024,109.855,24.84,45.155,68.91,88.905
26/09/2024,109.18,24.64,44.83,68.41,88.295
27/09/2024,109.285,24.695,44.905,68.495,88.39
30/09/2024,109.75,24.87,45.155,68.855,88.82
01/10/2024,111.49,25.34,46.04,70.215,90.43
02/10/2024,109.76,24.86,45.14,68.83,88.805
03/10/2024,110.17,24.975,45.385,69.2,89.215
04/10/2024,109.09,24.735,44.89,68.405,88.245
07/10/2024,109.27,24.85,45.07,68.62,88.46
08/10/2024,109.73,24.995,45.345,69.025,88.92
09/10/2024,109.95,25.07,45.46,69.185,89.11
10/10/2024,119.535,19.77,42.72,69.395,93.605
11/10/2024,119.34,19.955,42.695,69.12,93.285
14/10/2024,118.915,19.9,42.58,68.89,92.965
15/10/2024,117.775,19.61,42.04,68.045,91.935
16/10/2024,118.55,19.75,42.34,68.535,92.57
17/10/2024,117.84,19.59,42.025,68.015,91.93
18/10/2024,118.755,19.83,42.5,68.755,92.81
21/10/2024,118.76,19.84,42.54,68.79,92.83
22/10/2024,120.88,20.29,43.565,70.425,94.8
23/10/2024,121.295,20.4,43.775,70.745,95.185
24/10/2024,119.115,19.93,42.81,69.18,93.24
25/10/2024,118.625,19.855,42.59,68.805,92.78
28/10/2024,118.165,19.77,42.425,68.505,92.39
29/10/2024,117.865,19.68,42.295,68.3,92.135
30/10/2024,118.53,19.81,42.57,68.75,92.705
31/10/2024,119.87,20.105,43.23,69.785,93.945
01/11/2024,123.82,20.97,45.04,72.675,97.49
04/11/2024,123.55,20.96,44.995,72.56,97.32
05/11/2024,125.225,21.215,45.65,73.67,98.74
06/11/2024,123.465,20.865,44.845,72.345,97.12
07/11/2024,118.42,19.83,42.675,68.815,92.7
08/11/2024,119.17,20.01,42.995,69.305,93.325
11/11/2024,118.845,19.955,42.86,69.065,93.025
12/11/2024,120.94,20.32,43.78,70.575,94.905
13/11/2024,121.63,20.545,44.19,71.18,95.59
14/11/2024,121.71,20.56,44.26,71.29,95.7
15/11/2024,124.99,21.27,45.755,73.67,98.625
18/11/2024,125.5,21.405,46.025,74.075,99.115
19/11/2024,124.905,21.22,45.72,73.61,98.565
20/11/2024,124.94,21.265,45.765,73.655,98.605
21/11/2024,124.95,21.24,45.76,73.65,98.6
22/11/2024,125.77,21.47,46.18,74.285,99.36
25/11/2024,124.875,21.28,45.775,73.61,98.53
26/11/2024,125.855,21.395,46.135,74.25,99.36
27/11/2024,127.24,21.77,46.85,75.35,100.665
28/11/2024,127.29,21.77,46.86,75.365,100.695
29/11/2024,124.84,22.65,47.01,74.98,97.92
02/12/2024,124.065,22.435,46.58,74.29,97.14
03/12/2024,122.605,22.11,45.91,73.22,95.835
04/12/2024,121.935,22,45.645,72.765,95.265
05/12/2024,121.035,21.74,45.185,72.045,94.42
06/12/2024,120.82,21.745,45.11,71.9,94.235
09/12/2024,119.98,21.56,44.735,71.27,93.48
10/12/2024,120.555,21.695,45.03,71.745,94.025
11/12/2024,120.515,21.715,45.04,71.735,94
12/12/2024,120.325,21.65,44.98,71.63,93.86
13/12/2024,122.455,22.21,46.06,73.3,95.83
16/12/2024,122.195,22.195,46.025,73.185,95.655
17/12/2024,122.505,22.26,46.175,73.435,95.945
18/12/2024,124.335,22.71,47.07,74.83,97.6
19/12/2024,127.115,23.34,48.47,77.025,100.18
20/12/2024,127.305,23.455,48.635,77.24,100.4
23/12/2024,126.51,23.225,48.235,76.605,99.66
24/12/2024,126.48,23.235,48.28,76.665,99.695
25/12/2024,126.655,23.475,48.555,76.895,99.875
26/12/2024,127.2,23.435,48.63,77.16,100.315
27/12/2024,126.48,23.235,48.28,76.665,99.695
30/12/2024,127.81,23.605,49.005,77.705,100.915
31/12/2024,128.84,23.785,49.42,78.39,101.785
01/01/2025,130.12,24.365,50.25,79.435,102.92
02/01/2025,129.705,24.195,50.025,79.105,102.535
03/01/2025,128.73,24.005,49.575,78.355,101.645
06/01/2025,128.245,23.87,49.385,78.025,101.225
07/01/2025,126.87,23.565,48.775,77.05,100.035
08/01/2025,126.775,23.495,48.805,78.53,101.54
09/01/2025,126.815,23.505,48.82,80.005,102.99
10/01/2025,126.81,23.505,48.83,81.085,104.05
13/01/2025,126.83,23.51,48.83,82.755,105.69
14/01/2025,126.82,23.51,48.84,79.8,102.765
15/01/2025,126.8,23.5,48.805,78.08,101.09
16/01/2025,125.025,22.98,47.835,76.58,99.375
17/01/2025,126.255,23.295,48.43,77.52,100.495
20/01/2025,125.135,23.03,47.95,76.725,99.5
21/01/2025,122.715,22.425,46.745,74.8,97.26
22/01/2025,122.75,22.485,46.795,74.11,96.575
23/01/2025,122.79,22.495,46.8,74.524,96.815
24/01/2025,122.405,22.465,46.665,74.09,96.485
27/01/2025,125.315,23.1,48.09,76.325,99.145
28/01/2025,123.975,22.755,47.37,75.22,97.865
29/01/2025,125.385,23.1,48.065,76.3,99.15
30/01/2025,125.26,22.99,47.965,76.175,99.01
31/01/2025,125.925,23.19,48.325,76.7,99.625
03/02/2025,126.69,23.37,48.745,77.35,100.36
04/02/2025,125.58,23.085,48.215,76.515,99.37
05/02/2025,126.585,23.3,48.675,77.245,100.245
06/02/2025,125.36,22.925,48.005,76.21,99.055
07/02/2025,124.565,22.81,47.68,75.64,98.355
10/02/2025,124.945,22.93,47.955,76.025,98.77
11/02/2025,124.49,22.76,47.7,75.66,98.345
12/02/2025,124.49,22.795,47.805,74.755,97.435
13/02/2025,122.325,22.275,46.825,73.21,95.555
14/02/2025,118.81,21.515,45.105,70.48,92.325
17/02/2025,117.265,21.17,44.39,69.36,90.95
18/02/2025,116.23,20.83,43.81,68.485,89.955
19/02/2025,116.935,21.035,44.225,69.085,90.635
20/02/2025,117.695,21.16,44.585,69.66,91.325
21/02/2025,120.255,21.79,45.815,71.57,93.615
24/02/2025,120.31,21.795,45.795,73.925,95.93
25/02/2025,123.295,22.415,47.185,76.205,98.65
26/02/2025,121.395,21.94,46.195,74.64,96.835
27/02/2025,123.59,22.33,47.2,76.3,98.83
28/02/2025,127.38,24.085,50.85,79.115,102.31
03/03/2025,125.535,23.62,49.94,77.68,100.61
04/03/2025,127.415,24.03,50.835,79.08,102.295
05/03/2025,125.85,23.74,50.215,78.035,100.97
06/03/2025,125.31,23.565,49.895,77.565,100.435
07/03/2025,124.945,23.505,49.73,77.29,100.105
10/03/2025,125.995,23.75,50.31,78.145,101.09
11/03/2025,127.95,24.15,51.2,79.59,102.845
12/03/2025,127.55,24.11,51.1,79.38,102.545
13/03/2025,129.93,24.66,52.325,81.275,104.775
14/03/2025,131.39,25.025,53.08,82.435,106.135
17/03/2025,131.88,25.175,53.4,82.875,106.615
18/03/2025,135.11,25.9,55.03,85.425,109.62
19/03/2025,133.93,25.61,54.425,84.47,108.51
20/03/2025,132.285,34.64,61.61,89.93,111.58
21/03/2025,134.41,35.325,62.81,91.66,113.595
24/03/2025,134.59,35.29,62.79,92.43,114.185
25/03/2025,134.66,35.28,62.79,92.84,114.55
26/03/2025,133.86,35.05,62.355,92.185,113.795
27/03/2025,134.595,35.29,62.79,92.815,114.5
28/03/2025,135.445,35.585,63.295,93.555,115.335
31/03/2025,137.84,36.355,64.62,95.495,117.58
01/04/2025,138.095,36.235,64.45,95.29,117.55
02/04/2025,137.32,36.025,64.045,94.665,116.82
03/04/2025,144.68,38.29,68.09,100.695,123.775
04/04/2025,154.035,41.325,73.44,108.57,132.77
07/04/2025,174.755,48.135,85.48,126.28,152.83
08/04/2025,176.85,48.88,86.805,128.195,154.945
09/04/2025,176.72,48.975,86.925,128.275,154.95
10/04/2025,164.15,44.845,79.565,117.355,142.64
11/04/2025,161.055,43.91,77.88,114.85,139.735
14/04/2025,153.44,41.485,73.52,108.37,132.375
15/04/2025,151.78,40.855,72.47,106.895,130.735
16/04/2025,153.59,41.465,73.525,108.425,153.59
17/04/2025,152.765,41.185,72.99,107.65,131.635
18/04/2025,152.48,40.865,72.62,107.245,131.27
21/04/2025,152.23,40.845,72.64,107.09,131.06
22/04/2025,153.655,41.32,73.54,108.405,132.51
23/04/2025,146.35,38.975,69.325,102.175,125.44
24/04/2025,144.655,38.43,68.355,100.725,123.78
25/04/2025,138.88,36.58,65.03,95.825,118.22
28/04/2025,138.22,36.36,64.585,95.185,117.52
29/04/2025,138.275,36.345,64.62,95.245,117.59
30/04/2025,139.28,36.575,65.03,98.68,120.14
01/05/2025,138.325,36.305,64.5,97.86,119.21
02/05/2025,136.43,35.725,63.48,96.28,117.4
05/05/2025,136.455,35.77,63.57,96.345,117.445
06/05/2025,136.97,35.905,63.875,96.835,117.985
07/05/2025,133.62,34.83,61.95,93.915,114.695
08/05/2025,130.35,33.75,60.08,91.095,111.515
09/05/2025,129.535,33.565,59.71,90.475,110.775
12/05/2025,123.74,31.75,56.51,85.58,105.2
13/05/2025,122.585,31.41,55.92,84.67,104.145
14/05/2025,120.745,30.845,54.895,83.105,102.365
15/05/2025,122.485,31.39,55.91,84.635,104.075
16/05/2025,120.69,30.815,54.865,83.06,102.305
19/05/2025,121.78,31.165,55.54,84.06,103.415
20/05/2025,120.31,30.66,54.67,82.765,101.955
21/05/2025,120.775,30.845,54.98,83.205,102.44
22/05/2025,121.03,30.935,55.175,83.485,102.73
23/05/2025,121.345,31.045,55.34,83.725,103.015
26/05/2025,119.505,30.465,54.33,82.19,101.255
27/05/2025,117.51,29.795,53.2,80.49,99.33
28/05/2025,116.31,29.4,52.5,79.44,98.15
29/05/2025,127.385,29.005,51.82,78.42,101.315
30/05/2025,128.485,29.325,52.36,79.23,102.28
02/06/2025,117.51,29.795,53.2,80.49,99.33
03/06/2025,127.855,29.145,52.085,78.785,101.74
04/06/2025,126.85,28.885,51.625,78.07,100.865
05/06/2025,127.775,27.825,51.8,78.065,99.535
06/06/2025,126.32,27.46,52.505,76.98,100.845
09/06/2025,123.19,26.665,50.3,74.809,96.775
10/06/2025,121.4,26.125,49.35,73.912,95.135
11/06/2025,121.215,26.095,49.27,73.17,94.965
12/06/2025,123.045,26.58,50.19,74.54,96.6
13/06/2025,127.805,27.855,52.595,78.115,100.87
16/06/2025,126.09,27.4,51.735,76.81,99.315
17/06/2025,127.85,27.945,52.65,78.425,101.165
18/06/2025,129.81,28.505,53.66,79.91,102.93
19/06/2025,133.125,29.41,55.38,82.47,105.95
20/06/2025,132.635,29.26,55.13,82.09,105.5
23/06/2025,133.465,29.47,55.57,82.73,106.255
24/06/2025,127.835,27.855,52.605,78.34,101.09
25/06/2025,128.645,28.055,52.985,78.905,101.785
26/06/2025,128.84,28.095,53.09,79.06,101.965
27/06/2025,128.18,27.89,52.715,78.515,101.34
30/06/2025,128.465,27.705,50.715,77.475,101.085
01/07/2025,128.365,27.62,50.605,77.335,100.945
02/07/2025,127.285,27.355,50.11,76.55,99.985
03/07/2025,125.81,26.98,49.42,75.475,98.68
04/07/2025,124.515,26.64,48.83,74.555,97.555
07/07/2025,125.81,26.98,49.42,75.475,98.68
08/07/2025,125.095,26.735,49.12,75,98.085
09/07/2025,124.985,26.51,50.48,74.31,96.975
10/07/2025,124.68,26.35,50.245,73.995,96.64
11/07/2025,126.13,26.78,51.04,75.135,97.97
14/07/2025,126.135,26.79,51.11,75.2,98.02
15/07/2025,126.045,26.745,51.08,75.16,97.965
16/07/2025,125.85,26.74,51.035,75.06,97.83
17/07/2025,125.115,26.49,50.64,74.495,97.15
18/07/2025,120.11,24.96,46.4,72.51,94.85
21/07/2025,119.425,24.755,46.07,71.98,94.22
22/07/2025,119.55,24.735,46.09,72.04,94.305
23/07/2025,118.36,24.44,45.525,71.669,93.225
24/07/2025,118.035,24.32,45.365,70.9,92.935
25/07/2025,117.98,24.35,45.375,70.875,92.89
28/07/2025,117.29,24.155,45.07,70.375,92.28
29/07/2025,118.395,24.4,45.585,71.215,93.285
30/07/2025,120.455,24.905,46.54,72.72,95.11
31/07/2025,119.8,24.34,46.15,72.23,94.525
01/08/2025,123.015,25.195,47.745,74.695,97.46
04/08/2025,123.425,25.25,47.9,74.96,97.805
05/08/2025,122.25,24.89,47.25,73.975,96.67
