tanggal,CDS_CBIN_5Y,CDS_CBIN_10Y
2018-12-14,135.7,220.47
2018-12-17,134.8800049,210.5449982
2018-12-18,133.055,208.31
2018-12-19,133.5750122,208.9949951
2018-12-20,139.2399902,216.2050018
2018-12-21,141.015,218.355
2018-12-24,142.345,219.585
2018-12-25,142.8300018,220.0599976
2018-12-26,143.1950073,220.4400024
2018-12-27,138.7350006,214.7749939
2018-12-28,138.15,214.065
2018-12-31,137.54,214.0
2019-01-01,137.7649994,214.0149994
2019-01-02,142.2149963,219.519989
2019-01-03,142.835,220.83
2019-01-04,136.735,217.83
2019-01-07,134.52,214.74
2019-01-08,131.585,210.91
2019-01-09,126.245,204.015
2019-01-10,128.485,206.6
2019-01-11,127.78,205.665
2019-01-14,130.375,209.025
2019-01-15,127.11,204.815
2019-01-16,123.685,200.44
2019-01-17,125.695,202.99
2019-01-18,123.305,199.87
2019-01-21,122.34,198.17
2019-01-22,125.28,199.375
2019-01-23,123.25,196.86
2019-01-24,120.665,193.58
2019-01-25,116.575,188.42
2019-01-28,119.21,193.43
2019-01-29,118.92,193.055
2019-01-30,116.54,194.04
2019-01-31,110.765,186.515
2019-02-01,112.485,182.455
2019-02-04,112.12,181.84
2019-02-05,109.975,179.055
2019-02-06,111.115,180.515
2019-02-07,114.415,184.765
2019-02-08,116.44,187.37
2019-02-11,116.085,186.91
2019-02-12,114.27,184.27
2019-02-13,110.045,178.86
2019-02-14,111.58,180.775
2019-02-15,110.595,179.59
2019-02-18,111.325,180.455
2019-02-19,110.115,178.895
2019-02-20,108.785,177.22
2019-02-21,109.84,179.085
2019-02-22,108.89,177.79
2019-02-25,105.52,173.49
2019-02-26,106.36,174.535
2019-02-27,105.39,173.32
2019-02-28,103.88,178.29
2019-03-01,100.235,173.675
2019-03-04,97.485,169.845
2019-03-05,95.585,167.21
2019-03-06,96.97,169.67
2019-03-07,98.92,172.375
2019-03-08,104.33,184.395
2019-03-11,99.52,177.785
2019-03-12,97.39,174.79
2019-03-13,97.59,175.115
2019-03-14,97.06,174.375
2019-03-15,98.06,175.71
2019-03-18,95.385,172.015
2019-03-19,94.005,170.07
2019-03-20,105.3,184.425
2019-03-21,100.63,172.355
2019-03-22,104.24,177.26
2019-03-25,104.46,177.685
2019-03-26,100.535,172.375
2019-03-27,105.4,179.03
2019-03-28,106.29,180.28
2019-03-29,103.07,175.89
2019-04-01,101.31,173.405
2019-04-02,99.63,170.94
2019-04-03,95.89,165.845
2019-04-04,97.39,167.855
2019-04-05,100.31,168.65
2019-04-08,98.95,168.555
2019-04-09,98.545,169.94
2019-04-10,98.555,169.805
2019-04-11,98.745,170.105
2019-04-12,96.855,167.465
2019-04-15,95.03,164.815
2019-04-16,94.555,164.165
2019-04-17,90.045,157.85
2019-04-18,92.485,161.235
2019-04-19,92.28,160.725
2019-04-22,92.72,161.295
2019-04-23,92.375,161.915
2019-04-24,93.075,162.9
2019-04-25,97.485,169.065
2019-04-26,95.52,165.545
2019-04-29,93.825,163.215
2019-04-30,95.445,166.02
2019-05-01,94.9,165.28
2019-05-02,96.24,167.13
2019-05-03,95.995,166.725
2019-05-06,99.832,171.42
2019-05-07,103.08,177.56
2019-05-08,103.17,176.605
2019-05-09,106.46,181.035
2019-05-10,102.385,175.56
2019-05-13,109.32,184.88
2019-05-14,105.0,179.18
2019-05-15,107.13,183.2
2019-05-16,102.945,176.445
2019-05-17,104.95,179.11
2019-05-20,106.305,180.905
2019-05-21,104.075,179.68
2019-05-22,106.31,178.65
2019-05-23,109.525,183.005
2019-05-24,107.74,180.73
2019-05-27,107.805,180.75
2019-05-28,108.955,181.155
2019-05-29,114.12,188.025
2019-05-30,111.565,184.665
2019-05-31,115.32,187.0
2019-06-03,115.01,186.655
2019-06-04,110.885,181.385
2019-06-05,109.095,178.95
2019-06-06,106.315,175.295
2019-06-07,106.015,174.9
2019-06-10,100.585,167.855
2019-06-11,99.905,166.86
2019-06-12,101.735,169.26
2019-06-13,102.295,170.055
2019-06-14,103.265,171.325
2019-06-17,102.16,169.875
2019-06-18,97.78,164.14
2019-06-19,93.46,158.49
2019-06-20,89.23,152.885
2019-06-21,92.13,156.78
2019-06-24,91.58,155.915
2019-06-25,94.195,159.435
2019-06-26,91.87,156.395
2019-06-27,90.06,161.485
2019-06-28,90.305,162.915
2019-07-01,86.51,157.555
2019-07-02,86.325,157.245
2019-07-03,84.74,155.06
2019-07-04,84.67,155.025
2019-07-05,86.19,157.16
2019-07-08,88.48,160.24
2019-07-09,88.29,159.96
2019-07-10,86.14,156.905
2019-07-11,85.51,156.005
2019-07-12,85.06,155.19
2019-07-15,84.695,154.68
2019-07-16,85.09,156.36
2019-07-17,85.965,157.54
2019-07-18,86.58,158.505
2019-07-19,84.5,155.585
2019-07-22,84.9,156.085
2019-07-23,84.12,156.935
2019-07-24,82.915,155.14
2019-07-25,79.01,149.57
2019-07-26,78.0,148.075
2019-07-29,77.61,147.47
2019-07-30,78.995,147.17
2019-07-31,78.095,146.805
2019-08-01,81.53,153.385
2019-08-02,88.89,164.19
2019-08-05,99.655,179.445
2019-08-06,95.305,173.56
2019-08-07,98.07,177.495
2019-08-08,92.68,169.985
