tanggal,Malaysia,Mexico,Thailand,China,Indonesia,Philipina,India,South_Africa,Brazil,Turki,Argentina,USA,Chile,Colombia,German,Japan,Polandia,Portugal,Vietnam,Singapore,South_Korea,Ukraine,Australia,Hongkong,Shanghai,Indonesia_LQ45,SP_500,NASDAQ,FTSE,CAC_40
2024-07-12,1619.06,54953.11,1332.04,2971.295,7327.58,6648.23,80519.34,81686.49,128896.98,11064.85,1715610.0,40000.9,6550.02,1374.06,18748.18,41190.68,88693.82,4699.76,1280.75,3497.78,2857.0,507.03,7959.28,18293.38,3472.4,920.383,5615.35,18398.45,8252.91,7724.32
2024-07-15,1629.82,54311.99,1327.43,2974.011,7278.863,6689.37,80664.86,82154.07,129320.96,11064.85,1504984.0,40211.72,6566.38,1374.77,18590.89,41190.68,88603.27,4588.1,1279.82,3499.89,2860.92,507.03,8017.624,18015.94,3476.25,912.581,5631.22,18472.57,8182.96,7632.71
2024-07-16,1625.96,54368.0,1321.31,2976.304,7224.293,6667.09,80716.55,81124.08,129110.38,11139.34,1526268.0,40954.48,6566.38,1373.74,18518.03,41275.08,85965.15,4619.41,1281.18,3487.91,2866.09,507.03,7999.319,17727.98,3498.28,904.549,5667.2,18509.34,8164.9,7580.03
2024-07-17,1633.54,53744.78,1319.79,2962.855,7224.218,6687.71,80716.55,80452.58,129450.32,11134.08,1524496.0,41198.08,6568.77,1366.24,18437.3,41097.69,85141.13,4632.86,1268.66,3489.57,2843.29,507.03,8057.892,17739.41,3501.58,910.068,5588.27,17996.92,8187.46,7570.81
2024-07-18,1633.81,53043.0,1324.76,2977.133,7321.071,6705.01,81343.46,80334.26,127652.06,11139.46,1528791.0,40665.02,6576.7,1364.48,18354.76,40126.35,86413.16,4650.17,1274.44,3471.16,2824.35,507.03,8036.518,17778.41,3520.93,922.778,5544.59,17871.22,8204.89,7586.55
2024-07-19,1636.55,53678.52,1317.14,2982.309,7294.495,6791.69,80604.65,79922.67,127616.46,11156.2,1569019.0,40287.53,6558.68,1367.69,18171.93,40063.79,85852.44,4662.91,1264.78,3447.56,2795.46,507.03,7971.591,17417.68,3539.02,919.528,5505.0,17726.94,8155.72,7534.52
2024-07-22,1622.07,54006.92,1317.14,2964.216,7321.976,6712.05,80502.08,80492.09,127859.63,11172.75,1590407.0,40415.44,6600.64,1366.66,18407.07,39599.0,86091.21,4690.32,1254.64,3437.26,2763.51,507.03,7931.739,17635.88,3514.93,923.249,5564.41,18007.57,8198.78,7622.02
2024-07-23,1629.68,53707.74,1301.54,2915.368,7313.857,6753.12,80429.04,80706.44,126589.84,11089.53,1635674.0,40358.09,6551.36,1360.59,18557.7,39594.39,84908.55,4684.32,1231.81,3461.16,2774.29,507.03,7971.132,17469.36,3439.88,923.264,5555.74,17997.35,8167.37,7598.63
2024-07-24,1621.14,53168.41,1298.08,2901.952,7262.759,6753.12,80148.88,80595.14,126422.73,10991.57,1582113.0,39853.87,6513.85,1354.4,18387.46,39154.85,84486.13,4727.0,1238.47,3460.82,2758.71,507.03,7963.72,17311.05,3418.17,917.173,5427.13,17342.41,8153.69,7513.73
2024-07-25,1615.18,52931.87,1291.58,2886.742,7240.277,6670.27,80039.8,80678.2,125954.09,10871.48,1538280.0,39935.07,6441.01,1353.66,18298.72,37869.51,83934.36,4574.52,1233.19,3430.45,2710.65,507.03,7861.209,17004.97,3399.27,916.16,5399.22,17181.72,8186.35,7427.02
2024-07-26,1612.88,52819.58,1307.21,2890.897,7288.167,6726.01,81332.72,81120.51,127492.49,10891.42,1542022.0,40589.34,6432.16,1345.63,18417.55,37667.41,83712.63,4557.1,1242.11,3426.47,2731.9,507.03,7921.267,17021.31,3409.29,920.386,5459.1,17357.88,8285.71,7517.68
2024-07-29,1624.56,52515.79,1307.21,2891.845,7288.897,6649.23,81355.84,81011.65,126953.86,10733.75,1481242.0,40539.93,6486.19,1340.69,18320.67,38468.63,84110.95,4591.13,1246.6,3444.18,2765.53,507.03,7989.641,17238.34,3390.74,920.604,5463.54,17370.2,8292.35,7443.84
2024-07-30,1611.94,52325.42,1308.09,2879.3,7241.864,6606.36,81455.4,81198.64,126139.21,10691.68,1411953.0,40743.33,6466.13,1335.31,18411.18,38525.95,83212.14,4552.79,1245.06,3441.77,2738.19,507.03,7953.178,17002.91,3369.38,910.756,5436.44,17147.42,8274.41,7474.94
2024-07-31,1625.57,53093.96,1320.86,2938.749,7255.762,6619.09,81741.34,82765.12,127651.81,10638.58,1507785.0,40842.79,6440.56,1345.7,18508.65,39101.82,84345.7,4604.55,1251.51,3455.94,2770.69,507.03,8092.334,17344.6,3442.08,913.713,5522.3,17599.4,8367.98,7531.49
2024-08-01,1624.25,52417.48,1322.75,2932.387,7325.985,6693.83,81867.55,81868.82,127395.1,10798.09,1500217.0,40347.97,6418.15,1341.77,18083.05,38126.33,82920.89,4588.54,1226.96,3419.84,2777.68,507.03,8114.667,17304.96,3419.27,925.505,5446.68,17194.14,8283.36,7370.45
2024-08-02,1611.05,52242.38,1313.08,2905.337,7308.123,6605.3,80981.95,80538.57,125854.09,10473.47,1433350.0,39737.26,6315.46,1316.87,17661.22,35909.7,81648.83,4562.67,1236.6,3381.45,2676.19,507.03,7943.235,16945.51,3384.39,919.368,5346.56,16776.16,8174.71,7251.8
2024-08-05,1536.48,51776.48,1274.67,2860.698,7059.653,6434.73,78759.4,79577.61,125269.54,9893.41,1420523.0,38703.27,6098.87,1294.56,17339.0,31458.42,78915.84,4458.87,1188.07,3243.67,2441.55,507.03,7649.556,16698.36,3343.32,890.709,5186.33,16200.08,8008.23,7148.99
2024-08-06,1574.39,52399.63,1274.01,2867.284,7129.215,6433.24,78593.07,79430.05,126266.7,9881.23,1457571.0,38997.66,6178.55,1296.79,17354.32,34675.46,78266.44,4449.1,1210.28,3198.44,2522.15,507.03,7680.642,16647.34,3342.98,899.181,5240.03,16366.85,8026.69,7130.04
2024-08-07,1591.87,52680.9,1290.55,2869.834,7212.131,6535.17,79468.01,80364.86,127513.88,10024.31,1452161.0,38763.45,6192.69,1296.79,17615.15,35089.62,78971.56,4530.92,1215.88,3249.72,2568.41,507.03,7699.83,16877.86,3341.49,903.788,5199.5,16195.81,8166.88,7266.01
2024-08-08,1590.38,52876.55,1296.25,2869.901,7195.121,6549.27,78886.22,80739.31,128660.88,10098.5,1530366.0,39446.49,6293.62,1299.24,17680.4,34831.15,79736.49,4531.18,1208.32,3261.83,2556.73,507.03,7681.979,16891.83,3342.94,898.904,5319.31,16660.02,8144.97,7247.45
2024-08-09,1596.05,53051.54,1297.07,2862.194,7256.996,6647.8,79705.91,80739.31,130614.59,9907.38,1583895.0,39497.54,6320.96,1310.45,17722.88,35025.0,79603.18,4505.09,1223.64,3261.83,2588.43,507.03,7777.702,17090.23,3331.63,908.131,5344.16,16745.3,8168.1,7269.71
2024-08-12,1606.66,53040.35,1297.07,2858.205,7297.625,6613.36,79648.92,80560.78,131115.9,9828.56,1588905.0,39357.01,6326.05,1330.28,17726.47,35025.0,82027.1,4502.36,1230.28,3235.38,2618.3,507.03,7813.668,17111.65,3325.86,908.198,5344.39,16780.61,8210.25,7250.67
2024-08-13,1609.52,53674.2,1297.79,2867.946,7356.638,6650.44,78956.03,80956.22,132397.97,9920.61,1591697.0,39765.64,6369.74,1343.87,17812.05,36232.51,81982.09,4530.48,1230.42,3258.57,2621.5,507.03,7826.838,17174.06,3334.39,912.505,5434.43,17187.61,8235.23,7275.87
2024-08-14,1612.35,53718.95,1292.69,2850.654,7436.039,6704.96,79105.88,81402.32,133317.66,9830.94,1607310.0,40008.39,6405.12,1350.68,17885.6,36442.43,82349.67,4534.74,1230.36,3286.28,2644.5,507.03,7850.701,17113.36,3309.24,922.637,5455.21,17192.6,8281.05,7333.36
2024-08-15,1612.94,54264.92,1289.84,2877.358,7409.501,6692.91,79105.88,82226.43,134153.42,9982.98,1643875.0,40563.06,6405.12,1360.0,18183.24,36726.64,82349.67,4548.37,1223.56,3315.73,2644.5,507.03,7865.519,17109.14,3341.95,919.518,5543.22,17594.5,8347.35,7423.37
2024-08-16,1623.9,54083.78,1303.0,2879.43,7432.09,6847.37,80436.84,82824.44,133953.25,9821.96,1649329.0,40659.76,6457.75,1361.01,18322.4,38062.67,84690.74,4564.17,1252.23,3352.89,2697.23,507.03,7971.051,17430.16,3345.63,925.266,5554.25,17631.72,8311.41,7449.7
2024-08-19,1648.7,54104.68,1323.38,2893.674,7466.831,6889.87,80424.68,83799.3,135777.98,10054.2,1657075.0,40896.53,6458.78,1361.01,18421.69,37388.62,84884.54,4616.5,1261.62,3355.56,2674.36,507.03,7980.446,17569.57,3356.97,928.172,5608.25,17876.77,8356.94,7502.01
2024-08-20,1642.77,53991.06,1328.12,2866.661,7533.985,6944.76,80802.86,83783.3,136087.41,9982.28,1659275.0,40834.97,6491.04,1345.35,18357.52,38062.92,83717.15,4573.95,1272.55,3370.31,2696.63,507.03,7997.731,17511.08,3332.7,939.142,5597.12,17816.94,8273.32,7485.73
2024-08-21,1635.32,53864.73,1337.83,2856.584,7554.593,6900.62,80905.3,84026.18,136463.65,9904.79,1621076.0,40890.49,6495.43,1347.33,18448.95,37951.8,84205.76,4570.26,1284.05,3373.76,2701.13,507.03,8010.499,17391.01,3321.64,942.368,5620.85,17918.99,8283.43,7524.72
2024-08-22,1641.66,53316.2,1341.03,2848.772,7488.676,6961.96,81053.19,83620.81,135173.39,9921.4,1577420.0,40712.78,6476.39,1334.96,18493.39,38211.01,84170.37,4551.89,1282.78,3373.58,2707.67,507.03,8026.964,17641.0,3313.14,934.364,5570.64,17619.35,8288.0,7524.11
2024-08-23,1635.74,53490.92,1354.87,2854.367,7544.298,6961.96,81086.21,84351.57,135608.47,9668.1,1606967.0,41175.08,6463.24,1331.01,18633.1,38364.27,84158.33,4585.16,1285.32,3387.99,2701.69,507.03,8023.915,17612.1,3327.19,943.215,5634.61,17877.79,8327.78,7577.04
2024-08-26,1638.96,53171.31,1364.81,2855.52,7606.195,6961.96,81698.11,84193.95,136888.71,9565.76,1593003.0,41240.52,6442.19,1343.93,18617.02,38110.22,83988.0,4608.58,1280.02,3396.03,2698.01,507.03,8084.518,17798.73,3324.22,950.058,5616.84,17725.77,8327.78,7590.37
2024-08-27,1652.29,52474.31,1364.31,2848.731,7597.881,6973.41,81711.76,84553.54,136775.91,9748.75,1616134.0,41250.5,6379.46,1341.19,18681.81,38288.62,84134.48,4616.71,1280.56,3398.47,2689.25,507.03,8071.155,17874.67,3305.33,946.512,5625.8,17754.82,8345.46,7565.78
2024-08-28,1675.24,52439.87,1365.72,2837.429,7658.875,6958.01,81785.56,84018.65,137343.96,9757.16,1617544.0,41091.42,6385.52,1343.04,18782.29,38371.76,83762.28,4593.87,1281.44,3391.03,2689.83,507.03,8071.435,17692.45,3286.5,948.648,5592.18,17556.03,8343.85,7577.67
2024-08-29,1653.55,53138.96,1357.41,2823.106,7627.604,6891.55,82134.61,84239.42,136041.35,9833.22,1660144.0,41335.05,6448.28,1335.32,18912.57,38362.53,84461.65,4588.38,1281.47,3404.47,2662.28,507.03,8045.129,17786.32,3277.68,942.128,5591.96,17516.43,8379.64,7640.95
2024-08-30,1678.8,51985.87,1359.07,2842.214,7670.733,6897.54,82365.77,83749.86,136004.01,9833.22,1717565.0,41563.08,6459.96,1362.28,18906.92,38647.75,84868.25,4625.5,1283.87,3442.93,2674.31,507.03,8091.854,17989.07,3321.43,944.484,5648.4,17713.62,8376.63,7630.95
2024-09-02,1678.19,52493.38,1353.64,2811.035,7694.53,6923.41,82559.84,83483.36,134906.07,10110.18,1754833.0,41563.08,6456.25,1355.13,18930.85,38700.87,86196.35,4629.11,1283.87,3463.08,2681.0,507.03,8109.917,17691.97,3265.01,950.37,5648.4,17713.62,8363.84,7646.42
2024-09-03,1676.65,51589.42,1364.6,2802.979,7616.521,6882.92,82555.44,82156.76,134353.48,10021.8,1735253.0,40936.93,6387.18,1347.82,18747.11,38686.31,84747.91,4594.18,1283.87,3480.34,2664.63,507.03,8103.228,17651.49,3273.43,942.281,5528.93,17136.3,8298.46,7575.1
2024-09-04,1670.24,51811.37,1365.49,2784.278,7672.896,6882.12,82352.64,81915.38,136110.73,9984.93,1796920.0,40974.97,6389.05,1336.16,18591.85,37047.61,84515.9,4627.03,1275.8,3441.38,2580.8,507.03,7950.479,17457.34,3252.16,941.693,5520.07,17084.3,8269.6,7500.97
2024-09-05,1664.82,51661.48,1404.28,2788.314,7681.043,6907.97,82201.16,82146.83,136502.49,9936.76,1765465.0,40755.75,6361.6,1341.65,18576.5,36657.09,83429.65,4644.78,1268.21,3458.66,2575.5,507.03,7982.377,17444.3,3257.76,943.777,5503.41,17127.66,8241.71,7431.96
2024-09-06,1653.12,51083.45,1427.64,2765.807,7721.846,6936.09,81183.93,81364.89,134572.45,9771.16,1721668.0,40345.41,6245.42,1328.47,18301.9,36391.47,81744.47,4643.18,1273.96,3454.47,2544.28,507.03,8013.383,17444.3,3231.35,950.188,5408.42,16690.83,8181.47,7352.3
2024-09-09,1651.49,51136.05,1431.13,2736.488,7702.739,6984.25,81559.54,81441.63,134737.21,9699.56,1738556.0,40829.59,6232.11,1321.67,18443.56,36215.75,81968.31,4685.36,1267.73,3496.53,2535.93,507.03,7988.09,17196.96,3192.95,947.701,5471.05,16884.6,8270.84,7425.26
2024-09-10,1660.35,50973.11,1428.03,2744.192,7761.388,6984.63,81921.29,81641.9,134319.58,9624.04,1715185.0,40736.96,6214.86,1313.66,18265.92,36159.16,81242.14,4632.39,1255.23,3512.67,2523.43,507.03,8011.938,17234.09,3195.76,951.838,5495.52,17025.88,8205.98,7407.55
2024-09-11,1639.8,51195.76,1415.41,2721.795,7760.955,6944.88,81523.16,80827.79,134676.75,9419.66,1764129.0,40861.71,6301.58,1309.92,18330.27,35619.77,79874.0,4696.15,1253.27,3531.17,2513.37,507.03,7987.871,17108.71,3186.13,951.627,5554.13,17395.53,8193.94,7396.83
2024-09-12,1638.31,51999.73,1421.58,2717.123,7798.154,7024.67,82962.71,81668.39,134029.43,9521.04,1790058.0,41096.77,6343.16,1320.28,18518.39,36833.27,81074.2,4702.88,1256.35,3556.53,2572.09,507.03,8075.728,17240.39,3172.47,958.479,5595.76,17569.68,8240.97,7435.07
2024-09-13,1652.15,52016.85,1424.39,2704.09,7812.131,7022.85,82890.94,81978.59,134881.95,9685.49,1817734.0,41393.78,6351.31,1311.68,18699.4,36581.76,82302.58,4736.06,1251.71,3562.65,2575.41,507.03,8099.946,17369.09,3159.25,959.356,5626.02,17683.98,8273.09,7465.25
2024-09-16,1652.15,52016.85,1435.53,2704.09,7812.131,7104.2,82988.78,82007.34,135118.22,9577.46,1812872.0,41622.08,6346.81,1317.98,18633.11,36581.76,81710.75,4697.05,1239.26,3570.43,2575.41,507.03,8121.6,17422.12,3159.25,959.356,5633.09,17592.13,8278.44,7449.44
2024-09-17,1664.28,52273.53,1436.6,2704.09,7831.779,7175.36,83079.66,83032.71,134960.19,9758.14,1813298.0,41606.18,6333.16,1313.35,18726.08,36203.22,82923.92,4706.1,1258.95,3593.42,2575.41,507.03,8140.903,17660.02,3159.25,966.922,5634.58,17628.06,8309.86,7487.42
2024-09-18,1660.59,52582.89,1435.77,2717.281,7829.135,7155.9,82948.23,82718.58,133747.69,9774.49,1815099.0,41503.1,6333.16,1307.24,18711.49,36380.17,82705.16,4652.31,1264.9,3592.42,2575.41,507.03,8142.067,17660.02,3171.01,970.248,5618.26,17573.3,8253.68,7444.9
2024-09-19,1665.65,52918.04,1454.84,2736.022,7905.39,7202.16,83184.8,83760.08,133122.67,9975.61,1847053.0,42025.19,6333.16,1320.58,19002.38,37155.33,83203.78,4624.51,1271.27,3633.18,2580.8,507.03,8191.924,18013.16,3196.04,979.68,5713.64,18013.98,8328.72,7615.41
2024-09-20,1668.82,52190.48,1451.69,2736.814,7743.004,7252.32,84544.31,83829.99,131065.44,9900.25,1822928.0,42063.36,6333.16,1320.84,18720.01,37723.91,81759.71,4617.03,1272.04,3624.76,2593.37,507.03,8209.467,18258.57,3201.05,973.199,5702.55,17948.32,8229.99,7500.26
2024-09-23,1665.3,52422.24,1447.9,2748.918,7775.731,7417.25,84928.61,84777.53,130568.37,9887.75,1790228.0,42124.65,6374.35,1322.17,18846.79,37723.91,81900.3,4651.87,1268.48,3638.54,2602.01,507.03,8152.95,18247.11,3212.76,985.259,5718.57,17974.27,8259.71,7508.08
2024-09-24,1670.37,53653.95,1462.1,2863.125,7778.491,7432.21,84914.04,84777.53,132155.76,10029.73,1774668.0,42208.22,6449.91,1334.9,18996.63,37940.59,83324.58,4677.35,1276.99,3622.74,2631.68,507.03,8141.972,19000.56,3351.91,985.414,5732.93,18074.52,8282.76,7604.01
2024-09-25,1673.38,53190.93,1461.58,2896.306,7740.902,7362.62,85169.87,85960.32,131586.45,9891.0,1744131.0,41914.75,6440.87,1321.19,18918.5,37870.26,83780.65,4710.38,1287.48,3583.27,2596.32,507.03,8126.361,19129.1,3401.53,977.15,5722.26,18082.21,8268.7,7565.62
2024-09-26,1671.32,53590.52,1455.03,3000.953,7744.516,7458.74,85836.12,87327.21,133009.78,9829.19,1715671.0,42175.11,6529.98,1331.64,19238.36,38925.63,84399.52,4680.78,1291.49,3582.23,2671.57,507.03,8203.659,19924.58,3545.32,970.545,5745.37,18190.29,8284.91,7742.09
2024-09-27,1660.09,52778.17,1450.15,3087.529,7696.916,7428.3,85571.85,87579.71,132730.36,9777.46,1727777.0,42313.0,6530.73,1320.81,19473.63,39829.56,84947.19,4730.11,1290.92,3573.36,2649.78,507.03,8212.242,20632.3,3703.69,959.941,5738.17,18119.59,8320.76,7791.79
2024-09-30,1648.91,52477.3,1448.83,3336.497,7527.929,7272.65,84299.78,86548.42,131816.44,9665.78,1697401.0,42330.15,6490.57,1307.59,19324.93,37919.55,83274.2,4718.07,1287.94,3585.29,2593.27,507.03,8269.83,21133.68,4017.85,938.921,5762.48,18189.17,8236.95,7635.75
2024-10-01,1656.39,52477.3,1464.66,3336.497,7642.133,7380.32,84266.29,86619.39,132495.16,9351.22,1728761.0,42156.97,6448.86,1307.14,19213.14,38651.97,82892.76,4698.3,1292.2,3580.96,2593.27,507.03,8208.925,21133.68,4017.85,953.362,5708.75,17910.36,8276.65,7574.07
2024-10-02,1639.31,52199.66,1451.4,3336.497,7563.262,7402.81,84266.29,87115.22,133514.94,9012.87,1715159.0,42196.52,6392.09,1301.36,19164.75,37808.76,82834.33,4647.38,1287.84,3584.67,2561.69,507.03,8198.188,22443.73,4017.85,938.699,5709.54,17925.12,8290.86,7577.59
2024-10-03,1641.55,51674.54,1442.73,3336.497,7543.828,7388.92,82497.1,86461.05,131671.51,8898.23,1754992.0,42011.59,6389.82,1303.27,19015.41,38552.06,81721.78,4597.09,1278.1,3577.43,2561.69,492.08,8205.189,22113.51,4017.85,937.386,5699.94,17918.47,8282.52,7477.78
2024-10-04,1629.97,52609.88,1444.25,3336.497,7496.091,7467.92,81688.45,86332.42,131791.55,9109.34,1756515.0,42352.75,6480.93,1303.86,19120.93,38635.62,82010.86,4577.53,1270.6,3589.13,2569.71,492.08,8150.002,22736.87,4017.85,929.73,5751.07,18137.85,8280.63,7541.36
2024-10-07,1635.29,52039.87,1452.2,3336.497,7504.135,7554.68,81050.0,86308.92,132017.84,9031.64,1714594.0,41954.24,6475.15,1309.35,19104.1,39332.74,81995.74,4593.7,1269.93,3599.19,2610.38,492.08,8205.4,23099.78,4017.85,927.374,5695.94,17923.9,8303.62,7576.02
2024-10-08,1635.62,51764.64,1452.8,3489.775,7557.142,7537.25,81634.81,85491.22,131511.73,9044.89,1731370.0,42080.37,6492.75,1300.01,19066.47,38937.54,81767.17,4576.15,1271.98,3575.69,2594.36,492.08,8176.948,20926.79,4256.1,939.272,5751.13,18182.92,8190.61,7521.32
2024-10-09,1634.91,51869.14,1456.97,3258.858,7501.285,7424.52,81467.1,85336.85,129962.06,9132.3,1771933.0,42512.0,6541.29,1301.41,19254.93,39277.96,82841.79,4603.88,1281.85,3595.66,2594.36,492.08,8187.379,20637.24,3955.98,931.125,5792.04,18291.62,8243.74,7560.09
2024-10-10,1640.94,52391.29,1468.52,3301.926,7480.08,7411.47,81611.41,85392.82,130352.86,8964.1,1782989.0,42454.12,6578.77,1310.13,19210.9,39380.89,82632.78,4577.76,1286.36,3585.29,2599.16,492.08,8222.978,21251.98,3997.79,928.764,5780.05,18282.05,8237.73,7541.59
2024-10-11,1633.55,52395.66,1470.1,3217.738,7520.602,7310.32,81381.36,86149.45,129992.29,8876.22,1782989.0,42863.86,6572.95,1326.48,19373.83,39605.8,83455.17,4609.22,1288.39,3573.76,2596.91,492.08,8214.509,21251.98,3887.17,933.241,5815.03,18342.94,8253.65,7577.89
2024-10-14,1636.54,52000.59,1470.1,3284.323,7559.655,7326.41,81973.05,86398.66,131005.25,8699.19,1804415.0,43065.22,6572.0,1326.48,19508.29,39605.8,83271.28,4570.34,1286.34,3595.91,2623.29,492.08,8252.81,21092.87,3961.34,937.734,5859.85,18502.69,8292.66,7602.06
2024-10-15,1641.97,52377.78,1465.03,3201.292,7626.951,7456.31,81820.12,85949.77,131043.27,8860.3,1816251.0,42740.42,6558.98,1328.87,19486.19,39910.55,83240.07,4568.19,1281.08,3595.47,2633.45,492.08,8318.369,20318.79,3856.0,948.61,5815.26,18315.59,8249.28,7521.97
2024-10-16,1632.63,52483.62,1485.01,3202.948,7648.94,7437.0,81501.36,86393.01,131749.72,8956.03,1776061.0,43077.7,6542.64,1337.26,19432.81,39180.3,83759.19,4615.68,1279.48,3590.62,2610.36,492.08,8284.749,20286.85,3831.59,949.212,5842.47,18367.08,8329.07,7492.0
2024-10-17,1641.44,52463.66,1495.02,3169.384,7735.039,7400.33,81006.61,86582.35,130793.41,9002.34,1801604.0,43239.05,6571.59,1346.29,19583.39,38911.19,81890.2,4582.0,1286.52,3625.25,2609.3,492.08,8355.92,20079.1,3788.22,958.58,5841.47,18373.61,8385.13,7583.73
2024-10-18,1645.99,53027.42,1489.82,3261.563,7760.06,7415.73,81224.75,87201.49,130499.26,8793.61,1823330.0,43275.91,6643.52,1362.07,19657.37,38981.75,82650.04,4546.28,1285.46,3640.19,2593.82,493.91,8283.234,20804.11,3925.23,960.998,5864.67,18489.55,8358.25,7613.05
2024-10-21,1645.68,52814.82,1488.74,3268.11,7772.596,7406.63,81151.27,87076.55,130361.56,8654.39,1820705.0,42931.6,6671.07,1356.34,19461.19,38954.6,82084.9,4513.98,1279.77,3614.58,2604.92,493.91,8344.393,20478.46,3935.2,961.393,5853.98,18540.01,8318.24,7536.23
2024-10-22,1642.54,52368.69,1470.32,3285.867,7788.983,7413.16,80220.72,86752.88,129951.37,8838.6,1807539.0,42924.89,6674.66,1344.26,19421.91,38411.96,80953.43,4434.9,1269.89,3587.41,2570.7,493.91,8205.674,20498.95,3957.78,954.383,5851.2,18573.13,8306.54,7535.1
2024-10-23,1641.53,52142.13,1470.32,3302.803,7787.565,7367.66,80081.98,86464.19,129233.11,8714.69,1774319.0,42514.95,6686.98,1321.55,19377.62,38104.86,81087.1,4410.04,1270.9,3600.78,2599.62,495.13,8216.014,20760.15,3973.21,954.757,5797.42,18276.65,8258.64,7497.48
2024-10-24,1632.23,51795.56,1460.64,3280.262,7716.549,7283.79,80065.16,86937.24,130066.95,8872.85,1849995.0,42374.36,6725.8,1337.6,19443.0,38143.29,80854.92,4404.36,1257.41,3604.95,2581.03,495.13,8206.255,20489.62,3928.83,947.171,5809.86,18415.49,8269.38,7503.28
2024-10-25,1618.3,51784.33,1463.42,3299.7,7694.66,7314.23,79402.29,87015.81,129893.32,8908.47,1872785.0,42114.4,6754.69,1334.49,19463.59,37913.92,80755.53,4427.7,1252.72,3593.41,2583.27,495.13,8211.287,20590.15,3956.42,943.254,5808.12,18518.61,8248.84,7497.54
2024-10-28,1610.47,51816.3,1453.03,3322.198,7634.631,7343.24,80005.04,87643.65,131212.58,8945.8,1851914.0,42387.57,6735.46,1339.48,19531.62,38605.53,80763.12,4380.65,1254.77,3584.08,2612.43,495.21,8221.524,20599.36,3964.16,934.851,5823.52,18567.19,8285.62,7556.94
2024-10-29,1615.08,51166.29,1451.16,3286.407,7606.6,7239.98,80369.03,87300.97,130729.93,8945.8,1845639.0,42233.05,6672.61,1339.4,19478.07,38903.68,81736.59,4342.47,1261.78,3590.36,2617.8,499.57,8249.244,20701.14,3924.65,930.071,5832.92,18712.75,8219.61,7511.11
2024-10-30,1601.88,50877.24,1447.2,3266.238,7569.85,7280.24,79942.18,86759.04,130639.33,9006.55,1837535.0,42141.54,6550.32,1356.41,19257.34,39277.39,80179.23,4313.68,1258.63,3558.88,2593.79,499.57,8180.36,20380.64,3889.45,924.632,5813.67,18607.93,8159.63,7428.36
2024-10-31,1601.88,50661.05,1466.04,3279.824,7574.019,7142.96,79389.06,85384.82,129713.33,8863.88,1848744.0,41763.46,6550.32,1358.46,19077.54,39081.25,79550.32,4376.77,1264.48,3558.88,2556.15,499.57,8160.029,20317.33,3891.04,921.411,5705.45,18095.15,8110.1,7350.37
2024-11-01,1603.98,50622.39,1464.17,3272.014,7505.257,7142.96,79724.12,86198.57,128120.75,8885.0,1879879.0,42052.19,6550.32,1352.8,19254.97,38053.67,79550.32,4429.81,1254.89,3555.43,2542.36,499.57,8118.832,20506.43,3890.02,912.609,5728.8,18239.92,8177.15,7409.11
2024-11-04,1616.43,50882.54,1462.95,3310.207,7479.503,7136.1,78782.24,86223.6,130514.79,8663.88,1919066.0,41794.6,6629.97,1352.8,19147.85,38053.67,80861.73,4443.28,1244.71,3572.04,2588.97,499.57,8164.589,20567.52,3944.76,913.419,5712.69,18179.98,8184.24,7371.71
2024-11-05,1620.7,50831.5,1481.67,3386.987,7491.931,7257.94,79476.63,86642.86,130660.75,8618.57,1931281.0,42221.88,6525.38,1359.65,19256.27,38474.9,80271.3,4405.81,1245.76,3581.61,2576.88,499.7,8131.825,21006.97,4044.57,920.136,5782.76,18439.17,8172.39,7407.15
2024-11-06,1634.17,51732.46,1467.42,3383.806,7383.868,7165.42,80378.13,85329.75,130340.92,8862.32,1976613.0,43729.93,6579.65,1364.37,19039.31,39480.67,80505.51,4215.42,1261.28,3602.99,2563.51,499.7,8199.546,20538.38,4024.28,901.434,5929.04,18983.46,8166.68,7369.61
2024-11-07,1623.28,52311.07,1469.72,3470.661,7243.86,7014.44,79541.79,85998.22,129681.7,8946.13,2015558.0,43729.34,6561.83,1359.04,19362.52,39381.41,82510.86,4214.29,1259.75,3673.49,2564.63,499.7,8226.301,20953.34,4145.7,887.002,5973.1,19269.46,8140.74,7425.6
2024-11-08,1621.24,51845.17,1464.69,3452.297,7287.191,6977.18,79486.32,85124.52,127829.8,9184.82,1964487.0,43988.99,6519.72,1335.33,19215.48,39500.37,82250.2,4249.32,1252.56,3724.37,2561.15,499.7,8295.134,20728.19,4104.05,884.144,5995.54,19286.78,8072.39,7338.67
2024-11-11,1609.26,51449.43,1456.47,3470.066,7266.46,6940.01,79496.15,84771.53,127873.7,9276.78,1987846.0,44293.13,6539.35,1335.33,19448.6,39533.32,82250.2,4265.46,1250.32,3739.47,2531.66,499.7,8266.221,20426.93,4131.13,879.11,6001.35,19298.76,8125.19,7426.88
2024-11-12,1608.43,51096.64,1445.07,3421.97,7321.986,6810.11,78675.18,84201.75,127698.32,9226.86,2012041.0,43910.98,6508.64,1345.38,19033.64,39376.09,81064.84,4201.4,1244.82,3711.48,2482.57,499.7,8255.627,19846.88,4085.74,884.522,5983.99,19281.4,8025.77,7226.98
