tanggal,USDAUD_Curncy,USDTRY_Curncy,USDTHB_Curncy,IDR_Curncy,USDKRW_Curncy,JPYEUR_Curncy,JPYAUD_Curncy,USDEUR_Curncy,IHN_1M_Curncy,IHN_3M_Curncy,IHN_6M_Curncy,IHN_12M_Curncy
2024-12-03,1.5419,34.7328,34.388,15940.0,1428.5,0.63608,1.0307,0.9516,15967.0,16007.0,16083.0,16261.0
2024-12-04,1.5552,34.7446,34.34,15930.0,1413.5,0.63164,1.0324,0.9514,15926.0,15958.0,16036.0,16214.0
2024-12-05,1.5498,34.7136,34.34,15860.0,1416.6,0.62925,1.0324,0.9447,15866.0,15917.0,15995.0,16161.0
2024-12-06,1.5647,34.7617,34.073,15850.0,1423.4,0.63078,1.0431,0.9463,15866.0,15910.0,15987.0,16165.0
2024-12-09,1.5529,34.8271,33.813,15865.0,1430.95,0.62658,1.0268,0.9475,15861.0,15906.0,15982.0,16162.0
2024-12-10,1.568,34.8565,33.813,15865.0,1431.75,0.62502,1.0318,0.9499,15913.0,15939.0,16013.0,16205.0
2024-12-11,1.5701,34.8805,33.893,15915.0,1429.85,0.62489,1.0297,0.9528,15965.0,15999.0,16077.0,16265.0
2024-12-12,1.5702,34.8954,33.838,15925.0,1431.0,0.62586,1.0287,0.9553,15977.0,16019.0,16097.0,16267.0
2024-12-13,1.5718,34.9574,34.127,15995.0,1435.45,0.61984,1.0233,0.9523,16050.0,16100.0,16182.0,16358.0
2024-12-16,1.5696,34.9549,34.073,16000.0,1436.85,0.61706,1.0181,0.9513,16069.0,16111.0,16197.0,16380.0
2024-12-17,1.5779,34.9813,34.268,16065.0,1437.25,0.621,1.0282,0.9532,16089.0,16156.0,16225.0,16405.0
2024-12-18,1.6083,35.0369,34.252,16090.0,1438.95,0.62385,1.0387,0.9659,16282.0,16319.0,16407.0,16585.0
2024-12-19,1.6029,35.0873,34.54,16290.0,1447.15,0.61297,1.0184,0.965,16379.0,16439.0,16531.0,16718.0
2024-12-20,1.5998,35.1939,34.27,16222.0,1444.95,0.61309,1.0227,0.9588,16221.0,16273.0,16364.0,16550.0
2024-12-23,1.6004,35.2136,34.213,16175.0,1451.65,0.6114,1.0182,0.961,16261.0,16294.0,16400.0,16574.0
2024-12-24,1.6034,35.0894,34.153,16195.0,1458.05,0.61198,1.0203,0.9617,16247.0,16293.0,16378.0,16584.0
2024-12-25,1.603,35.2147,34.215,16195.0,1458.05,0.61122,1.0197,0.9609,16238.0,16288.0,16349.0,16573.0
2024-12-26,1.6075,35.1712,34.268,16195.0,1470.55,0.60723,1.0175,0.9595,16222.0,16286.0,16380.0,16575.0
2024-12-27,1.6086,35.0801,34.107,16235.0,1470.9,0.60746,1.0191,0.9591,16230.0,16303.0,16406.0,16579.0
2024-12-30,1.6074,35.3134,34.095,16135.0,1471.95,0.61249,1.0248,0.9609,16215.0,16267.0,16353.0,16561.0
2024-12-31,1.616,35.3547,34.095,16102.0,1471.95,0.61429,1.0279,0.9659,16287.0,16364.0,16458.0,16649.0
2025-01-01,1.6163,35.3708,34.095,16102.0,1471.95,0.61405,1.0272,0.9656,16218.0,16231.0,16323.0,16649.0
2025-01-02,1.612,35.3478,34.28,16195.0,1471.35,0.6183,1.0234,0.9742,16255.0,16324.0,16420.0,16614.0
2025-01-03,1.6086,35.3663,34.458,16190.0,1470.85,0.61672,1.0226,0.9701,16230.0,16289.0,16381.0,16576.0
2025-01-06,1.601,35.3046,34.623,16195.0,1460.55,0.6105,1.0157,0.9624,16199.0,16264.0,16358.0,16547.0
2025-01-07,1.605,35.3317,34.478,16131.0,1451.75,0.61186,1.0154,0.9671,16221.0,16250.0,16341.0,16545.0
2025-01-08,1.6089,35.332,34.618,16195.0,1460.55,0.61198,1.0159,0.9691,16266.0,16310.0,16411.0,16586.0
2025-01-09,1.6141,35.338,34.627,16200.0,1459.75,0.61393,1.0206,0.9709,16244.0,16299.0,16394.0,16590.0
2025-01-10,1.6269,35.4298,34.58,16185.0,1471.3,0.61892,1.0317,0.9761,16319.0,16349.0,16443.0,16649.0
2025-01-13,1.6189,35.4814,34.792,16275.0,1467.9,0.61992,1.028,0.9761,16335.0,16406.0,16507.0,16698.0
2025-01-14,1.6143,35.4786,34.763,16265.0,1461.25,0.6141,1.022,0.9701,16329.0,16376.0,16470.0,16672.0
2025-01-15,1.6059,35.4515,34.728,16320.0,1455.75,0.62107,1.0263,0.9719,16394.0,16461.0,16557.0,16745.0
2025-01-16,1.6096,35.4333,34.6,16360.0,1458.25,0.62567,1.0374,0.9708,16421.0,16482.0,16578.0,16784.0
2025-01-17,1.6148,35.4478,34.46,16365.0,1457.35,0.62291,1.0332,0.9734,16409.0,16484.0,16565.0,16775.0
2025-01-20,1.5937,35.5733,34.298,16360.0,1440.25,0.61679,1.024,0.9601,16323.0,16363.0,16464.0,16662.0
2025-01-21,1.5938,35.6147,34.1,16335.0,1435.7,0.61671,1.025,0.959,16335.0,16399.0,16490.0,16685.0
2025-01-22,1.594,35.6508,33.82,16285.0,1435.95,0.6137,1.0183,0.9607,16265.0,16306.0,16272.0,16592.0
2025-01-23,1.5911,35.6496,34.015,16280.0,1435.25,0.61527,1.0197,0.9601,16235.0,16278.0,16362.0,16557.0
2025-01-24,1.5837,35.6719,33.647,16173.0,1430.5,0.6108,1.0153,0.9527,16181.0,16234.0,16318.0,16514.0
2025-01-27,1.5892,35.7446,33.695,16173.0,1430.5,0.61686,1.0286,0.9531,16205.0,16256.0,16336.0,16527.0
2025-01-28,1.5993,35.7325,33.91,16173.0,1430.5,0.61641,1.0283,0.9588,16271.0,16316.0,16387.0,16586.0
2025-01-29,1.6048,35.8107,33.765,16173.0,1430.5,0.61816,1.0337,0.9596,16260.0,16303.0,16380.0,16573.0
2025-01-30,1.6106,35.7791,33.728,16260.0,1430.5,0.62374,1.0438,0.9624,16295.0,16337.0,16412.0,16606.0
2025-01-31,1.6081,35.7448,33.673,16300.0,1454.3,0.62178,1.0373,0.965,16377.0,16398.0,16475.0,16689.0
2025-02-03,1.6059,35.9592,34.03,16435.0,1462.4,0.62464,1.0377,0.9667,16368.0,16434.0,16518.0,16694.0
2025-02-04,1.599,35.9424,33.83,16345.0,1450.75,0.62424,1.0357,0.9635,16338.0,16388.0,16453.0,16641.0
2025-02-05,1.5911,35.9129,33.585,16285.0,1444.0,0.62992,1.0427,0.9613,16328.0,16376.0,16456.0,16632.0
2025-02-06,1.5915,35.8863,33.783,16330.0,1447.25,0.63584,1.0507,0.9631,16355.0,16409.0,16487.0,16669.0
2025-02-07,1.5938,35.9869,33.874,16283.0,1454.56,0.63944,1.0528,0.9682,16356.0,16402.0,16473.0,16640.0
2025-02-10,1.593,36.0129,33.895,16345.0,1451.7,0.63829,1.048,0.9702,16366.0,16417.0,16493.0,16672.0
2025-02-11,1.5887,36.0431,34.063,16375.0,1452.7,0.63291,1.0418,0.9651,16369.0,16423.0,16505.0,16673.0
2025-02-12,1.5924,36.0998,34.063,16367.0,1455.25,0.62372,1.0313,0.9631,16404.0,16444.0,16523.0,16699.0
2025-02-13,1.5829,36.1395,33.823,16355.0,1448.45,0.62535,1.0359,0.9556,16281.0,16341.0,16416.0,16569.0
2025-02-14,1.5743,36.2367,33.62,16260.0,1441.05,0.62582,1.0336,0.9531,16204.0,16250.0,16318.0,16479.0
2025-02-17,1.5733,36.2351,33.713,16215.0,1442.6,0.62955,1.0382,0.9538,16242.0,16283.0,16354.0,16509.0
2025-02-18,1.5742,36.2812,33.693,16275.0,1440.65,0.62954,1.0352,0.9573,16336.0,16379.0,16449.0,16611.0
2025-02-19,1.5762,36.2999,33.693,16330.0,1441.95,0.63339,1.0405,0.9594,16370.0,16416.0,16488.0,16643.0
2025-02-20,1.5624,36.2875,33.658,16330.0,1435.7,0.63636,1.0441,0.9523,16276.0,16324.0,16395.0,16544.0
2025-02-21,1.5731,36.4269,33.612,16305.0,1434.05,0.64046,1.0538,0.9562,16323.0,16363.0,16428.0,16585.0
2025-02-24,1.5749,36.4355,33.507,16275.0,1430.15,0.6381,1.0521,0.9553,16300.0,16347.0,16417.0,16572.0
2025-02-25,1.5763,36.4427,33.782,16371.0,1433.93,0.63814,1.0577,0.9511,16344.0,16392.0,16472.0,16628.0
2025-02-26,1.586,36.464,33.708,16370.0,1433.4,0.63969,1.0638,0.9538,16389.0,16431.0,16506.0,16674.0
2025-02-27,1.6036,36.4396,33.915,16450.0,1446.75,0.642,1.0704,0.9617,16578.0,16599.0,16675.0,16853.0
2025-02-28,1.6107,36.4685,34.173,16580.0,1460.25,0.63986,1.0694,0.9638,16569.0,16619.0,16702.0,16875.0
2025-03-03,1.6065,36.4473,34.173,16480.0,1460.25,0.63776,1.0745,0.9535,16479.0,16527.0,16613.0,16778.0
2025-03-04,1.5943,36.4459,33.684,16445.0,1458.7,0.62814,1.0642,0.9411,16410.0,16457.0,16538.0,16691.0
2025-03-05,1.5785,36.4348,33.647,16313.0,1445.5,0.6225,1.0601,0.9269,16293.0,16345.0,16417.0,16583.0
2025-03-06,1.579,36.4144,33.745,16330.0,1447.55,0.62661,1.067,0.9272,16345.0,16389.0,16460.0,16628.0
2025-03-07,1.586,36.4635,33.647,16295.0,1449.45,0.62359,1.0712,0.9231,16314.0,16352.0,16424.0,16596.0
2025-03-10,1.5927,36.5546,33.79,16340.0,1455.1,0.62675,1.0815,0.923,16413.0,16452.0,16526.0,16691.0
2025-03-11,1.5877,36.5874,33.805,16405.0,1454.15,0.61975,1.0745,0.9158,16472.0,16524.0,16598.0,16779.0
2025-03-12,1.5821,36.5915,33.855,16445.0,1451.65,0.61952,1.0673,0.9185,16466.0,16516.0,16590.0,16769.0
2025-03-13,1.5912,36.611,33.768,16425.0,1455.35,0.62341,1.0766,0.9215,16401.0,16446.0,16510.0,16695.0
2025-03-14,1.5813,36.5739,33.67,16350.0,1453.35,0.61843,1.0638,0.9192,16353.0,16387.0,16459.0,16636.0
2025-03-17,1.5664,36.644,33.615,16400.0,1444.55,0.61362,1.0498,0.9155,16383.0,16428.0,16502.0,16664.0
2025-03-18,1.572,36.6879,33.577,16425.0,1451.45,0.61204,1.053,0.9137,16544.0,16594.0,16671.0,16833.0
2025-03-19,1.573,37.8983,33.638,16525.0,1463.5,0.61677,1.0578,0.9172,16565.0,16611.0,16685.0,16863.0
2025-03-20,1.5866,37.8024,33.698,16475.0,1467.75,0.61926,1.0663,0.9215,16502.0,16551.0,16624.0,16802.0
2025-03-21,1.5942,37.7298,33.865,16500.0,1465.75,0.61918,1.0679,0.9244,16540.0,16583.0,16659.0,16839.0
2025-03-24,1.5909,37.9761,33.955,16568.0,1469.19,0.61436,1.0556,0.9258,16598.0,16646.0,16725.0,16907.0
2025-03-25,1.5864,37.9765,33.943,16595.0,1463.15,0.6182,1.0583,0.9267,16629.0,16684.0,16764.0,16953.0
2025-03-26,1.5876,37.9938,33.978,16580.0,1468.05,0.61752,1.0542,0.9299,16648.0,16697.0,16778.0,16963.0
2025-03-27,1.5861,37.9613,33.933,16560.0,1465.05,0.61288,1.05,0.9258,16610.0,16663.0,16739.0,16927.0
2025-03-28,1.5907,37.9983,33.972,16560.0,1469.4,0.61633,1.0615,0.9235,16614.0,16663.0,16741.0,16924.0
2025-03-31,1.6008,37.9451,33.923,16560.0,1472.9,0.61654,1.0675,0.9245,16677.0,16736.0,16813.0,16993.0
2025-04-01,1.5928,37.9392,34.103,16560.0,1472.15,0.61932,1.0645,0.9266,16760.0,16817.0,16893.0,17078.0
2025-04-02,1.5875,37.9465,34.162,16560.0,1462.7,0.61716,1.0633,0.9214,16771.0,16813.0,16896.0,17068.0
2025-04-03,1.5801,37.9549,34.257,16560.0,1451.2,0.61948,1.0817,0.9048,16738.0,16796.0,16878.0,17057.0
2025-04-04,1.6556,37.9927,34.2,16560.0,1462.15,0.62094,1.1264,0.9128,17023.0,17066.0,17146.0,17342.0
2025-04-07,1.671,37.9866,34.2,16560.0,1472.0,0.62012,1.13,0.9164,16915.0,16971.0,17072.0,17228.0
2025-04-08,1.6777,37.9324,34.807,16865.0,1480.65,0.62389,1.1475,0.9126,17105.0,17164.0,17237.0,17408.0
2025-04-09,1.6251,37.9745,34.563,16865.0,1472.05,0.61802,1.0995,0.9133,16894.0,16973.0,17038.0,17291.0
2025-04-10,1.6067,37.9187,34.198,16800.0,1457.1,0.61804,1.1122,0.8928,16867.0,16917.0,16997.0,17209.0
2025-04-11,1.5902,37.8997,33.63,16795.0,1421.6,0.61349,1.108,0.8806,16843.0,16891.0,16986.0,17179.0
2025-04-14,1.5803,38.031,33.63,16775.0,1424.35,0.61597,1.1051,0.881,16818.0,16868.0,16955.0,17152.0
2025-04-15,1.5761,38.0854,33.63,16815.0,1428.25,0.6188,1.1003,0.8863,16847.0,16895.0,16982.0,17183.0
2025-04-16,1.5696,38.1413,33.25,16825.0,1415.9,0.6186,1.1066,0.8773,16828.0,16879.0,16972.0,17164.0
2025-04-17,1.5649,37.9893,33.293,16825.0,1416.55,0.61792,1.0987,0.8799,16886.0,16935.0,17028.0,17222.0
2025-04-18,1.5681,38.0095,33.443,16825.0,1423.8,0.61738,1.1032,0.8777,16866.0,16934.0,17018.0,17210.0
2025-04-21,1.5588,38.198,33.095,16805.0,1420.35,0.6166,1.1064,0.8685,16853.0,16889.0,16989.0,17182.0
2025-04-22,1.5707,38.2655,33.215,16855.0,1425.65,0.61835,1.1095,0.8755,16884.0,16927.0,17013.0,17209.0
2025-04-23,1.5723,38.3056,33.423,16865.0,1427.1,0.61612,1.0966,0.8837,16871.0,16925.0,17011.0,17197.0
2025-04-24,1.5606,38.3512,33.443,16870.0,1433.05,0.61563,1.0942,0.8779,16803.0,16848.0,16939.0,17146.0
2025-04-25,1.5637,38.4287,33.557,16830.0,1440.2,0.61242,1.0879,0.8799,16826.0,16872.0,16954.0,17145.0
2025-04-28,1.5549,38.43,33.665,16855.0,1436.45,0.61647,1.0947,0.8756,16817.0,16863.0,16946.0,17138.0
2025-04-29,1.5664,38.474,33.403,16762.0,1434.25,0.61707,1.1005,0.8782,16729.0,16773.0,16850.0,17042.0
2025-04-30,1.562,38.4933,33.417,16601.0,1424.3,0.61726,1.0918,0.8827,16579.0,16624.0,16707.0,16889.0
2025-05-01,1.5666,38.4483,33.417,16601.0,1424.3,0.60906,1.0774,0.8857,16627.0,16669.0,16746.0,16933.0
2025-05-02,1.5543,38.5527,33.063,16435.0,1401.1,0.61046,1.0703,0.8852,16488.0,16521.0,16598.0,16770.0
2025-05-05,1.546,38.5686,33.063,16435.0,1401.1,0.61496,1.0759,0.8838,16446.0,16487.0,16562.0,16735.0
2025-05-06,1.5397,38.6226,32.66,16450.0,1401.1,0.61766,1.0811,0.8796,16464.0,16508.0,16582.0,16762.0
2025-05-07,1.5566,38.6523,32.713,16536.0,1392.15,0.61524,1.0823,0.8849,16542.0,16590.0,16667.0,16848.0
2025-05-08,1.5625,38.624,32.835,16495.0,1404.95,0.61037,1.0709,0.8907,16578.0,16617.0,16693.0,16875.0
2025-05-09,1.5591,38.7594,33.018,16515.0,1398.1,0.6115,1.0729,0.8889,16593.0,16613.0,16689.0,16865.0
2025-05-12,1.5693,38.7831,33.018,16515.0,1418.3,0.60751,1.057,0.902,16723.0,16764.0,16838.0,17010.0
2025-05-13,1.5454,38.791,33.217,16515.0,1415.8,0.60623,1.0478,0.894,16637.0,16676.0,16753.0,16924.0
2025-05-14,1.5557,38.7715,33.215,16550.0,1403.5,0.60978,1.0601,0.8948,16571.0,16615.0,16702.0,16852.0
2025-05-15,1.561,38.7166,33.373,16515.0,1398.55,0.61369,1.0714,0.8939,16537.0,16577.0,16651.0,16815.0
2025-05-16,1.5611,38.8472,33.24,16440.0,1401.75,0.61507,1.0721,0.8958,16510.0,16551.0,16617.0,16783.0
2025-05-19,1.5486,38.7813,33.065,16430.0,1390.7,0.61408,1.069,0.8896,16455.0,16496.0,16563.0,16717.0
2025-05-20,1.5567,38.8361,33.065,16415.0,1394.0,0.61327,1.0773,0.8863,16428.0,16469.0,16531.0,16688.0
2025-05-21,1.5538,38.8699,32.792,16395.0,1371.4,0.61434,1.0814,0.8825,16367.0,16406.0,16469.0,16622.0
2025-05-22,1.5599,38.9258,32.825,16330.0,1383.0,0.61557,1.0833,0.8865,16380.0,16417.0,16482.0,16638.0
2025-05-23,1.5413,38.9767,32.577,16222.0,1366.0,0.61726,1.0798,0.8801,16265.0,16299.0,16363.0,16518.0
2025-05-26,1.5418,38.9552,32.62,16240.0,1370.4,0.61476,1.0794,0.8782,16273.0,16309.0,16372.0,16527.0
2025-05-27,1.5521,38.9752,32.725,16273.0,1376.4,0.61155,1.0752,0.8827,16304.0,16339.0,16400.0,16557.0
2025-05-28,1.5561,39.0994,32.62,16290.0,1375.2,0.61133,1.0741,0.8856,16309.0,16348.0,16410.0,16563.0
2025-05-29,1.5523,39.1071,32.77,16290.0,1370.9,0.61014,1.0766,0.8795,16312.0,16356.0,16419.0,16574.0
2025-05-30,1.5549,39.198,32.83,16290.0,1382.6,0.61178,1.0793,0.8813,16388.0,16418.0,16482.0,16643.0
2025-06-02,1.5396,39.1803,32.83,16248.0,1379.15,0.61241,1.0787,0.874,16316.0,16349.0,16410.0,16569.0
2025-06-03,1.5474,39.1477,32.83,16290.0,1379.15,0.61074,1.0746,0.8794,16360.0,16395.0,16453.0,16608.0
2025-06-04,1.5403,39.1706,32.71,16290.0,1364.85,0.61344,1.0788,0.8759,16316.0,16349.0,16407.0,16562.0
2025-06-05,1.5371,39.2775,32.513,16275.0,1355.75,0.60862,1.0709,0.8738,16273.0,16304.0,16364.0,16521.0
2025-06-06,1.5409,39.228,32.61,16275.0,1355.75,0.60588,1.0634,0.8775,16332.0,16369.0,16427.0,16574.0
2025-06-09,1.5346,39.2885,32.667,16275.0,1354.9,0.60555,1.0613,0.8755,16296.0,16328.0,16386.0,16539.0
2025-06-10,1.5333,39.1881,32.655,16273.0,1367.05,0.60405,1.0582,0.8753,16271.0,16306.0,16365.0,16512.0
2025-06-11,1.5382,39.17,32.638,16260.0,1369.05,0.60206,1.0639,0.8705,16275.0,16306.0,16363.0,16516.0
2025-06-12,1.5306,39.3529,32.463,16235.0,1356.3,0.60157,1.0667,0.8633,16235.0,16271.0,16325.0,16471.0
2025-06-13,1.5415,39.4185,32.435,16295.0,1363.25,0.60087,1.0694,0.8659,16308.0,16342.0,16407.0,16546.0
2025-06-16,1.5328,39.348,32.48,16265.0,1359.1,0.59755,1.0589,0.865,16305.0,16343.0,16402.0,16548.0
2025-06-17,1.5444,39.5059,32.573,16280.0,1372.9,0.59954,1.0628,0.8711,16360.0,16400.0,16467.0,16599.0
2025-06-18,1.5364,39.5244,32.612,16300.0,1373.25,0.60021,1.0587,0.8711,16357.0,16395.0,16453.0,16603.0
2025-06-19,1.5428,39.6233,32.757,16395.0,1380.3,0.59796,1.0607,0.8699,16385.0,16425.0,16489.0,16656.0
2025-06-20,1.5499,39.6722,32.752,16385.0,1370.75,0.59408,1.0613,0.8679,16438.0,16475.0,16536.0,16684.0
2025-06-23,1.5481,39.6159,32.998,16485.0,1382.35,0.59102,1.0594,0.8637,16466.0,16521.0,16581.0,16725.0
2025-06-24,1.541,39.6037,32.665,16350.0,1359.25,0.59438,1.0633,0.8614,16305.0,16345.0,16409.0,16560.0
2025-06-25,1.5353,39.7599,32.662,16290.0,1361.6,0.59044,1.057,0.8577,16302.0,16337.0,16400.0,16550.0
2025-06-26,1.5276,39.7752,32.475,16205.0,1353.55,0.59184,1.058,0.8547,16208.0,16250.0,16312.0,16457.0
2025-06-27,1.5316,39.9005,32.618,16205.0,1361.55,0.58986,1.0586,0.8534,16251.0,16288.0,16352.0,16495.0
2025-06-30,1.5196,39.8135,32.502,16238.0,1353.75,0.58904,1.055,0.8484,16182.0,16213.0,16276.0,16424.0
2025-07-01,1.5191,39.8398,32.43,16198.0,1357.95,0.59062,1.0592,0.847,16219.0,16252.0,16313.0,16463.0
2025-07-02,1.5188,39.781,32.445,16242.0,1356.25,0.58995,1.0573,0.8475,16211.0,16247.0,16311.0,16464.0
2025-07-03,1.5218,39.8257,32.375,16198.0,1364.7,0.58689,1.0501,0.8505,16242.0,16278.0,16340.0,16491.0
2025-07-04,1.5253,39.8765,32.357,16185.0,1363.2,0.58759,1.056,0.849,16206.0,16240.0,16298.0,16450.0
2025-07-07,1.5406,39.9656,32.58,16230.0,1377.9,0.58468,1.0547,0.8541,16343.0,16381.0,16444.0,16578.0
2025-07-08,1.5313,40.048,32.533,16208.0,1371.65,0.58188,1.0449,0.8529,16284.0,16318.0,16376.0,16527.0
2025-07-09,1.5302,40.0486,32.698,16243.0,1374.95,0.58306,1.0458,0.8532,16266.0,16302.0,16357.0,16504.0
2025-07-10,1.5179,40.0877,32.698,16220.0,1373.0,0.58439,1.0378,0.8546,16233.0,16268.0,16325.0,16472.0
2025-07-11,1.5201,40.1747,32.505,16211.0,1377.15,0.58029,1.0313,0.8555,16244.0,16279.0,16335.0,16483.0
2025-07-14,1.5278,40.1803,32.39,16245.0,1383.0,0.58034,1.0343,0.8573,16292.0,16324.0,16384.0,16532.0
2025-07-15,1.5351,40.2155,32.408,16260.0,1387.5,0.57904,1.0313,0.862,16289.0,16321.0,16382.0,16523.0
2025-07-16,1.5318,40.246,32.533,16278.0,1389.75,0.58094,1.0358,0.859,16310.0,16351.0,16406.0,16550.0
2025-07-17,1.5412,40.3133,32.52,16331.0,1392.1,0.58022,1.0371,0.8624,16353.0,16392.0,16445.0,16586.0
2025-07-18,1.5364,40.3784,32.38,16290.0,1390.65,0.5779,1.0325,0.8601,16342.0,16380.0,16432.0,16561.0
2025-07-21,1.5326,40.3879,32.362,16311.0,1382.7,0.58019,1.0399,0.8552,16343.0,16369.0,16424.0,16554.0
2025-07-22,1.5254,40.4163,32.307,16310.0,1380.9,0.58017,1.0403,0.8507,16283.0,16311.0,16363.0,16483.0
2025-07-23,1.5147,40.4553,32.162,16293.0,1376.15,0.57986,1.0339,0.8495,16294.0,16322.0,16374.0,16496.0
2025-07-24,1.5174,40.6976,32.263,16287.0,1372.0,0.57907,1.0322,0.8511,16317.0,16358.0,16408.0,16515.0
2025-07-25,1.523,40.5544,32.38,16315.0,1382.8,0.57673,1.0314,0.8517,16378.0,16411.0,16462.0,16581.0
2025-07-28,1.5335,40.5461,32.38,16342.0,1389.3,0.58086,1.0322,0.8629,16422.0,16453.0,16507.0,16626.0
2025-07-29,1.5362,40.5745,32.425,16398.0,1389.8,0.58335,1.0346,0.8661,16391.0,16424.0,16477.0,16594.0
2025-07-30,1.5543,40.5961,32.482,16393.0,1390.45,0.58643,1.0395,0.8768,16460.0,16499.0,16545.0,16664.0
2025-07-31,1.5563,40.6284,32.682,16455.0,1393.4,0.58103,1.0323,0.876,16504.0,16542.0,16596.0,16714.0
2025-08-01,1.5448,40.6438,32.862,16493.0,1389.3,0.58549,1.0487,0.8631,16390.0,16431.0,16483.0,16608.0
2025-08-04,1.5462,40.6631,32.452,16390.0,1385.05,0.58747,1.0512,0.8642,16385.0,16416.0,16469.0,16590.0
2025-08-05,1.545,40.6741,32.382,16381.0,1386.45,0.58526,1.0467,0.8639,16401.0,16435.0,16487.0,16609.0
2025-08-06,1.5377,40.6394,32.403,16363.0,1386.1,0.582,1.0435,0.8576,16362.0,16392.0,16448.0,16567.0
2025-08-07,1.5329,40.5992,32.32,16290.0,1386.5,0.58258,1.0419,0.8572,16320.0,16340.0,16389.0,16511.0
2025-08-08,1.5333,40.6754,32.333,16291.0,1388.0,0.58136,1.0378,0.859,16272.0,16292.0,16338.0,16454.0
2025-08-11,1.5354,40.6171,32.333,16274.0,1390.85,0.58113,1.0364,0.8609,16312.0,16334.0,16385.0,16495.0
2025-08-12,1.5315,40.7285,32.333,16289.0,1383.95,0.57936,1.036,0.8565,16265.0,16289.0,16337.0,16453.0
2025-08-13,1.5277,40.7736,32.263,16195.0,1379.6,0.57966,1.0366,0.8543,16116.0,16136.0,16178.0,16293.0
2025-08-14,1.5398,40.8333,32.368,16110.0,1390.35,0.58103,1.0419,0.8585,16183.0,16196.0,16241.0,16345.0
2025-08-15,1.5369,40.8526,32.427,16160.0,1390.35,0.58044,1.0442,0.8545,16208.0,16231.0,16267.0,16373.0
2025-08-18,1.5405,40.8787,32.463,16160.0,1387.95,0.57989,1.0417,0.8576,16223.0,16243.0,16282.0,16394.0
2025-08-19,1.5495,40.8928,32.51,16245.0,1391.45,0.58145,1.0493,0.8586,16294.0,16317.0,16355.0,16470.0
2025-08-20,1.5543,40.9307,32.55,16270.0,1397.4,0.58264,1.055,0.8583,16295.0,16308.0,16345.0,16457.0
2025-08-21,1.5576,40.9375,32.618,16285.0,1399.15,0.58065,1.0497,0.8616,16357.0,16375.0,16411.0,16520.0
2025-08-22,1.5406,40.9653,32.645,16345.0,1383.0,0.58067,1.0484,0.8534,16242.0,16265.0,16298.0,16405.0
2025-08-25,1.5427,41.0017,32.443,16253.0,1390.55,0.58241,1.0439,0.8607,16271.0,16297.0,16335.0,16446.0
2025-08-26,1.5397,41.0417,32.485,16295.0,1393.95,0.58266,1.0445,0.8589,16321.0,16344.0,16382.0,16495.0
2025-08-27,1.5371,41.0432,32.472,16360.0,1394.7,0.58289,1.0428,0.8592,16382.0,16408.0,16450.0,16557.0
2025-08-28,1.5309,41.0373,32.373,16345.0,1384.85,0.58254,1.0417,0.856,16363.0,16386.0,16423.0,16538.0
2025-08-29,1.5291,41.1446,32.393,16490.0,1389.9,0.58195,1.0398,0.8558,16442.0,16472.0,16510.0,16626.0
2025-09-01,1.5262,41.1178,32.315,16421.0,1393.45,0.58017,1.0367,0.8539,16460.0,16484.0,16521.0,16638.0
2025-09-02,1.5337,41.1423,32.39,16400.0,1395.75,0.57902,1.0338,0.8591,16460.0,16488.0,16530.0,16645.0
2025-09-03,1.5283,41.1569,32.347,16415.0,1389.35,0.57897,1.0318,0.8575,16480.0,16510.0,16551.0,16660.0
2025-09-04,1.5343,41.1585,32.333,16420.0,1395.3,0.57811,1.0333,0.8584,16476.0,16501.0,16543.0,16652.0
2025-09-05,1.525,41.2362,32.192,16420.0,1386.95,0.57894,1.0346,0.8534,16409.0,16426.0,16459.0,16580.0
2025-09-08,1.517,41.2371,31.865,16304.0,1387.35,0.57623,1.0282,0.8501,16515.0,16547.0,16525.0,16685.0
2025-09-09,1.5186,41.2609,31.665,16475.0,1388.45,0.5794,1.0303,0.8541,16479.0,16514.0,16554.0,16673.0
2025-09-10,1.5121,41.2724,31.788,16461.0,1388.5,0.5799,1.0254,0.8551,16464.0,16490.0,16538.0,16651.0
2025-09-11,1.5017,41.327,31.85,16462.0,1389.2,0.57878,1.0198,0.8522,16436.0,16465.0,16512.0,16634.0
2025-09-12,1.5041,41.356,31.712,16378.0,1393.55,0.57708,1.0183,0.8522,16423.0,16455.0,16497.0,16616.0
2025-09-15,1.4994,41.3246,31.888,16410.0,1386.3,0.57677,1.017,0.8502,16385.0,16414.0,16459.0,16577.0
2025-09-16,1.4958,41.2445,31.677,16440.0,1379.55,0.57536,1.0213,0.8427,16422.0,16468.0,16501.0,16621.0
2025-09-17,1.5031,41.2663,31.73,16430.0,1378.4,0.57585,1.0224,0.8465,16455.0,16496.0,16541.0,16650.0
2025-09-18,1.5124,41.29,31.798,16505.0,1388.05,0.5733,1.0219,0.8484,16602.0,16638.0,16680.0,16782.0
2025-09-19,1.5168,41.384,31.853,16588.0,1397.2,0.57539,1.0249,0.8513,16673.0,16713.0,16764.0,16863.0
2025-09-22,1.5153,41.366,31.798,16605.0,1391.25,0.57349,1.0256,0.8472,16619.0,16652.0,16701.0,16814.0
2025-09-23,1.5155,41.4074,31.81,16665.0,1394.6,0.57326,1.0264,0.8464,16674.0,16718.0,16763.0,16876.0
