tanggal,USD,AUD,EUR,GBP,SGD,JPY,MYR,THB,KRW,PHP
2008-01-01,"9,393.00","8,228.30","13,705.53","18,673.70","6,521.68",84.13,"2,842.71",315.74,10.03,227.7
2008-01-02,"9,386.00","8,305.84","13,834.45","18,619.99","6,536.86",85.72,"2,833.50",314.12,10.01,228.71
2008-01-03,"9,405.00","8,287.08","13,886.18","18,558.38","6,562.58",86.12,"2,864.75",315.33,10.05,229.5
2008-01-04,"9,422.00","8,251.01","13,947.35","18,671.91","6,597.63",87.11,"2,874.16",316.39,10.05,230.9
2008-01-07,"9,455.00","8,251.85","13,894.59","18,625.88","6,588.62",86.6,"2,878.11",317.29,10.05,231.18
2008-01-08,"9,455.00","8,305.85","13,902.78","18,645.85","6,598.15",86.8,"2,888.14",317.35,10.06,232.42
2008-01-09,"9,458.00","8,335.55","13,838.30","18,487.73","6,596.67",85.78,"2,889.95",319.82,10.07,233.54
2008-01-10,"9,458.00","8,451.75","13,972.22","18,511.18","6,597.12",86.32,"2,886.97",321.56,10.07,232.45
2008-01-11,"9,433.00","8,401.58","13,935.51","18,453.20","6,577.52",86.65,"2,896.55",319.17,10.05,232.65
2008-01-14,"9,434.00","8,483.70","14,021.46","18,445.31","6,599.02",87.18,"2,898.06",316.98,10.06,233.27
2008-01-15,"9,438.00","8,330.17","14,002.30","18,566.19","6,613.18",88.57,"2,890.08",316.45,10.1,233.81
2008-01-16,"9,437.00","8,316.95","13,852.99","18,564.89","6,601.96",87.84,"2,887.55",317.28,10.03,231.91
2008-01-17,"9,444.00","8,318.94","13,894.78","18,710.01","6,604.99",89.05,"2,883.77",311.01,9.94,232.31
2008-01-18,"9,442.00","8,322.85","13,843.16","18,513.25","6,583.25",88.6,"2,881.29",300.65,10.0,232.63
2008-01-21,"9,443.00","8,149.32","13,673.95","18,384.09","6,536.54",89.27,"2,877.62",302.73,9.94,230.31
2008-01-22,"9,322.00","8,184.20","13,786.89","18,481.95","6,568.63",88.55,"2,872.69",306.26,9.95,228.43
2008-01-23,"9,396.00","8,171.75","13,700.05","18,311.85","6,557.84",87.69,"2,874.55",300.21,9.86,227.85
2008-01-24,"9,380.00","8,247.17","13,795.92","18,480.27","6,554.74",87.24,"2,898.75",300.45,9.87,229.86
2008-01-25,"9,329.00","8,225.20","13,728.14","18,542.69","6,565.09",87.6,"2,881.36",300.16,9.85,229.45
2008-01-28,"9,351.00","8,298.82","13,799.93","18,522.04","6,577.40",87.33,"2,887.35",300.51,9.86,228.66
2008-01-29,"9,321.00","8,296.56","13,783.98","18,557.59","6,558.02",87.09,"2,882.62",297.55,9.9,230.49
2008-01-30,"9,300.00","8,302.94","13,805.40","18,465.26","6,543.97",87.4,"2,869.50",294.92,9.86,229.55
2008-01-31,"9,267.00","8,276.73","13,732.03","18,362.19","6,521.05",86.8,"2,855.82",294.09,9.8,229.14
2008-02-01,9195.0,8327.23,13631.9,18098.97,6514.01,86.44,2845.77,297.326,9.7641,228.328
2008-02-04,9220.0,8376.76,13679.75,18205.53,6522.9,86.45,2856.48,298.115,9.7972,227.497
2008-02-05,9205.0,8300.95,13548.94,18173.94,6506.99,86.6,2852.39,296.713,9.778,228.962
2008-02-06,9240.0,8279.5,13518.11,18124.72,6528.42,86.72,2858.03,296.84,9.7913,228.148
2008-02-07,9242.0,8263.02,13377.36,17937.6,6517.98,85.92,2855.69,291.291,9.7736,228.026
2008-02-08,9238.0,8281.53,13419.44,18000.5,6526.73,86.17,2863.34,294.606,9.781,228.03
2008-02-11,9267.0,8355.17,13423.27,18035.84,6517.68,86.42,2851.42,288.913,9.7696,226.484
2008-02-12,9278.0,8364.56,13503.86,18149.37,6542.32,86.29,2856.53,288.389,9.8083,226.961
2008-02-13,9260.0,8304.22,13502.34,18189.04,6528.56,85.53,2859.81,287.359,9.8053,226.408
2008-02-14,9254.0,8314.6,13499.46,18152.33,6501.32,85.53,2848.98,288.602,9.7526,224.918
2008-02-15,9165.0,8349.4,13485.64,18014.54,6501.51,85.2,2849.6,289.041,9.7206,225.692
2008-02-18,9157.0,8370.86,13427.28,17888.68,6489.34,84.64,2848.22,288.318,9.7024,225.418
2008-02-19,9165.0,8429.53,13509.99,17875.88,6488.88,85.12,2846.11,290.336,9.7089,225.937
2008-02-20,9190.0,8433.21,13511.4,17831.55,6509.31,84.93,2847.62,291.458,9.7021,224.908
2008-02-21,9175.0,8421.03,13577.95,17988.14,6499.08,85.33,2845.92,291.652,9.6647,225.394
2008-02-22,9174.0,8473.58,13604.69,18045.85,6524.69,85.62,2858.48,295.438,9.6808,226.249
2008-02-25,9118.0,8425.98,13479.78,17884.12,6466.76,84.12,2830.46,298.283,9.5911,224.031
2008-02-26,9094.0,8481.69,13601.95,18046.47,6466.95,84.66,2829.18,301.3,9.5999,224.537
2008-02-27,9060.0,8526.12,13689.04,17941.23,6481.25,85.02,2831.98,302.024,9.6504,224.808
2008-02-28,9085.0,8581.9,13744.33,17986.89,6486.2,85.85,2831.74,306.357,9.6511,224.304
2008-02-29,9071.0,8473.55,13819.41,18108.77,6524.3,87.76,2848.57,291.562,9.6523,225.347
2008-03-03,9121.0,8554.6,13843.69,18066.14,6544.24,87.98,2844.51,287.453,9.609,223.518
2008-03-04,9100.0,8431.89,13831.8,18055.46,6553.6,87.93,2857.59,288.704,9.6143,224.661
2008-03-05,9085.0,8502.59,13890.24,18126.74,6551.24,87.49,2860.29,288.345,9.5825,223.656
2008-03-06,9073.0,8448.31,14027.01,18325.73,6567.53,88.83,2880.61,289.249,9.5288,225.743
2008-03-07,9060.0,8418.62,13951.11,18292.64,6557.68,88.48,2868.2,288.484,9.4895,223.096
2008-03-10,9163.0,8459.3,14162.51,18544.91,6654.66,90.71,2884.38,292.924,9.5199,225.153
2008-03-11,9195.0,8484.59,14011.26,18329.38,6581.42,88.34,2862.12,289.269,9.4727,222.616
2008-03-12,9173.0,8568.15,14275.35,18606.94,6635.35,90.17,2880.48,290.753,9.4477,222.573
2008-03-13,9205.0,8730.42,14414.22,18745.27,6686.74,91.6,2920.96,293.445,9.4133,223.366
2008-03-14,9255.0,8664.88,14490.15,18675.82,6708.76,93.31,2921.94,295.562,9.267,223.579
2008-03-17,9285.0,8540.48,14573.38,18520.27,6711.1,95.19,2901.66,295.158,9.0744,222.343
2008-03-18,9225.0,8489.95,14312.04,18376.33,6651.18,91.74,2894.16,294.489,9.0918,220.551
2008-03-19,9210.0,8423.22,14394.39,18281.77,6625.08,93.0,2885.13,296.191,9.1021,221.968
2008-03-20,9185.0,8294.25,14230.16,18307.19,6633.83,92.67,2901.48,294.519,9.1403,221.48
2008-03-21,9195.0,8283.5,14174.29,18204.66,6626.27,92.24,2888.82,293.548,9.1658,221.459
2008-03-24,9205.0,8309.4,14142.88,18208.63,6602.35,91.02,2858.04,291.116,9.2552,220.964
2008-03-25,9190.0,8414.85,14351.05,18394.56,6641.08,91.7,2867.87,290.375,9.3276,221.766
2008-03-26,9195.0,8458.94,14570.85,18467.24,6668.12,92.75,2879.75,293.133,9.2557,221.18
2008-03-27,9210.0,8443.31,14500.81,18446.16,6663.77,92.24,2863.38,293.05,9.3034,219.594
2008-03-28,9204.0,8482.29,14603.4,18438.69,6697.1,93.18,2890.89,294.739,9.3324,220.763
2008-03-31,9229.0,8391.85,14508.71,18231.12,6680.48,92.18,2878.08,292.723,9.2591,221.006
2008-04-01,9228.0,8289.83,14262.93,18050.3,6629.18,89.68,2867.71,290.001,9.3319,219.803
2008-04-02,9210.0,8397.85,14407.13,18253.8,6660.63,89.72,2882.48,291.036,9.4225,221.727
2008-04-03,9225.0,8470.73,14497.54,18458.56,6680.4,90.41,2896.51,292.195,9.4665,223.363
2008-04-04,9220.0,8512.83,14526.17,18398.15,6685.99,90.97,2888.46,294.917,9.448,222.022
2008-04-07,9217.0,8507.18,14437.94,18272.47,6657.01,89.74,2885.41,292.083,9.4363,221.981
2008-04-08,9213.0,8578.14,14463.35,18130.63,6675.86,89.66,2887.84,289.949,9.4097,221.942
2008-04-09,9215.0,8565.88,14604.55,18231.82,6700.32,90.62,2903.23,290.234,9.4216,221.103
2008-04-10,9193.0,8568.79,14471.29,18116.21,6772.89,90.17,2920.35,292.105,9.4163,220.931
2008-04-11,9189.0,8531.49,14538.99,18105.87,6774.98,91.03,2921.05,291.304,9.4062,221.3
2008-04-14,9198.0,8518.53,14549.14,18183.33,6768.31,90.9,2908.0,291.563,9.3637,220.239
2008-04-15,9197.0,8525.6,14528.05,18056.9,6775.79,90.36,2906.04,290.972,9.2714,219.256
2008-04-16,9203.0,8638.55,14658.94,18129.38,6800.08,90.27,2919.03,291.999,9.29,219.878
2008-04-17,9197.0,8631.07,14644.23,18331.76,6813.98,89.8,2925.71,292.881,9.2055,219.363
2008-04-18,9190.0,8593.69,14542.8,18369.3,6784.23,88.69,2926.48,291.731,9.2139,219.505
2008-04-21,9189.0,8660.54,14614.16,18189.51,6790.88,88.93,2924.46,291.55,9.2633,219.383
2008-04-22,9193.0,8677.53,14688.19,18325.9,6802.7,89.15,2927.26,292.425,9.1873,219.173
2008-04-23,9215.0,8742.59,14632.34,18239.94,6818.94,89.1,2938.27,292.846,9.2946,220.072
2008-04-24,9218.0,8654.96,14445.88,18183.71,6781.54,88.35,2931.02,291.368,9.2438,219.692
2008-04-25,9230.0,8614.36,14425.56,18326.62,6778.55,88.38,2926.21,291.467,9.2736,219.868
2008-04-28,9244.0,8652.89,14427.92,18350.75,6772.01,88.44,2917.71,290.701,9.2497,218.598
2008-04-29,9228.0,8620.36,14373.88,18179.87,6779.79,88.74,2929.93,291.108,9.1978,219.188
2008-04-30,9232.0,8700.48,14405.92,18321.02,6798.65,88.74,2919.42,290.75,9.1934,218.533
2008-05-01,9232.0,8615.75,14283.42,18227.4,6778.3,88.38,2920.23,292.744,9.202,218.111
2008-05-02,9235.0,8618.41,14222.0,18181.04,6761.01,87.48,2914.81,291.716,9.1252,218.016
2008-05-05,9226.0,8729.04,14287.77,18183.68,6783.65,87.93,2922.35,291.035,9.1328,219.159
2008-05-06,9219.0,8761.45,14329.19,18208.3,6790.58,88.05,2929.51,291.221,9.0912,217.961
2008-05-07,9230.0,8718.72,14247.6,18081.95,6773.03,88.37,2912.41,291.775,8.9617,218.489
2008-05-08,9268.0,8732.6,14246.68,18086.58,6737.77,89.21,2885.46,289.904,8.8948,218.189
2008-05-09,9250.0,8731.65,14329.21,18085.44,6785.68,90.02,2894.76,289.161,8.8606,217.337
2008-05-12,9256.0,8751.55,14363.66,18084.44,6772.02,89.01,2881.47,287.072,8.867,216.759
2008-05-13,9248.0,8717.05,14345.32,18035.25,6756.08,88.5,2881.35,286.909,8.8666,217.072
2008-05-14,9290.0,8683.69,14382.62,18087.16,6739.43,88.49,2846.86,286.355,8.8693,217.173
2008-05-15,9302.0,8741.48,14358.91,18100.61,6753.86,88.74,2846.24,286.664,8.899,218.193
2008-05-16,9290.0,8904.89,14518.69,18245.3,6815.61,89.56,2883.0,287.793,8.9788,218.382
2008-05-19,9294.0,8876.16,14440.13,18143.32,6783.99,89.24,2877.01,288.909,8.9428,218.033
2008-05-20,9280.0,8896.74,14519.95,18266.29,6795.8,89.5,2857.8,290.047,8.8819,215.477
2008-05-21,9308.0,8942.62,14676.24,18334.04,6846.45,90.17,2883.48,291.699,8.924,215.167
2008-05-22,9320.0,8910.97,14668.18,18467.23,6853.85,89.59,2906.35,291.91,8.9492,214.405
2008-05-23,9335.0,8949.8,14706.41,18470.6,6868.89,90.25,2900.24,290.927,8.9056,215.08
2008-05-26,9355.0,8985.35,14744.95,18534.5,6863.65,90.39,2895.19,291.493,8.9158,214.745
2008-05-27,9351.0,8961.98,14672.02,18482.14,6855.35,89.69,2884.2,290.42,8.9861,215.562
2008-05-28,9300.0,8954.51,14545.66,18424.22,6817.44,88.83,2874.36,287.262,8.9986,213.548
2008-05-29,9306.0,8876.6,14419.0,18363.08,6797.15,88.06,2857.36,285.946,9.015,211.437
2008-05-30,9315.0,8871.22,14434.57,18395.28,6813.01,87.95,2869.3,285.627,9.025,213.653
2008-06-02,9320.0,8889.07,14456.71,18303.86,6825.35,89.1,2887.53,285.781,9.0931,213.709
2008-06-03,9318.0,8867.31,14379.25,18281.11,6830.27,88.59,2888.61,285.513,9.1584,212.849
2008-06-04,9310.0,8920.27,14371.49,18226.19,6824.59,88.46,2872.55,284.929,9.1413,212.011
2008-06-05,9328.0,8917.77,14501.02,18212.19,6811.44,87.79,2858.03,282.418,9.0843,211.484
2008-06-06,9324.0,9010.36,14768.21,18447.15,6862.93,89.2,2872.49,282.705,9.0742,212.283
2008-06-09,9340.0,8891.12,14640.43,18481.01,6850.94,88.02,2869.46,283.226,9.0533,211.142
2008-06-10,9330.0,8816.23,14413.43,18212.54,6783.51,86.74,2853.19,282.515,9.0731,210.208
2008-06-11,9315.0,8826.04,14492.13,18297.95,6795.48,87.13,2851.9,281.742,9.0442,210.384
2008-06-12,9316.0,8693.2,14365.43,18110.78,6750.83,86.2,2840.66,281.246,9.0109,209.951
2008-06-13,9319.0,8742.0,14319.7,18132.62,6744.43,86.05,2844.05,279.837,8.9155,209.638
2008-06-16,9325.0,8755.13,14408.85,18215.05,6783.74,86.03,2849.71,279.749,8.9541,209.272
2008-06-17,9308.0,8762.67,14401.19,18168.37,6792.63,86.03,2866.92,280.415,9.0834,210.764
2008-06-18,9287.0,8789.55,14416.01,18187.87,6778.92,86.02,2848.81,278.513,9.0079,210.231
2008-06-19,9290.0,8834.81,14404.76,18325.1,6786.09,86.02,2851.09,278.008,9.0556,209.057
2008-06-20,9260.0,8841.39,14475.49,18328.37,6796.37,86.42,2850.23,278.2,9.0073,209.386
2008-06-23,9268.0,8832.07,14390.67,18225.1,6771.58,85.99,2842.3,277.138,8.9417,208.616
2008-06-24,9264.0,8853.29,14427.64,18266.71,6775.49,85.96,2848.59,276.274,8.9826,208.188
2008-06-25,9248.0,8859.38,14458.61,18228.66,6756.23,85.6,2830.35,274.919,8.8951,207.487
2008-06-26,9230.0,8794.32,14497.55,18301.24,6738.93,86.14,2828.03,273.921,8.8217,207.652
2008-06-27,9213.0,8849.98,14545.35,18373.44,6757.16,86.77,2823.64,274.762,8.85,205.718
2008-06-30,9228.0,8844.14,14534.36,18380.96,6784.83,86.86,2824.43,275.898,8.8097,205.903
2008-07-01,9220.0,8805.1,14560.22,18392.98,6773.69,86.88,2813.6,276.175,8.7889,204.469
2008-07-02,9225.0,8859.1,14627.78,18355.48,6776.55,86.96,2813.5,276.457,8.8664,204.508
2008-07-03,9210.0,8844.04,14463.38,18266.7,6761.38,86.29,2821.91,275.956,8.8134,203.761
2008-07-04,9215.0,8875.3,14468.83,18260.48,6764.34,86.27,2819.5,274.904,8.7683,202.975
2008-07-07,9212.0,8803.6,14474.98,18186.97,6753.76,85.86,2818.47,273.575,8.8661,202.031
2008-07-08,9208.0,8777.43,14424.23,18128.79,6752.01,85.62,2822.32,273.227,8.9584,201.709
2008-07-09,9184.0,8775.23,14436.33,18186.39,6750.1,85.89,2829.16,272.755,9.2133,201.794
2008-07-10,9168.0,8810.04,14459.72,18116.46,6735.55,85.53,2824.67,271.942,9.1705,201.087
2008-07-11,9158.0,8846.48,14590.73,18206.55,6754.47,86.12,2832.18,271.986,9.1545,200.999
2008-07-14,9145.0,8870.13,14520.77,18211.73,6748.24,85.99,2829.3,271.183,9.0912,201.417
2008-07-15,9146.0,8955.24,14551.52,18340.3,6782.87,87.33,2842.93,273.312,9.0679,201.854
2008-07-16,9144.0,8909.67,14465.42,18270.86,6776.14,86.93,2834.11,273.0,9.0666,202.145
2008-07-17,9150.0,8883.01,14490.39,18306.08,6756.16,85.96,2830.19,273.177,9.0344,205.166
2008-07-18,9148.0,8870.54,14489.41,18275.02,6758.83,85.48,2817.96,274.401,9.0257,206.715
2008-07-21,9155.0,8942.42,14572.41,18337.95,6775.0,85.97,2827.31,274.341,8.9871,206.219
2008-07-22,9155.0,8870.84,14417.63,18191.11,6724.35,85.09,2821.88,273.608,9.002,205.721
2008-07-23,9143.0,8794.58,14350.32,18280.8,6699.04,84.73,2823.62,273.862,9.0577,208.579
2008-07-24,9138.0,8761.65,14331.71,18162.71,6713.43,85.17,2810.45,273.331,9.0635,206.719
2008-07-25,9133.0,8733.0,14347.81,18190.27,6714.58,84.68,2811.39,273.05,9.0386,207.615
2008-07-28,9118.0,8724.58,14353.43,18181.46,6689.78,84.86,2792.16,272.52,9.0641,207.192
2008-07-29,9128.0,8683.78,14205.8,18034.17,6659.61,84.3,2792.19,272.193,9.0389,206.258
2008-07-30,9123.0,8613.91,14207.92,18077.25,6668.13,84.36,2796.45,272.381,8.9961,206.86
2008-07-31,9098.0,8569.76,14191.47,18044.02,6651.31,84.3,2794.16,271.331,8.9849,205.618
2008-08-01,9093.0,8458.49,14166.35,17976.9,6633.39,84.52,2790.1,271.54,8.9675,205.685
2008-08-04,9098.0,8440.36,14146.44,17820.7,6617.12,83.88,2779.92,271.166,8.9254,204.954
2008-08-05,9083.0,8293.93,13994.37,17699.83,6556.5,83.57,2763.58,269.43,8.8952,206.041
2008-08-06,9073.0,8257.36,14005.1,17704.48,6571.6,82.78,2773.9,270.281,8.9514,207.808
2008-08-07,9105.0,8277.27,13990.5,17746.83,6566.81,83.42,2773.47,271.713,8.9681,206.697
2008-08-08,9165.0,8248.95,13928.92,17830.61,6604.06,84.23,2768.72,275.565,8.9604,207.064
2008-08-11,9175.0,8126.63,13709.92,17572.1,6507.9,83.55,2772.08,272.77,8.9116,207.236
2008-08-12,9175.0,8022.18,13709.99,17423.02,6521.13,84.06,2765.33,273.12,8.883,205.999
2008-08-13,9177.0,8049.77,13732.93,17217.49,6556.74,84.04,2774.68,273.349,8.8593,205.274
2008-08-14,9183.0,8006.31,13610.54,17165.6,6506.61,83.66,2756.76,272.461,8.8274,204.546
2008-08-15,9186.0,7972.87,13520.3,17176.98,6490.17,83.3,2751.05,272.665,8.848,203.504
2008-08-18,9190.0,7973.5,13496.89,17131.86,6501.51,83.41,2754.74,271.665,8.7975,202.748
2008-08-19,9193.0,8016.2,13586.07,17167.98,6514.58,83.8,2748.84,269.807,8.7484,201.722
2008-08-20,9160.0,8002.2,13507.47,17055.9,6481.62,83.37,2750.32,268.372,8.7521,200.328
2008-08-21,9151.0,8074.28,13659.11,17218.86,6528.17,84.54,2745.54,270.19,8.7077,201.375
2008-08-22,9151.0,7919.9,13519.42,16933.67,6471.26,83.01,2736.53,269.141,8.5929,200.549
2008-08-25,9165.0,7912.51,13529.52,16996.61,6462.1,83.91,2719.15,268.945,8.5005,201.052
2008-08-26,9180.0,7858.36,13456.86,16894.42,6435.71,83.77,2708.41,268.23,8.4331,199.565
2008-08-27,9165.0,7870.9,13496.38,16824.64,6463.11,83.7,2712.34,269.006,8.4712,200.811
2008-08-28,9150.0,7891.9,13456.62,16739.92,6457.41,83.56,2700.96,268.315,8.4477,200.768
2008-08-29,9153.0,7854.96,13421.99,16661.25,6462.85,84.08,2694.95,267.315,8.3982,198.762
2008-09-01,9161.0,7789.48,13387.79,16501.28,6432.36,84.71,2696.5,267.056,8.2075,197.947
2008-09-02,9206.0,7717.52,13372.92,16429.71,6430.78,84.8,2697.32,268.045,8.1486,198.641
2008-09-03,9207.0,7709.31,13366.78,16384.4,6424.64,85.14,2679.65,267.868,8.0856,198.29
2008-09-04,9216.0,7582.7,13201.69,16298.15,6412.03,86.06,2712.92,267.441,8.275,199.861
2008-09-05,9364.0,7640.09,13358.21,16536.59,6522.14,86.92,2707.82,270.017,8.38,200.15
2008-09-08,9290.0,7584.82,13124.21,16333.68,6484.94,85.82,2705.03,268.887,8.59,199.805
2008-09-09,9324.0,7481.64,13177.6,16417.05,6495.53,87.28,2701.85,270.016,8.455,198.825
2008-09-10,9340.0,7486.43,13075.76,16373.72,6491.42,86.71,2697.51,269.631,8.51,198.36
2008-09-11,9440.0,7620.91,13212.69,16592.45,6569.47,88.1,2714.19,271.812,8.5,200.13
2008-09-12,9450.0,7783.26,13433.64,16950.7,6593.41,87.55,2731.36,272.414,8.49,201.305
2008-09-15,9461.0,7631.21,13477.07,17017.48,6639.13,90.41,2739.02,274.047,8.5348,201.025
2008-09-16,9455.0,7567.79,13362.74,16864.18,6585.19,89.51,2735.43,276.043,8.155,200.57
2008-09-17,9405.0,7444.29,13473.13,17093.35,6580.15,89.89,2721.88,274.529,8.42,199.7
2008-09-18,9410.0,7572.47,13501.47,17106.91,6571.92,89.26,2719.73,275.612,8.1557,200.405
2008-09-19,9370.0,7816.92,13551.12,17161.15,6559.68,87.2,2711.5,274.421,8.22,201.4
2008-09-22,9305.0,7854.82,13750.92,17257.51,6607.03,88.19,2718.37,274.566,8.145,200.735
2008-09-23,9325.0,7767.26,13661.58,17272.92,6580.35,88.34,2734.21,276.012,8.12,200.495
2008-09-24,9345.0,7795.6,13663.55,17256.24,6565.39,88.07,2726.75,275.097,8.09,201.02
2008-09-25,9380.0,7836.52,13703.0,17234.11,6591.95,88.04,2731.78,276.371,8.09,201.7
2008-09-26,9385.0,7800.58,13716.41,17312.74,6572.48,88.52,2731.77,276.845,8.08,200.81
2008-09-29,9451.0,7603.81,13645.58,17093.55,6602.17,90.72,2736.51,277.809,7.93,201.537
2008-09-30,9506.0,7532.17,13395.75,16927.4,6622.82,89.58,2765.55,280.754,7.8848,202.074
2008-10-01,9506.0,7481.73,13308.75,16815.29,6609.3,89.88,2764.32,279.541,7.9942,202.074
2008-10-02,9478.0,7340.87,13128.7,16760.66,6551.31,90.2,2756.07,278.722,7.7709,202.529
2008-10-03,9478.0,7353.73,13085.97,16837.42,6555.47,90.22,2738.8,278.301,7.725,201.667
2008-10-06,9599.0,6933.0,12961.81,16739.78,6548.09,94.26,2751.4,278.784,7.55,201.94
2008-10-07,9555.0,6743.92,12985.24,16679.92,6511.3,94.15,2739.52,277.279,7.185,202.01
2008-10-08,9688.0,6436.95,13227.27,16766.53,6599.01,97.71,2769.78,282.129,6.89,202.212
2008-10-09,9620.0,6580.59,13087.29,16448.04,6523.7,96.4,2750.54,280.064,6.94,202.911
2008-10-10,9865.0,6344.68,13231.92,16813.91,6657.01,97.99,2806.72,287.279,7.545,207.015
2008-10-13,9839.0,6871.56,13359.14,17054.92,6732.02,96.44,2809.73,287.361,7.92,207.785
2008-10-14,9765.0,6803.77,13299.2,16985.97,6672.83,95.66,2785.08,286.785,8.075,206.545
2008-10-15,9818.0,6493.63,13255.28,16957.15,6645.91,98.22,2794.17,287.245,7.895,206.553
2008-10-16,9908.0,6841.98,13331.46,17145.54,6701.62,97.54,2809.79,289.164,7.18,205.797
2008-10-17,9808.0,6757.37,13152.35,16957.9,6624.23,96.44,2779.67,286.686,7.345,204.155
2008-10-20,9759.0,6873.29,13022.92,16739.16,6610.14,95.81,2769.12,284.606,7.46,202.884
2008-10-21,9845.0,6606.0,12860.77,16444.84,6635.56,98.31,2787.86,286.447,7.445,203.54
2008-10-22,9895.0,6627.49,12651.04,16005.99,6560.88,100.76,2775.16,285.469,7.27,201.894
2008-10-23,9945.0,6657.43,12861.86,16132.28,6620.08,102.2,2785.33,287.953,7.055,203.875
2008-10-24,10195.0,6345.64,12869.41,16225.1,6761.52,108.1,2846.78,294.148,7.03,207.95
2008-10-27,10663.0,6629.91,13773.24,17144.29,7374.37,118.8,3051.26,315.39,7.2513,219.658
2008-10-28,11000.0,7086.41,14016.93,17570.69,7427.43,112.74,3044.71,316.638,7.4796,219.824
2008-10-29,10800.0,7413.22,14383.13,18170.73,7457.19,113.99,3054.71,318.216,7.5974,222.269
2008-10-30,10700.0,7164.44,13561.29,17282.53,7233.03,106.56,3040.16,301.115,8.4925,219.267
2008-10-31,11050.0,7212.31,13749.52,17362.74,7282.25,109.68,3109.79,307.537,8.3931,224.369
2008-11-03,11000.0,7643.36,14288.33,17882.6,7642.16,114.0,3099.04,323.773,8.9101,231.165
2008-11-04,10925.0,7509.55,13953.57,17149.34,7294.27,107.8,3060.17,311.264,8.6647,222.917
2008-11-05,11000.0,7548.22,14348.24,17620.37,7461.86,113.09,3095.36,316.433,8.5555,228.148
2008-11-06,11025.0,7319.98,13989.84,17185.05,7318.75,112.53,3105.38,314.65,8.1017,226.571
2008-11-07,11150.0,7481.99,14117.28,17363.49,7414.57,112.99,3096.85,317.859,8.2069,226.231
2008-11-10,11115.0,7466.62,14214.02,17403.52,7486.33,113.76,3114.87,319.196,8.2624,225.329
2008-11-11,11325.0,7474.83,14243.79,17498.49,7561.48,116.48,3179.47,325.469,8.5665,231.076
2008-11-12,11550.0,7524.72,14692.79,17581.89,7783.29,123.67,3225.27,335.922,8.3327,236.003
2008-11-13,11913.0,7860.88,15072.16,17514.78,7813.55,120.77,3266.61,337.242,8.5175,241.487
2008-11-14,11755.0,7501.23,14590.0,17061.86,7625.73,119.21,3219.3,331.296,8.1103,236.24
2008-11-17,11850.0,7788.05,15179.43,17985.03,7882.33,124.44,3346.76,342.862,8.2409,238.601
2008-11-18,11975.0,7860.55,15205.61,18024.73,7902.95,124.19,3318.78,344.151,8.3739,242.075
2008-11-19,12010.0,7790.48,14926.14,17867.04,7809.69,124.85,3351.8,341.299,8.1835,237.478
2008-11-20,12480.0,7692.33,15691.42,18556.37,8239.0,134.44,3353.11,360.256,8.3056,246.804
2008-11-21,12400.0,7842.45,15607.91,18506.42,8113.98,129.24,3395.45,351.208,8.3688,247.091
2008-11-24,12650.0,8073.83,15997.57,18911.92,8188.6,126.87,3433.99,350.259,8.5329,251.079
2008-11-25,12650.0,8050.42,16199.69,19186.99,8227.21,130.21,3390.89,353.309,8.1795,248.938
2008-11-26,12550.0,8019.0,15843.02,18851.07,8145.74,128.58,3362.57,348.989,8.1948,249.517
2008-11-27,12375.0,8144.66,16001.59,19103.17,8215.23,130.25,3319.3,350.31,8.3362,247.028
2008-11-28,12360.0,8020.75,15546.82,18830.75,8120.5,128.2,3383.98,345.315,8.2694,250.128
2008-12-01,12400.0,8050.53,15853.61,18718.55,8218.98,134.91,3427.97,351.651,8.4698,256.423
2008-12-02,12375.0,7745.76,15326.32,17960.02,7887.08,129.32,3315.46,338.636,8.2495,249.697
2008-12-03,12235.0,7884.17,15450.88,17961.53,7974.86,130.23,3283.87,341.64,8.2879,247.455
2008-12-04,11968.0,7731.91,15340.5,17616.54,7861.54,130.07,3279.98,336.752,7.9889,241.071
2008-12-05,11750.0,7405.93,14567.22,16814.89,7515.39,123.29,3230.53,320.731,7.9258,239.006
2008-12-08,11650.0,7742.03,15100.17,17378.25,7753.53,125.51,3216.19,328.829,8.0369,239.675
2008-12-09,10925.0,7246.81,14221.92,16225.78,7302.2,119.41,3008.99,310.92,7.6212,226.792
2008-12-10,10925.0,7151.51,14194.21,16114.07,7265.5,117.49,3015.55,307.959,7.9072,228.271
2008-12-11,11030.0,7423.96,14758.13,16614.75,7425.59,120.87,3076.79,315.359,8.1614,230.729
2008-12-12,11125.0,7506.62,15107.26,17106.05,7673.92,123.99,3161.2,322.582,8.249,231.325
2008-12-15,11150.0,7488.34,15330.51,17136.77,7590.94,123.55,3077.21,321.15,8.1752,233.327
2008-12-16,11108.0,7706.44,15551.67,17294.23,7602.24,124.66,3142.76,318.472,8.3889,234.461
2008-12-17,10980.0,7667.5,15510.31,16924.07,7597.09,124.88,3086.62,315.16,8.3379,232.275
2008-12-18,11075.0,7527.89,15615.92,16456.0,7603.23,122.6,3168.12,318.009,8.3901,234.942
2008-12-19,10978.0,7537.72,15404.29,16532.54,7586.67,124.0,3192.8,321.016,8.3771,234.113
2008-12-22,11050.0,7611.82,15738.81,16508.21,7697.85,123.3,3215.39,326.98,8.5838,236.09
2008-12-23,11000.0,7484.68,15323.13,16199.14,7580.59,120.89,3212.8,317.598,8.243,235.66
