tanggal_lelang_pricing,tanggal_setelmen,metode,seri,code,jatuh_tempo,kupon_imbalan,lowest_incoming_yield_price,way_incoming,highest_incoming_yield_price,lowest_awarded_yield_price,way_awarded,highest_awarded_yield_price,target_penerbitan,total_penawaran,jumlah_penawaran_per_lelang,total_penawaran_memenuhi_benchmark,jumlah_penawaran_memenuhi_benchmark_per_lelang,total_penawaran_diterima,jumlah_penawaran_diterima_per_lelang,bid_to_cover_ratio,owners_estimate,tenor,,
2024-12-10,2024-12-12,Lelang,FR0103,bm10,2035-07-15,0.0675,0.0698,0.0703953,0.0719,0.0698,0.0702318,0.0705,22000000,16313500,38980600,13750000,24700000,11150000,22000000,1.4630941704035874,0.0703,10.5927447,,
2024-12-10,2024-12-12,Lelang,FR0098,bm15,2038-06-15,0.07125,0.0703,0.0710137,0.072,0.0703,0.0708881,0.0712,22000000,3398400,38980600,2650000,24700000,2600000,22000000,1.307076923076923,0.0709,13.51067713,,
2024-12-10,2024-12-12,Lelang,FR0097,bm20,2043-06-15,0.07125,0.0709,0.071343,0.0725,0.0709,0.0709992,0.071,22000000,2515300,38980600,1200000,24700000,1150000,22000000,2.187217391304348,0.071,18.51060917,,
2024-12-10,2024-12-12,Lelang,FR0102,bm30,2054-07-15,0.06875,0.0705,0.0714685,0.0721,0.0705,0.0710797,0.0713,22000000,1672300,38980600,300000,24700000,300000,22000000,5.574333333333334,0.0711,29.59277577,,
2024-12-10,2024-12-12,Lelang,FR0105,bm40,2064-07-15,0.06875,0.0708,0.0716728,0.0718,0.0708,0.0712254,0.0715,22000000,2132100,38980600,100000,24700000,100000,22000000,21.321,0.0713,39.59281517,,
2025-01-07,2025-01-09,Lelang,SPN03250409,spn03m,2025-04-09,Diskonto,0.066,0.0662097,0.0725,0,0,0,28000000,1031000,31655300,0,26200000,0,26200000,0,0.065,0.252054795,,
2025-01-07,2025-01-09,Lelang,SPN12260108,spn12m,2026-01-08,Diskonto,0.0665,0.067084,0.073,0.0665,0.0665,0.0665,28000000,1711000,31655300,1600000,26200000,1600000,26200000,1.069375,0.0665,1.002739726,,
2025-01-07,2025-01-09,Lelang,FR0104,bm05,2030-07-15,0.065,0.0693,0.0703326,0.0711,0.0693,0.0701997,0.0705,28000000,9701100,31655300,7100000,26200000,7100000,26200000,1.3663521126760565,0.0702,5.518028298,,
2025-01-07,2025-01-09,Lelang,FR0103,bm10,2035-07-15,0.0675,0.0701,0.0710511,0.072,0.0701,0.0709969,0.0715,28000000,6203400,31655300,5700000,26200000,5700000,26200000,1.088315789473684,0.071,10.51804829,,
2025-01-07,2025-01-09,Lelang,FR0106,bm15,2040-08-15,0.07125,0.0706,0.0715267,0.0725,0.0706,0.0714959,0.072,28000000,6458100,31655300,5950000,26200000,5950000,26200000,1.0853949579831932,0.0715,15.60301164,,
2025-01-07,2025-01-09,Lelang,FR0107,bm20,2045-08-15,0.07125,0.071,0.0718153,0.0725,0.071,0.0717981,0.0722,28000000,5616400,31655300,5500000,26200000,5500000,26200000,1.0211636363636365,0.0718,20.6029987,,
2025-01-07,2025-01-09,Lelang,FR0102,bm30,2054-07-15,0.06875,0.0706,0.0713924,0.0722,0.0706,0.0710773,0.0714,28000000,563000,31655300,350000,26200000,350000,26200000,1.6085714285714283,0.0711,29.51811627,,
2025-01-07,2025-01-09,Lelang,FR0105,bm40,2064-07-15,0.06875,0.0712,0.0718114,0.0722,0,0,0,28000000,371300,31655300,0,26200000,0,26200000,0,0.0711,39.51813826,,
2025-01-21,2025-01-23,Lelang,SPN03250423,spn03m,2025-04-23,Diskonto,0.065,0.0655,0.066,0,0,0,26000000,2510000,54465400,0,29842000,0,26000000,2.461075268817204,0.0645,0.252054795,,
2025-01-21,2025-01-23,Lelang,SPN12260108,spn12m,2026-01-08,Diskonto,0.0645,0.0646818,0.065,0.0645,0.0645,0.0645,26000000,2792000,54465400,2792000,29842000,2750000,26000000,1.015272727272727,0.0665,0.964383562,,
2025-01-21,2025-01-23,Lelang,FR0104,bm05,2030-07-15,0.065,0.0685,0.069418,0.071,0.0685,0.0691155,0.0693,26000000,20346600,54465400,12700000,29842000,8900000,26000000,2.286134831460674,0.0692,5.479689639,,
2025-01-21,2025-01-23,Lelang,FR0103,bm10,2035-07-15,0.0675,0.0709,0.0714368,0.0729,0.0709,0.071199,0.0714,26000000,15039400,54465400,7800000,29842000,7800000,26000000,1.9281282051282047,0.0712,10.47971123,,
2025-01-21,2025-01-23,Lelang,FR0106,bm15,2040-08-15,0.07125,0.0723,0.0731494,0.074,0.0723,0.0729986,0.0732,26000000,5968500,54465400,3800000,29842000,3800000,26000000,1.570657894736842,0.073,15.56468172,,
2025-01-21,2025-01-23,Lelang,FR0107,bm20,2045-08-15,0.07125,0.0723,0.0731648,0.0738,0.0723,0.0728983,0.0731,26000000,5512900,54465400,2300000,29842000,2300000,26000000,2.396913043478261,0.0729,20.56466754,,
2025-01-21,2025-01-23,Lelang,FR0102,bm30,2054-07-15,0.06875,0.0717,0.0728354,0.0739,0.0717,0.0723152,0.0725,26000000,359500,54465400,150000,29842000,150000,26000000,2.3966666666666665,0.0724,29.47978461,,
2025-01-21,2025-01-23,Lelang,FR0105,bm40,2064-07-15,0.06875,0.0719,0.0731321,0.074,0.0719,0.0722681,0.0725,26000000,1936500,54465400,300000,29842000,300000,26000000,6.455,0.0723,39.47980835,,
2025-02-04,2025-02-06,Lelang,SPN03250507,spn03m,2025-05-07,Diskonto,0.0719,0.0731321,0.074,0.0719,0.0722681,0.0725,28000000,1000000,77077000,300000,34374300,300000,28000000,6.455,0.0625,0.252054795,,
2025-02-04,2025-02-06,Lelang,SPN12260205,spn12m,2026-02-05,Diskonto,0.064,0.0644237,0.0658,0.064,0.064,0.064,28000000,4924300,77077000,4924300,34374300,2000000,28000000,2.46215,0.0645,1.002739726,,
2025-02-04,2025-02-06,Lelang,FR0104,bm05,2030-07-15,0.065,0.0684,0.0688501,0.071,0.0684,0.0685951,0.0687,28000000,31307500,77077000,10950000,34374300,10450000,28000000,2.995933014354067,0.0686,5.441350981,,
2025-02-04,2025-02-06,Lelang,FR0103,bm10,2035-07-15,0.0675,0.0703,0.070791,0.072,0.0703,0.0705477,0.0706,28000000,19318800,77077000,9650000,34374300,6750000,28000000,2.8620444444444444,0.0706,10.44137416,,
2025-02-04,2025-02-06,Lelang,FR0106,bm15,2040-08-15,0.07125,0.072,0.0729461,0.0736,0.072,0.0726995,0.0728,28000000,11155900,77077000,3950000,34374300,3950000,28000000,2.824278481012658,0.0727,15.52635181,,
2025-02-04,2025-02-06,Lelang,FR0107,bm20,2045-08-15,0.07125,0.0724,0.07298,0.0739,0.0724,0.0728,0.0729,28000000,6395800,77077000,3300000,34374300,3300000,28000000,1.938121212121212,0.0728,20.52633638,,
2025-02-04,2025-02-06,Lelang,FR0102,bm30,2054-07-15,0.06875,0.0709,0.0724175,0.0737,0.0709,0.0715649,0.0717,28000000,1284000,77077000,250000,34374300,250000,28000000,5.136,0.0716,29.44145295,,
2025-02-04,2025-02-06,Lelang,FR0105,bm40,2064-07-15,0.06875,0.0719,0.072224,0.0742,0.0719,0.0720766,0.0723,28000000,1690700,77077000,1350000,34374300,1300000,28000000,1.3005384615384616,0.0721,39.44147844,,
2025-02-18,2025-02-20,Lelang,SPN03250521,spn03m,2025-05-21,Diskonto,0.0625,0.0637018,0.064,0,0,0,28000000,1570000,84003000,0,36615000,1300000,30000000,2.461075268817204,0.062,0.252054795,,
2025-02-18,2025-02-20,Lelang,SPN12260205,spn12m,2026-02-05,Diskonto,0.0625,0.0630253,0.064,0.0625,0.0625,0.0625,28000000,5015000,84003000,5015000,36615000,2000000,30000000,2.5075,0.0635,0.964383562,,
2025-02-18,2025-02-20,Lelang,FR0104,bm05,2030-07-15,0.065,0.065,0.0658414,0.067,0.065,0.0654998,0.0656,28000000,37331000,84003000,8650000,36615000,8650000,30000000,4.315722543352601,0.0655,5.403012323,,
2025-02-18,2025-02-20,Lelang,FR0103,bm10,2035-07-15,0.0675,0.0675,0.068162,0.0695,0.0675,0.0678438,0.068,28000000,21331000,84003000,13100000,36615000,9500000,30000000,2.2453684210526315,0.0679,10.40303709,,
2025-02-18,2025-02-20,Lelang,FR0106,bm15,2040-08-15,0.07125,0.0694,0.0702277,0.0713,0.0694,0.0698972,0.0702,28000000,8364000,84003000,3800000,36615000,3800000,30000000,2.201052631578947,0.0699,15.4880219,,
2025-02-18,2025-02-20,Lelang,FR0107,bm20,2045-08-15,0.07125,0.0697,0.0705611,0.0711,0.0697,0.0702966,0.0705,28000000,5796300,84003000,2700000,36615000,2700000,30000000,2.146777777777778,0.0703,20.48800522,,
2025-02-18,2025-02-20,Lelang,FR0102,bm30,2054-07-15,0.06875,0.0699,0.0706202,0.0709,0.0699,0.0703907,0.0706,28000000,1619400,84003000,650000,36615000,650000,30000000,2.491384615384616,0.0704,29.40312129,,
2025-02-18,2025-02-20,Lelang,FR0105,bm40,2064-07-15,0.06875,0.0703,0.0712263,0.0725,0.0703,0.071198,0.0714,28000000,2976300,84003000,2700000,36615000,2700000,30000000,1.1023333333333334,0.0712,39.40314853,,
2025-03-04,2025-03-06,Lelang,SPN03250604,spn03m,2025-06-04,Diskonto,0.0703,0.0712263,0.0725,0.0703,0.071198,0.0714,26000000,1000000,75783300,0,43650000,2700000,30000000,1.1023333333333334,0.06,0.252054795,,
2025-03-04,2025-03-06,Lelang,SPN12260305,spn12m,2026-03-05,Diskonto,0.0625,0.0630556,0.064,0.0625,0.0625,0.0625,26000000,4960000,75783300,4850000,43650000,2000000,30000000,2.48,0.0625,1.002739726,,
2025-03-04,2025-03-06,Lelang,FR0104,bm05,2030-07-15,0.065,0.0665,0.066975,0.069,0.0665,0.0666025,0.0667,26000000,42007000,75783300,20500000,43650000,9850000,30000000,4.2646700507614215,0.0667,5.364673665,,
2025-03-04,2025-03-06,Lelang,FR0103,bm10,2035-07-15,0.0675,0.0684,0.0688828,0.07,0.0684,0.0686998,0.0689,26000000,17391400,75783300,11250000,43650000,11250000,30000000,1.5459022222222225,0.0687,10.36470002,,
2025-03-04,2025-03-06,Lelang,FR0106,bm15,2040-08-15,0.07125,0.0697,0.0702282,0.0712,0.0697,0.0700973,0.0703,26000000,4332900,75783300,3100000,43650000,3100000,30000000,1.397709677419355,0.0701,15.44969199,,
2025-03-04,2025-03-06,Lelang,FR0107,bm20,2045-08-15,0.07125,0.0698,0.0702371,0.071,0.0698,0.0701725,0.0704,26000000,2593400,75783300,2400000,43650000,2250000,30000000,1.1526222222222222,0.0702,20.44967405,,
2025-03-04,2025-03-06,Lelang,FR0102,bm30,2054-07-15,0.06875,0.0699,0.070461,0.071,0.0699,0.0701943,0.0703,26000000,918100,75783300,250000,43650000,250000,30000000,3.6724,0.0702,29.36478963,,
2025-03-04,2025-03-06,Lelang,FR0105,bm40,2064-07-15,0.06875,0.07,0.0714375,0.0716,0.07,0.0712976,0.0715,26000000,2580500,75783300,1300000,43650000,1300000,30000000,1.985,0.0713,39.36481862,,
2025-03-18,2025-03-20,Lelang,SPN03250618,spn03m,2025-06-18,Diskonto,0.07,0.0714375,0.0716,0.07,0.0712976,0.0715,26000000,2000000,61757500,0,41530000,1300000,28000000,1.985,0.06,0.252054795,,
2025-03-18,2025-03-20,Lelang,SPN12260305,spn12m,2026-03-05,Diskonto,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,26000000,5150000,61757500,5150000,41530000,2000000,28000000,2.575,0.0625,0.964383562,,
2025-03-18,2025-03-20,Lelang,FR0104,bm05,2030-07-15,0.065,0.0667,0.0672738,0.0687,0.0667,0.0670023,0.0671,26000000,34662000,61757500,22850000,41530000,12700000,28000000,2.7292913385826774,0.0671,5.326335007,,
2025-03-18,2025-03-20,Lelang,FR0103,bm10,2035-07-15,0.0675,0.0696,0.0703857,0.0712,0.0696,0.0701985,0.0704,26000000,12727200,61757500,7150000,41530000,7150000,28000000,1.780027972027972,0.0702,10.32636296,,
2025-03-18,2025-03-20,Lelang,FR0106,bm15,2040-08-15,0.07125,0.07,0.0704529,0.0715,0.07,0.0703713,0.0709,26000000,1930800,61757500,1800000,41530000,1750000,28000000,1.1033142857142857,0.0704,15.41136208,,
2025-03-18,2025-03-20,Lelang,FR0107,bm20,2045-08-15,0.07125,0.0702,0.0707958,0.0714,0.0702,0.0707804,0.071,26000000,4280000,61757500,4280000,41530000,4100000,28000000,1.0439024390243905,0.0708,20.41134289,,
2025-03-18,2025-03-20,Lelang,FR0102,bm30,2054-07-15,0.06875,0.07,0.0711703,0.0723,0.0702,0.0707804,0.071,26000000,252200,61757500,4280000,41530000,4100000,28000000,1.0439024390243905,0.0702,29.32645797,,
2025-03-18,2025-03-20,Lelang,FR0105,bm40,2064-07-15,0.06875,0.0704,0.0714042,0.0726,0.0704,0.0710892,0.0714,26000000,755300,61757500,300000,41530000,300000,28000000,2.5176666666666665,0.0711,39.32648871,,
2025-04-22,2025-04-24,Lelang,SPN03250723,spn03m,2025-07-23,Diskonto,0.0704,0.0714042,0.0726,0.0704,0.0710892,0.0714,26000000,2000000,77465800,0,33000000,0,28000000,2.5176666666666665,0.0625,0.252054795,,
2025-04-22,2025-04-24,Lelang,SPN12260423,spn12m,2026-04-23,Diskonto,0.0628,0.0647579,0.0655,0.0628,0.0628,0.0628,26000000,6575000,77465800,5550000,33000000,2000000,28000000,3.2875,0.064,1.002739726,,
2025-04-22,2025-04-24,Lelang,FR0104,bm05,2030-07-15,0.065,0.0675,0.0680827,0.0695,0.0675,0.0675797,0.0677,26000000,43482000,77465800,8650000,33000000,7200000,28000000,6.039166666666667,0.0676,5.230488361,,
2025-04-22,2025-04-24,Lelang,FR0103,bm10,2035-07-15,0.0675,0.0691,0.0699125,0.0715,0.0691,0.0697984,0.0702,26000000,13516100,77465800,11500000,33000000,11500000,28000000,1.1753130434782608,0.0698,10.23052029,,
2025-04-22,2025-04-24,Lelang,FR0106,bm15,2040-08-15,0.07125,0.07,0.0708354,0.072,0.07,0.0705975,0.071,26000000,6443500,77465800,4500000,33000000,4500000,28000000,1.431888888888889,0.0706,15.3155373,,
2025-04-22,2025-04-24,Lelang,FR0107,bm20,2045-08-15,0.07125,0.0705,0.0708832,0.0719,0.0705,0.0706972,0.0708,26000000,3164000,77465800,1600000,33000000,1600000,28000000,1.9775,0.0707,20.31551499,,
2025-04-22,2025-04-24,Lelang,FR0102,bm30,2054-07-15,0.06875,0.0711,0.0716423,0.0722,0.0711,0.0714963,0.0716,26000000,1599700,77465800,650000,33000000,650000,28000000,2.461076923076923,0.0715,29.23062882,,
2025-04-22,2025-04-24,Lelang,FR0105,bm40,2064-07-15,0.06875,0.0709,0.0715578,0.073,0.0709,0.0714803,0.0722,26000000,685500,77465800,550000,33000000,550000,28000000,1.2463636363636363,0.0715,39.23066393,,
2025-05-06,2025-05-08,Lelang,SPN12250807,spn03m,2025-08-07,Diskonto,0.0709,0.0715578,0.073,0.0709,0.0714803,0.0722,26000000,1000000,80851700,0,44400000,0,30000000,1.2463636363636363,0.0615,0.254794521,,
2025-05-06,2025-05-08,Lelang,SPN12260507,spn12m,2026-05-07,Diskonto,0.062,0.0628571,0.0632,0.0675,0.062,0.062,26000000,5320000,80851700,4950000,44400000,2000000,30000000,2.66,0.0625,1.002739726,,
2025-05-06,2025-05-08,Lelang,FR0104,bm05,2030-07-15,0.065,0.0658,0.0663766,0.0678,0.07,0.0660214,0.0661,26000000,43163600,80851700,13150000,44400000,7400000,30000000,5.832918918918919,0.0661,5.192149703,,
2025-05-06,2025-05-08,Lelang,FR0103,bm10,2035-07-15,0.0675,0.0685,0.0691299,0.07,0.0711,0.0689582,0.0691,26000000,18437100,80851700,17700000,44400000,12000000,30000000,1.536425,0.0691,10.19218322,,
2025-05-06,2025-05-08,Lelang,FR0106,bm15,2040-08-15,0.07125,0.0699,0.0704924,0.0715,0.0711,0.0703982,0.0706,26000000,5562000,80851700,4250000,44400000,4250000,30000000,1.3087058823529412,0.0704,15.27720739,,
2025-05-06,2025-05-08,Lelang,FR0107,bm20,2045-08-15,0.07125,0.0702,0.070793,0.0716,0.0711,0.0705979,0.0709,26000000,3344000,80851700,2200000,44400000,2200000,30000000,1.52,0.0706,20.27718383,,
2025-05-06,2025-05-08,Lelang,FR0102,bm30,2054-07-15,0.06875,0.0702,0.0709346,0.0716,0.0711,0.0707987,0.0709,26000000,2762100,80851700,1150000,44400000,1150000,30000000,2.4018260869565218,0.0708,29.19229716,,
2025-05-06,2025-05-08,Lelang,FR0105,bm40,2064-07-15,0.06875,0.071,0.0714273,0.0724,0.0711,0.0712934,0.0718,26000000,1262900,80851700,1000000,44400000,1000000,30000000,1.2629,0.0713,39.19233402,,
2025-05-20,2025-05-22,Lelang,SPN03250820,spn03m,2025-08-20,Diskonto,0,0,0,0,0,0,26000000,1000000,108334700,0,33900000,0,28000000,1.2629,0.06,0.252054795,,
2025-05-20,2025-05-22,Lelang,SPN12260507,spn12m,2026-05-07,Diskonto,0.0615,0.0619418,0.062,0.0615,0.0615,0.0615,26000000,5242000,108334700,4700000,33900000,2000000,28000000,2.621,0.0615,0.964383562,,
2025-05-20,2025-05-22,Lelang,FR0104,bm05,2030-07-15,0.065,0.0645,0.0651124,0.0659,0.0645,0.0647995,0.0649,26000000,46736500,108334700,8300000,33900000,8300000,28000000,5.630903614457831,0.0648,5.153811045,,
2025-05-20,2025-05-22,Lelang,FR0103,bm10,2035-07-15,0.0675,0.0683,0.0688301,0.07,0.0683,0.0685632,0.0687,26000000,39264000,108334700,11950000,33900000,8750000,28000000,4.487314285714286,0.0686,10.15384615,,
2025-05-20,2025-05-22,Lelang,FR0106,bm15,2040-08-15,0.07125,0.0697,0.0702342,0.0713,0.0697,0.070098,0.0703,26000000,7482200,108334700,5050000,33900000,5050000,28000000,1.4816237623762376,0.0701,15.23887748,,
2025-05-20,2025-05-22,Lelang,FR0107,bm20,2045-08-15,0.07125,0.07,0.0705845,0.071,0.07,0.0703964,0.0706,26000000,4836000,108334700,2400000,33900000,2400000,28000000,2.015,0.0704,20.23885267,,
2025-05-20,2025-05-22,Lelang,FR0102,bm30,2054-07-15,0.06875,0.0701,0.0707916,0.0712,0.0701,0.070486,0.0707,26000000,2185000,108334700,850000,33900000,850000,28000000,2.570588235294118,0.0705,29.1539655,,
2025-05-20,2025-05-22,Lelang,FR0105,bm40,2064-07-15,0.06875,0.0707,0.0713115,0.0718,0.0707,0.0710969,0.0712,26000000,1589000,108334700,650000,33900000,650000,28000000,2.4446153846153846,0.0711,39.15400411,,
2025-06-03,2025-06-05,Lelang,SPN03250903,spn03m,2025-09-03,Diskonto,0.0707,0.0713115,0.0718,0.0707,0.0710969,0.0712,26000000,1000000,77179000,650000,38400000,650000,28000000,2.4446153846153846,0.059,0.252054795,,
2025-06-03,2025-06-05,Lelang,SPN12260604,spn12m,2026-06-04,Diskonto,0.06,0.061368,0.062,0.06,0.06,0.06,26000000,5410000,77179000,4950000,38400000,2000000,28000000,2.705,0.0605,1.002739726,,
2025-06-03,2025-06-05,Lelang,FR0104,bm05,2030-07-15,0.065,0.0641,0.0648454,0.0656,0.0641,0.0645578,0.0646,26000000,28914000,77179000,9700000,38400000,6800000,28000000,4.252058823529412,0.0646,5.115472387,,
2025-06-03,2025-06-05,Lelang,FR0103,bm10,2035-07-15,0.0675,0.0683,0.068812,0.07,0.0683,0.068546,0.0686,26000000,26994900,77179000,13950000,38400000,9450000,28000000,2.856603174603175,0.0686,10.11550909,,
2025-06-03,2025-06-05,Lelang,FR0106,bm15,2040-08-15,0.07125,0.07,0.0703474,0.078,0.07,0.070199,0.0704,26000000,6738500,77179000,4450000,38400000,4450000,28000000,1.5142696629213483,0.0702,15.20054757,,
2025-06-03,2025-06-05,Lelang,FR0107,bm20,2045-08-15,0.07125,0.0703,0.0705531,0.0711,0.0703,0.0704999,0.0706,26000000,3903900,77179000,2800000,38400000,2800000,28000000,1.39425,0.0705,20.20052151,,
2025-06-03,2025-06-05,Lelang,FR0102,bm30,2054-07-15,0.06875,0.07,0.0705354,0.071,0.07,0.0702894,0.0703,26000000,2213500,77179000,750000,38400000,700000,28000000,3.162142857142857,0.0703,29.11563384,,
2025-06-03,2025-06-05,Lelang,FR0105,bm40,2064-07-15,0.06875,0.0703,0.0710305,0.0717,0.0703,0.0709945,0.0712,26000000,2004200,77179000,1800000,38400000,1800000,28000000,1.1134444444444445,0.071,39.1156742,,
2025-06-17,2025-06-19,Lelang,SPN03250915,spn03m,2025-09-15,Diskonto,0.0703,0.0710305,0.0717,0.0703,0.0709945,0.0712,26000000,1000000,81034100,1800000,41550000,1800000,30000000,1.1134444444444445,0.058,0.246575342,,
2025-06-17,2025-06-19,Lelang,SPN12260604,spn12m,2026-06-04,Diskonto,0.0593,0.0612,0.0625,0.0593,0.0594,0.0595,26000000,4843000,81034100,3400000,41550000,2000000,30000000,2.4215,0.0595,0.964383562,,
2025-06-17,2025-06-19,Lelang,FR0104,bm05,2030-07-15,0.065,0.0632,0.0636253,0.0645,0.0632,0.0633415,0.0634,26000000,20228000,81034100,9650000,41550000,6100000,30000000,3.316065573770492,0.0634,5.077133729,,
2025-06-17,2025-06-19,Lelang,FR0103,bm10,2035-07-15,0.0675,0.0671,0.0675223,0.0685,0.0671,0.0672393,0.0674,26000000,32071200,81034100,13850000,41550000,8750000,30000000,3.66528,0.0673,10.07717202,,
2025-06-17,2025-06-19,Lelang,FR0106,bm15,2040-08-15,0.07125,0.0695,0.0701352,0.071,0.0695,0.0698993,0.0701,26000000,13639300,81034100,7600000,41550000,7600000,30000000,1.7946447368421052,0.0699,15.16221766,,
2025-06-17,2025-06-19,Lelang,FR0107,bm20,2045-08-15,0.07125,0.07,0.0704445,0.071,0.07,0.0703552,0.0704,26000000,6321400,81034100,5150000,41550000,3700000,30000000,1.7084864864864864,0.0704,20.16219035,,
2025-06-17,2025-06-19,Lelang,FR0102,bm30,2054-07-15,0.06875,0.0697,0.0703679,0.0711,0.0697,0.0701909,0.0703,26000000,1363000,81034100,650000,41550000,650000,30000000,2.096923076923077,0.0702,29.07730218,,
2025-06-17,2025-06-19,Lelang,FR0105,bm40,2064-07-15,0.06875,0.0706,0.0710477,0.0714,0.0706,0.0709875,0.0711,26000000,1568200,81034100,1250000,41550000,1200000,30000000,1.3068333333333333,0.071,39.07734428,,
2025-07-01,2025-07-03,Lelang,SPN12251002,spn03m,2025-10-02,Diskonto,0.0706,0.0710477,0.0714,0.0706,0.0709875,0.0711,27000000,1000000,121677200,1250000,43150000,1200000,32000000,1.3068333333333333,0.0575,0.254794521,,
2025-07-01,2025-07-03,Lelang,SPN12260702,spn12m,2026-07-02,Diskonto,0.0585,0.0592143,0.0595,0.0585,0.0585,0.0585,27000000,6272000,121677200,4000000,43150000,2000000,32000000,3.136,0.059,1.002739726,,
2025-07-01,2025-07-03,Lelang,FR0104,bm05,2030-07-15,0.065,0.0624,0.062865,0.064,0.0624,0.0625395,0.0626,27000000,43156000,121677200,11700000,43150000,7300000,32000000,5.911780821917808,0.0626,5.038795071,,
2025-07-01,2025-07-03,Lelang,FR0103,bm10,2035-07-15,0.0675,0.0658,0.066315,0.067,0.0658,0.0659461,0.0661,27000000,39118000,121677200,12050000,43150000,9100000,32000000,4.298681318681319,0.066,10.03883495,,
2025-07-01,2025-07-03,Lelang,FR0106,bm15,2040-08-15,0.07125,0.0692,0.0697548,0.0704,0.0692,0.0694664,0.0695,27000000,18026800,121677200,7800000,43150000,6000000,32000000,3.0044666666666666,0.0695,15.12388775,,
2025-07-01,2025-07-03,Lelang,FR0107,bm20,2045-08-15,0.07125,0.0697,0.0702707,0.0708,0.0697,0.0700983,0.0703,27000000,10827700,121677200,5300000,43150000,5300000,32000000,2.0429622641509435,0.0701,20.12385919,,
2025-07-01,2025-07-03,Lelang,FR0102,bm30,2054-07-15,0.06875,0.0699,0.0701301,0.0707,0.0699,0.0700996,0.0705,27000000,1528300,121677200,1450000,43150000,1450000,32000000,1.054,0.0701,29.03897052,,
2025-07-01,2025-07-03,Lelang,FR0105,bm40,2064-07-15,0.06875,0.0701,0.0707726,0.0713,0.0701,0.0705891,0.0708,27000000,1748400,121677200,850000,43150000,850000,32000000,2.056941176470588,0.0706,39.03901437,,
2025-07-15,2025-07-17,Lelang,SPN03251015,spn03m,2025-10-15,Diskonto,0.0701,0.0707726,0.0713,0.0701,0.0705891,0.0708,27000000,1001000,109005800,850000,37350000,850000,32000000,2.056941176470588,0.057,0.252054795,,
2025-07-15,2025-07-17,Lelang,SPN12260702,spn12m,2026-07-02,Diskonto,0.0582,0.0588917,0.059,0.0582,0.0582,0.0582,27000000,5806000,109005800,4850000,37350000,2000000,32000000,2.903,0.0585,0.964383562,,
2025-07-15,2025-07-17,Lelang,FR0104,bm05,2030-07-15,0.065,0.0615,0.061884,0.063,0.0615,0.0615,0.0615,27000000,37472000,109005800,7250000,37350000,5950000,32000000,6.297815126,0.0615,5.000456413,,
2025-07-15,2025-07-17,Lelang,FR0103,bm10,2035-07-15,0.0675,0.0656,0.0660013,0.0669,0.0656,0.0656997,0.0658,27000000,32469000,109005800,7250000,37350000,7250000,32000000,4.4784827586206895,0.0657,10.00049788,,
2025-07-15,2025-07-17,Lelang,FR0106,bm15,2040-08-15,0.07125,0.0686,0.0690801,0.07,0.0686,0.0688993,0.069,27000000,12596500,109005800,4800000,37350000,4800000,32000000,2.6242708333333336,0.0689,15.08555784,,
2025-07-15,2025-07-17,Lelang,FR0107,bm20,2045-08-15,0.07125,0.0697,0.0701237,0.071,0.0697,0.0699633,0.07,27000000,9965200,109005800,5250000,37350000,4050000,32000000,2.460543209876543,0.07,20.08552803,,
2025-07-15,2025-07-17,Lelang,FR0102,bm30,2054-07-15,0.06875,0.07,0.0702473,0.0709,0.07,0.0702,0.0703,27000000,5344100,109005800,4250000,37350000,4250000,32000000,1.257435294117647,0.0702,29.00063886,,
2025-07-15,2025-07-17,Lelang,FR0105,bm40,2064-07-15,0.06875,0.0698,0.0705616,0.0712,0.0698,0.0704997,0.0707,27000000,4352000,109005800,3700000,37350000,3700000,32000000,1.1762162162162162,0.0705,39.00068446,,
2025-07-29,2025-07-31,Lelang,SPN12251030,spn03m,2025-10-30,Diskonto,0.0698,0.0705616,0.0712,0.0698,0.0704997,0.0707,27000000,500000,106527900,3700000,40100000,3700000,32000000,1.1762162162162162,0.054,0.254794521,,
2025-07-29,2025-07-31,Lelang,SPN12260730,spn12m,2026-07-30,Diskonto,0.0554,0.0558047,0.0574,0.0554,0.055475,0.0555,27000000,5178000,106527900,5150000,40100000,2000000,32000000,2.589,0.0555,1.002739726,,
2025-07-29,2025-07-31,Lelang,FR0104,bm05,2030-07-15,0.065,0.0607,0.061301,0.0621,0.0607,0.0609646,0.061,27000000,28453000,106527900,8800000,40100000,6500000,32000000,4.377384615384615,0.061,4.962117754,,
2025-07-29,2025-07-31,Lelang,FR0108,bm10,2036-04-15,0.065,0.065,0.0657958,0.067,0.065,0.0654717,0.0656,27000000,46473600,106527900,13350000,40100000,10700000,32000000,4.343327102803738,0.0655,10.71321013,,
2025-07-29,2025-07-31,Lelang,FR0106,bm15,2040-08-15,0.07125,0.0676,0.0683992,0.069,0.0676,0.0682995,0.0686,27000000,8985900,106527900,6350000,40100000,6350000,32000000,1.4151023622047243,0.0683,15.04722793,,
2025-07-29,2025-07-31,Lelang,FR0107,bm20,2045-08-15,0.07125,0.0688,0.069499,0.0702,0.0688,0.0691979,0.0693,27000000,6886800,106527900,1800000,40100000,1800000,32000000,3.826,0.0692,20.04719687,,
