tanggal_lelang_pricing,code,tenor,ust_10y,ust_2y,vix,move,dxy,ndf_1m,ndf_12m,idr_regn,ust_3m,xau_gold,inflation,slope_10y_2y,slope_2y_3m,cds_5y,indo_10y,tenor_x_ust10y,vix_x_move,prev_owners_estimate_code,prev_way_awarded_code,days_since_prev_auction_code,auctions_since_prev_code,prev_bid_to_cover_ratio_code,prev_total_penawaran_code,prev_total_penawaran_diterima_code,owners_estimate
04/02/2020,bm10,10.60643395,1.528,1.355,17.97,72.81,97.8,0.327463251,4.191529617,13742,1.562,1576.73,2.68,0.173,-0.207,65.615,6.949604,16.20663108,1308.3957,6.81,6.78497,14,2,4.100714286,17223000,4200000,6.65
04/02/2020,bm30,28.27104723,1.528,1.355,17.97,72.81,97.8,0.327463251,4.191529617,13742,1.562,1576.73,2.68,0.173,-0.207,65.615,6.949604,43.19816017,1308.3957,7.6,7.58645,14,2,1.896285714,5309600,2800000,7.58
04/02/2020,spn03m,0.251882272,1.528,1.355,17.97,72.81,97.8,0.327463251,4.191529617,13742,1.562,1576.73,2.68,0.173,-0.207,65.615,6.949604,0.384876112,1308.3957,4.4,3.94,14,2,14.66,21990000,1500000,4
18/02/2020,bm15,15.3155373,1.587,1.43,13.68,62.38,99.003,0.505124451,4.128843338,13660,1.573,1581.13,2.68,0.157,-0.143,59.995,6.752478,24.3057577,853.3584,7.17,7.16985,14,3,3.203580645,9931100,3100000,7.01
18/02/2020,bm30,28.23271732,1.587,1.43,13.68,62.38,99.003,0.505124451,4.128843338,13660,1.573,1581.13,2.68,0.157,-0.143,59.995,6.752478,44.80532239,853.3584,7.58,7.56363,14,3,2.248685714,3935200,1750000,7.48
18/02/2020,spn12m,0.960985626,1.587,1.43,13.68,62.38,99.003,0.505124451,4.128843338,13660,1.573,1581.13,2.68,0.157,-0.143,59.995,6.752478,1.525084188,853.3584,4.2,3.796,14,3,12.53333333,18800000,1500000,3.7
18/02/2020,bm10,10.56810404,1.587,1.43,13.68,62.38,99.003,0.505124451,4.128843338,13660,1.573,1581.13,2.68,0.157,-0.143,59.995,6.752478,16.77158111,853.3584,6.65,6.64232,14,3,3.718,24167000,6500000,6.52
18/02/2020,bm05,5.316906229,1.587,1.43,13.68,62.38,99.003,0.505124451,4.128843338,13660,1.573,1581.13,2.68,0.157,-0.143,59.995,6.752478,8.437930185,853.3584,6.01,5.97653,14,3,4.209684211,19996000,4750000,5.71
18/02/2020,bm20,20.15058179,1.587,1.43,13.68,62.38,99.003,0.505124451,4.128843338,13660,1.573,1581.13,2.68,0.157,-0.143,59.995,6.752478,31.9789733,853.3584,7.35,7.34999,14,3,2.059,3912100,1900000,7.27
18/02/2020,spn03m,0.24366872,1.587,1.43,13.68,62.38,99.003,0.505124451,4.128843338,13660,1.573,1581.13,2.68,0.157,-0.143,59.995,6.752478,0.386702259,853.3584,4,3.49,14,3,10.77333333,16160000,1500000,3.45
