tanggal_lelang_pricing,code,tenor,ust_10y,ust_2y,vix,move,dxy,ndf_1m,ndf_12m,idr_regn,ust_3m,xau_gold,inflation,slope_10y_2y,slope_2y_3m,cds_5y,indo_10y,tenor_x_ust10y,vix_x_move,prev_owners_estimate_code,prev_way_awarded_code,days_since_prev_auction_code,auctions_since_prev_code,prev_bid_to_cover_ratio_code,prev_total_penawaran_code,prev_total_penawaran_diterima_code,owners_estimate
27/04/2021,bm20,18.96235455,1.568,0.169,17.64,60.98,90.807,0.200207111,4.570245081,14485,0.013,1781.38,1.37,1.399,0.156,78.945,6.66141,29.73297193,1075.6872,7.3,7.29968,14,32,1.422356589,9174200,6450000,7.25
27/04/2021,spn12m,0.689938398,1.568,0.169,17.64,60.98,90.807,0.200207111,4.570245081,14485,0.013,1781.38,1.37,1.399,0.156,78.945,6.66141,1.081823408,1075.6872,3.34,3.32865,14,32,1,1205000,1205000,3.31
27/04/2021,bm30,30.29431896,1.568,0.169,17.64,60.98,90.807,0.200207111,4.570245081,14485,0.013,1781.38,1.37,1.399,0.156,78.945,6.66141,47.50149213,1075.6872,7.1,7.08745,14,32,4.321124031,4459400,1032000,7.04
25/05/2021,spn03m,0.246406571,1.603,0.151,18.4,54.94,89.844,0.097526994,4.430512017,14355,0.006,1881.02,1.42,1.452,0.145,78,6.613409,0.394989733,1010.896,3.15,3.13,28,33,2.18,2180000,1000000,3.12
25/05/2021,bm05,4.881587953,1.603,0.151,18.4,54.94,89.844,0.097526994,4.430512017,14355,0.006,1881.02,1.42,1.452,0.145,78,6.613409,7.825185489,1010.896,5.66,5.65951,28,33,1.5496375,12397100,8000000,5.55
25/05/2021,bm15,15.04996578,1.603,0.151,18.4,54.94,89.844,0.097526994,4.430512017,14355,0.006,1881.02,1.42,1.452,0.145,78,6.613409,24.12509515,1010.896,6.48,6.47887,28,33,3.637166667,4364600,1200000,6.37
25/05/2021,bm20,18.88295688,1.603,0.151,18.4,54.94,89.844,0.097526994,4.430512017,14355,0.006,1881.02,1.42,1.452,0.145,78,6.613409,30.26937988,1010.896,7.25,7.24967,28,33,1.748055046,9526900,5450000,7.13
25/05/2021,spn12m,0.996577687,1.603,0.151,18.4,54.94,89.844,0.097526994,4.430512017,14355,0.006,1881.02,1.42,1.452,0.145,78,6.613409,1.597514032,1010.896,3.31,3.30714,28,33,1.069565217,1230000,1150000,3.35
25/05/2021,bm30,30.21492129,1.603,0.151,18.4,54.94,89.844,0.097526994,4.430512017,14355,0.006,1881.02,1.42,1.452,0.145,78,6.613409,48.43451883,1010.896,7.04,7.03859,28,33,1.986470588,3377000,1700000,6.91
25/05/2021,bm10,9.719370294,1.603,0.151,18.4,54.94,89.844,0.097526994,4.430512017,14355,0.006,1881.02,1.42,1.452,0.145,78,6.613409,15.58015058,1010.896,6.47,6.46985,28,33,2.059790576,19671000,9550000,6.45
08/06/2021,bm20,18.84736482,1.57,0.156,16.42,49.55,89.95,0.14721346,4.346302138,14265,0.022,1899.21,1.68,1.414,0.134,75.965,6.523647,29.59036277,813.611,7.13,7.12978,14,34,3.305661538,10743400,3250000,7.05
08/06/2021,spn03m,0.210814511,1.57,0.156,16.42,49.55,89.95,0.14721346,4.346302138,14265,0.022,1899.21,1.68,1.414,0.134,75.965,6.523647,0.330978782,813.611,3.12,3.1152,14,34,1.95,1950000,1000000,3.13
08/06/2021,bm15,15.01437372,1.57,0.156,16.42,49.55,89.95,0.14721346,4.346302138,14265,0.022,1899.21,1.68,1.414,0.134,75.965,6.523647,23.57256674,813.611,6.37,6.36919,14,34,2.714918919,5022600,1850000,6.38
08/06/2021,spn12m,0.960985626,1.57,0.156,16.42,49.55,89.95,0.14721346,4.346302138,14265,0.022,1899.21,1.68,1.414,0.134,75.965,6.523647,1.508747433,813.611,3.35,3.34871,14,34,1.171428571,2050000,1750000,3.33
08/06/2021,bm10,9.683778234,1.57,0.156,16.42,49.55,89.95,0.14721346,4.346302138,14265,0.022,1899.21,1.68,1.414,0.134,75.965,6.523647,15.20353183,813.611,6.45,6.44997,14,34,1.957738806,26233700,13400000,6.39
08/06/2021,bm05,4.845995893,1.57,0.156,16.42,49.55,89.95,0.14721346,4.346302138,14265,0.022,1899.21,1.68,1.414,0.134,75.965,6.523647,7.608213552,813.611,5.55,5.54998,14,34,3.004770053,28094600,9350000,5.46
08/06/2021,bm30,30.17932923,1.57,0.156,16.42,49.55,89.95,0.14721346,4.346302138,14265,0.022,1899.21,1.68,1.414,0.134,75.965,6.523647,47.38154689,813.611,6.91,6.90951,14,34,2.086615385,4068900,1950000,6.89
22/06/2021,spn12m,0.76659822,1.49,0.256,17.89,61.86,91.899,0.249514832,4.456612143,14428,0.035,1783.27,1.68,1.234,0.221,74.66,6.638652,1.142231348,1106.6754,3.33,3.3296,14,35,1.05,1470000,1400000,3.32
22/06/2021,bm30,30.14099932,1.49,0.256,17.89,61.86,91.899,0.249514832,4.456612143,14428,0.035,1783.27,1.68,1.234,0.221,74.66,6.638652,44.91008899,1106.6754,6.89,6.88977,14,35,8.745111111,3935300,450000,6.91
22/06/2021,bm15,14.97604381,1.49,0.256,17.89,61.86,91.899,0.249514832,4.456612143,14428,0.035,1783.27,1.68,1.234,0.221,74.66,6.638652,22.31430528,1106.6754,6.38,6.37916,14,35,3.4107,3410700,1000000,6.42
22/06/2021,bm05,4.807665982,1.49,0.256,17.89,61.86,91.899,0.249514832,4.456612143,14428,0.035,1783.27,1.68,1.234,0.221,74.66,6.638652,7.163422313,1106.6754,5.46,5.45993,14,35,1.856681818,20423500,11000000,5.35
22/06/2021,bm20,18.80903491,1.49,0.256,17.89,61.86,91.899,0.249514832,4.456612143,14428,0.035,1783.27,1.68,1.234,0.221,74.66,6.638652,28.02546202,1106.6754,7.05,7.04982,14,35,3.044688889,13701100,4500000,7.22
22/06/2021,spn03m,0.246406571,1.49,0.256,17.89,61.86,91.899,0.249514832,4.456612143,14428,0.035,1783.27,1.68,1.234,0.221,74.66,6.638652,0.367145791,1106.6754,3.13,3.10602,14,35,1.77,1770000,1000000,3.18
22/06/2021,bm10,9.645448323,1.49,0.256,17.89,61.86,91.899,0.249514832,4.456612143,14428,0.035,1783.27,1.68,1.234,0.221,74.66,6.638652,14.371718,1106.6754,6.39,6.38996,14,35,2.30352901,33746700,14650000,6.59
06/07/2021,spn12m,0.996577687,1.426,0.235,15.07,52.41,92.212,0.297022864,4.303377772,14477,0.044,1791.77,1.33,1.191,0.191,74.575,6.656267,1.421119782,789.8187,3.32,3.31995,14,36,1.35862069,1970000,1450000,3.35
06/07/2021,bm05,5.768651608,1.426,0.235,15.07,52.41,92.212,0.297022864,4.303377772,14477,0.044,1791.77,1.33,1.191,0.191,74.575,6.656267,8.226097193,789.8187,5.35,5.34996,14,36,2.57047619,24291000,9450000,5.52
06/07/2021,bm20,20.93634497,1.426,0.235,15.07,52.41,92.212,0.297022864,4.303377772,14477,0.044,1791.77,1.33,1.191,0.191,74.575,6.656267,29.85522793,789.8187,7.22,7.21977,14,36,2.238192771,9288500,4150000,7.29
06/07/2021,spn03m,0.249144422,1.426,0.235,15.07,52.41,92.212,0.297022864,4.303377772,14477,0.044,1791.77,1.33,1.191,0.191,74.575,6.656267,0.355279946,789.8187,3.18,3.136,14,36,2.105,2105000,1000000,3.1
06/07/2021,bm15,14.93771389,1.426,0.235,15.07,52.41,92.212,0.297022864,4.303377772,14477,0.044,1791.77,1.33,1.191,0.191,74.575,6.656267,21.30118001,789.8187,6.42,6.41755,14,36,3.309,2316300,700000,6.41
06/07/2021,bm10,10.770705,1.426,0.235,15.07,52.41,92.212,0.297022864,4.303377772,14477,0.044,1791.77,1.33,1.191,0.191,74.575,6.656267,15.35902533,789.8187,6.59,6.58835,14,36,2.20718254,27810500,12600000,6.63
06/07/2021,bm30,30.1026694,1.426,0.235,15.07,52.41,92.212,0.297022864,4.303377772,14477,0.044,1791.77,1.33,1.191,0.191,74.575,6.656267,42.92640656,789.8187,6.91,6.90954,14,36,3.340461538,2171300,650000,6.93
21/07/2021,bm15,14.89664613,1.224,0.202,19.73,69.31,92.973,0.723240116,4.924920788,14518,0.044,1810.36,1.33,1.022,0.158,80.91,6.470559,18.23349486,1367.4863,6.41,6.40883,15,37,1.860322581,2883500,1550000,6.37
21/07/2021,bm30,30.06160164,1.224,0.202,19.73,69.31,92.973,0.723240116,4.924920788,14518,0.044,1810.36,1.33,1.022,0.158,80.91,6.470559,36.79540041,1367.4863,6.93,6.92826,15,37,9.599,1919800,200000,6.89
21/07/2021,spn03m,0.246406571,1.224,0.202,19.73,69.31,92.973,0.723240116,4.924920788,14518,0.044,1810.36,1.33,1.022,0.158,80.91,6.470559,0.301601643,1367.4863,3.1,3,15,37,3.55,3550000,1000000,3.02
21/07/2021,bm10,10.72963723,1.224,0.202,19.73,69.31,92.973,0.723240116,4.924920788,14518,0.044,1810.36,1.33,1.022,0.158,80.91,6.470559,13.13307597,1367.4863,6.63,6.5829,15,37,2.831266667,33975200,12000000,6.36
21/07/2021,spn12m,0.687200548,1.224,0.202,19.73,69.31,92.973,0.723240116,4.924920788,14518,0.044,1810.36,1.33,1.022,0.158,80.91,6.470559,0.841133471,1367.4863,3.35,3.34904,15,37,1.911764706,3250000,1700000,3.25
21/07/2021,bm05,5.727583847,1.224,0.202,19.73,69.31,92.973,0.723240116,4.924920788,14518,0.044,1810.36,1.33,1.022,0.158,80.91,6.470559,7.010562629,1367.4863,5.52,5.44603,15,37,1.981432314,22687400,11450000,5.35
21/07/2021,bm20,20.89527721,1.224,0.202,19.73,69.31,92.973,0.723240116,4.924920788,14518,0.044,1810.36,1.33,1.022,0.158,80.91,6.470559,25.57581931,1367.4863,7.29,7.28986,15,37,2.481409836,15136600,6100000,7.01
03/08/2021,bm20,20.85968515,1.178,0.173,19.46,64.29,92.048,-0.145600777,3.757886709,14423,0.044,1813.47,1.52,1.005,0.129,80.74,6.431268,24.57270911,1251.0834,7.01,7.00981,13,38,2.136956989,19873700,9300000,6.92
03/08/2021,bm10,10.69404517,1.178,0.173,19.46,64.29,92.048,-0.145600777,3.757886709,14423,0.044,1813.47,1.52,1.005,0.129,80.74,6.431268,12.59758521,1251.0834,6.36,6.35892,13,38,2.893840376,30819400,10650000,6.3
03/08/2021,spn03m,0.249144422,1.178,0.173,19.46,64.29,92.048,-0.145600777,3.757886709,14423,0.044,1813.47,1.52,1.005,0.129,80.74,6.431268,0.293492129,1251.0834,3.02,3,13,38,7.66,7660000,1000000,3
03/08/2021,bm15,14.86105407,1.178,0.173,19.46,64.29,92.048,-0.145600777,3.757886709,14423,0.044,1813.47,1.52,1.005,0.129,80.74,6.431268,17.50632169,1251.0834,6.37,6.36608,13,38,3.59325,2874600,800000,6.3
03/08/2021,bm30,30.02600958,1.178,0.173,19.46,64.29,92.048,-0.145600777,3.757886709,14423,0.044,1813.47,1.52,1.005,0.129,80.74,6.431268,35.37063929,1251.0834,6.89,6.88928,13,38,8.174666667,2452400,300000,6.88
03/08/2021,bm05,5.691991786,1.178,0.173,19.46,64.29,92.048,-0.145600777,3.757886709,14423,0.044,1813.47,1.52,1.005,0.129,80.74,6.431268,6.705166324,1251.0834,5.35,5.34995,13,38,2.440251256,24280500,9950000,5.22
03/08/2021,spn12m,0.807665982,1.178,0.173,19.46,64.29,92.048,-0.145600777,3.757886709,14423,0.044,1813.47,1.52,1.005,0.129,80.74,6.431268,0.951430527,1251.0834,3.25,3.2034,13,38,3.795,7590000,2000000,3.15
18/08/2021,bm05,5.650924025,1.263,0.215,17.91,60.28,93.13,0.681833994,4.724135532,14373,0.067,1786.19,1.52,1.048,0.148,75.415,6.469639,7.137117044,1079.6148,5.22,5.21786,15,39,2.506409524,26317300,10500000,5.28
18/08/2021,bm20,20.81861739,1.263,0.215,17.91,60.28,93.13,0.681833994,4.724135532,14373,0.067,1786.19,1.52,1.048,0.148,75.415,6.469639,26.29391376,1079.6148,6.92,6.91989,15,39,2.527166667,16679300,6600000,6.96
18/08/2021,spn03m,0.246406571,1.263,0.215,17.91,60.28,93.13,0.681833994,4.724135532,14373,0.067,1786.19,1.52,1.048,0.148,75.415,6.469639,0.311211499,1079.6148,3,2.8215,15,39,9.91,9910000,1000000,2.85
18/08/2021,bm10,10.65297741,1.263,0.215,17.91,60.28,93.13,0.681833994,4.724135532,14373,0.067,1786.19,1.52,1.048,0.148,75.415,6.469639,13.45471047,1079.6148,6.3,6.27853,15,39,3.204469636,39575200,12350000,6.3
18/08/2021,spn12m,0.966461328,1.263,0.215,17.91,60.28,93.13,0.681833994,4.724135532,14373,0.067,1786.19,1.52,1.048,0.148,75.415,6.469639,1.220640657,1079.6148,3.15,3.1205,15,39,4.125,8250000,2000000,3.12
18/08/2021,bm15,14.81998631,1.263,0.215,17.91,60.28,93.13,0.681833994,4.724135532,14373,0.067,1786.19,1.52,1.048,0.148,75.415,6.469639,18.71764271,1079.6148,6.3,6.29817,15,39,5.744666667,4308500,750000,6.33
18/08/2021,bm30,29.98494182,1.263,0.215,17.91,60.28,93.13,0.681833994,4.724135532,14373,0.067,1786.19,1.52,1.048,0.148,75.415,6.469639,37.87098152,1079.6148,6.88,6.87983,15,39,3.429,2743200,800000,6.88
31/08/2021,bm05,5.615331964,1.281,0.202,16.19,60.14,92.653,-0.006958942,3.987473904,14370,0.043,1810.34,1.59,1.079,0.159,68.185,6.339002,7.193240246,973.6666,5.28,5.2772,13,40,1.922973545,18172100,9450000,5.12
31/08/2021,spn12m,0.73100616,1.281,0.202,16.19,60.14,92.653,-0.006958942,3.987473904,14370,0.043,1810.34,1.59,1.079,0.159,68.185,6.339002,0.936418891,973.6666,3.12,3.074,13,40,4,8000000,2000000,3
31/08/2021,bm10,10.61738535,1.281,0.202,16.19,60.14,92.653,-0.006958942,3.987473904,14370,0.043,1810.34,1.59,1.079,0.159,68.185,6.339002,13.60087063,973.6666,6.3,6.29997,13,40,2.883211429,25228100,8750000,6
31/08/2021,spn03m,0.249144422,1.281,0.202,16.19,60.14,92.653,-0.006958942,3.987473904,14370,0.043,1810.34,1.59,1.079,0.159,68.185,6.339002,0.319154005,973.6666,2.85,2.8176,13,40,5.115,5115000,1000000,2.8
31/08/2021,bm15,14.78439425,1.281,0.202,16.19,60.14,92.653,-0.006958942,3.987473904,14370,0.043,1810.34,1.59,1.079,0.159,68.185,6.339002,18.93880903,973.6666,6.33,6.32934,13,40,2.45637037,3316100,1350000,6.27
31/08/2021,bm20,20.78302533,1.281,0.202,16.19,60.14,92.653,-0.006958942,3.987473904,14370,0.043,1810.34,1.59,1.079,0.159,68.185,6.339002,26.62305545,973.6666,6.96,6.92783,13,40,2.290139535,14771400,6450000,6.77
31/08/2021,bm30,29.94934976,1.281,0.202,16.19,60.14,92.653,-0.006958942,3.987473904,14370,0.043,1810.34,1.59,1.079,0.159,68.185,6.339002,38.36511704,973.6666,6.88,6.87929,13,40,2.4674,2467400,1000000,6.82
14/09/2021,bm30,29.91101985,1.328,0.214,19.37,53.1,92.675,0.329755139,4.160527608,14253,0.042,1793.75,1.59,1.114,0.172,66.61,6.315507,39.72183436,1028.547,6.82,6.81852,14,41,14.7785,2955700,200000,6.79
14/09/2021,bm15,14.74606434,1.328,0.214,19.37,53.1,92.675,0.329755139,4.160527608,14253,0.042,1793.75,1.59,1.114,0.172,66.61,6.315507,19.58277344,1028.547,6.27,6.27,14,41,2.734,4237700,1550000,6.26
14/09/2021,bm05,5.577002053,1.328,0.214,19.37,53.1,92.675,0.329755139,4.160527608,14253,0.042,1793.75,1.59,1.114,0.172,66.61,6.315507,7.406258726,1028.547,5.12,5.11992,14,41,4.544870588,19315700,4250000,5.09
14/09/2021,spn03m,0.246406571,1.328,0.214,19.37,53.1,92.675,0.329755139,4.160527608,14253,0.042,1793.75,1.59,1.114,0.172,66.61,6.315507,0.327227926,1028.547,2.8,2.7934,14,41,4.77,4770000,1000000,2.8
14/09/2021,bm20,20.74469541,1.328,0.214,19.37,53.1,92.675,0.329755139,4.160527608,14253,0.042,1793.75,1.59,1.114,0.172,66.61,6.315507,27.5489555,1028.547,6.77,6.74575,14,41,4.622707483,33976900,7350000,6.74
14/09/2021,bm10,10.57905544,1.328,0.214,19.37,53.1,92.675,0.329755139,4.160527608,14253,0.042,1793.75,1.59,1.114,0.172,66.61,6.315507,14.04898562,1028.547,6,5.99652,14,41,8.944118812,45167800,5050000,6
14/09/2021,spn12m,0.996577687,1.328,0.214,19.37,53.1,92.675,0.329755139,4.160527608,14253,0.042,1793.75,1.59,1.114,0.172,66.61,6.315507,1.323455168,1028.547,3,2.99969,14,41,3.553125,5685000,1600000,3
28/09/2021,bm30,29.87268994,1.488,0.279,18.76,60.5,93.383,0.336771206,4.132463341,14253,0.028,1750.16,1.59,1.209,0.251,80.335,6.350406,44.45056263,1134.98,6.79,6.78988,14,42,2.552787879,4212100,1650000,6.81
28/09/2021,bm05,5.538672142,1.488,0.279,18.76,60.5,93.383,0.336771206,4.132463341,14253,0.028,1750.16,1.59,1.209,0.251,80.335,6.350406,8.241544147,1134.98,5.09,5.08508,14,42,3.311664122,21691400,6550000,5.1
28/09/2021,bm15,14.70773443,1.488,0.279,18.76,60.5,93.383,0.336771206,4.132463341,14253,0.028,1750.16,1.59,1.209,0.251,80.335,6.350406,21.88510883,1134.98,6.26,6.23777,14,42,4.036714286,5651400,1400000,6.33
28/09/2021,bm10,10.54072553,1.488,0.279,18.76,60.5,93.383,0.336771206,4.132463341,14253,0.028,1750.16,1.59,1.209,0.251,80.335,6.350406,15.68459959,1134.98,6,5.98941,14,42,2.835636364,18715200,6600000,6.12
28/09/2021,spn12m,0.76659822,1.488,0.279,18.76,60.5,93.383,0.336771206,4.132463341,14253,0.028,1750.16,1.59,1.209,0.251,80.335,6.350406,1.140698151,1134.98,3,3,14,42,4.996875,7995000,1600000,2.95
28/09/2021,spn03m,0.246406571,1.488,0.279,18.76,60.5,93.383,0.336771206,4.132463341,14253,0.028,1750.16,1.59,1.209,0.251,80.335,6.350406,0.366652978,1134.98,2.8,2.7706,14,42,7.05,7050000,1000000,2.77
28/09/2021,bm20,20.7063655,1.488,0.279,18.76,60.5,93.383,0.336771206,4.132463341,14253,0.028,1750.16,1.59,1.209,0.251,80.335,6.350406,30.81107186,1134.98,6.74,6.72879,14,42,6.977227273,15349900,2200000,6.82
12/10/2021,bm05,5.500342231,1.614,0.32,20,59.65,94.316,0.309684685,4.314470721,14208,0.061,1754.15,1.6,1.294,0.259,96.435,6.468656,8.877552361,1193,5.1,5.09925,14,43,3.074086957,17676000,5750000,5.06
12/10/2021,bm20,20.66803559,1.614,0.32,20,59.65,94.316,0.309684685,4.314470721,14208,0.061,1754.15,1.6,1.294,0.259,96.435,6.468656,33.35820944,1193,6.82,6.81984,14,43,5.148612245,12614100,2450000,6.97
12/10/2021,bm15,14.66940452,1.614,0.32,20,59.65,94.316,0.309684685,4.314470721,14208,0.061,1754.15,1.6,1.294,0.259,96.435,6.468656,23.6764189,1193,6.33,6.32987,14,43,3.5804,2685300,750000,6.35
12/10/2021,bm10,10.50239562,1.614,0.32,20,59.65,94.316,0.309684685,4.314470721,14208,0.061,1754.15,1.6,1.294,0.259,96.435,6.468656,16.95086653,1193,6.12,6.11753,14,43,11.79745455,12977200,1100000,6.21
12/10/2021,spn12m,0.996577687,1.614,0.32,20,59.65,94.316,0.309684685,4.314470721,14208,0.061,1754.15,1.6,1.294,0.259,96.435,6.468656,1.608476387,1193,2.95,2.95,14,43,8.338888889,7505000,900000,3
12/10/2021,spn03m,0.246406571,1.614,0.32,20,59.65,94.316,0.309684685,4.314470721,14208,0.061,1754.15,1.6,1.294,0.259,96.435,6.468656,0.397700206,1193,2.77,2.7592,14,43,4.23,4230000,1000000,2.76
12/10/2021,bm30,29.83436003,1.614,0.32,20,59.65,94.316,0.309684685,4.314470721,14208,0.061,1754.15,1.6,1.294,0.259,96.435,6.468656,48.15265709,1193,6.81,6.80911,14,43,22.84,1142000,50000,6.87
26/10/2021,bm05,5.46201232,1.633,0.436,15.24,68.96,93.813,0.339030937,4.089560672,14158,0.055,1807.73,1.6,1.197,0.381,82.435,6.391124,8.919466119,1050.9504,5.06,5.05977,14,44,13.727,13727000,1000000,4.94
26/10/2021,bm15,14.63107461,1.633,0.436,15.24,68.96,93.813,0.339030937,4.089560672,14158,0.055,1807.73,1.6,1.197,0.381,82.435,6.391124,23.89254484,1050.9504,6.35,6.34999,14,44,2.6131,2613100,1000000,6.25
26/10/2021,bm20,20.62970568,1.633,0.436,15.24,68.96,93.813,0.339030937,4.089560672,14158,0.055,1807.73,1.6,1.197,0.381,82.435,6.391124,33.68830938,1050.9504,6.97,6.9,14,44,3.810490566,10097800,2650000,6.81
26/10/2021,spn12m,0.689938398,1.633,0.436,15.24,68.96,93.813,0.339030937,4.089560672,14158,0.055,1807.73,1.6,1.197,0.381,82.435,6.391124,1.126669404,1050.9504,3,2.974,14,44,8.61,8610000,1000000,2.9
26/10/2021,bm30,29.79603012,1.633,0.436,15.24,68.96,93.813,0.339030937,4.089560672,14158,0.055,1807.73,1.6,1.197,0.381,82.435,6.391124,48.65691719,1050.9504,6.87,6.86652,14,44,2.507166667,1504300,600000,6.82
26/10/2021,spn03m,0.246406571,1.633,0.436,15.24,68.96,93.813,0.339030937,4.089560672,14158,0.055,1807.73,1.6,1.197,0.381,82.435,6.391124,0.40238193,1050.9504,2.76,2.743,14,44,6.24,6240000,1000000,2.75
26/10/2021,bm10,10.46406571,1.633,0.436,15.24,68.96,93.813,0.339030937,4.089560672,14158,0.055,1807.73,1.6,1.197,0.381,82.435,6.391124,17.0878193,1050.9504,6.21,6.21,14,44,9.807466667,7355600,750000,5.99
04/01/2022,bm20,20.43805613,1.63,0.77,16.6,84.08,96.213,0.357493341,3.967475116,14266,0.062,1801.45,1.87,0.86,0.708,73.96,6.564133,33.31403149,1395.728,6.81,6.8,70,45,14.39873684,13678800,950000,6.86
04/01/2022,spn12m,0.996577687,1.63,0.77,16.6,84.08,96.213,0.357493341,3.967475116,14266,0.062,1801.45,1.87,0.86,0.708,73.96,6.564133,1.62442163,1395.728,2.9,2.867,70,45,8.5,8500000,1000000,3.05
04/01/2022,bm30,29.60438056,1.63,0.77,16.6,84.08,96.213,0.357493341,3.967475116,14266,0.062,1801.45,1.87,0.86,0.708,73.96,6.564133,48.25514031,1395.728,6.82,6.80788,70,45,1.917833333,2301400,1200000,6.85
04/01/2022,bm10,10.27241615,1.63,0.77,16.6,84.08,96.213,0.357493341,3.967475116,14266,0.062,1801.45,1.87,0.86,0.708,73.96,6.564133,16.74403832,1395.728,5.99,5.9898,70,45,17.49238095,18367000,1050000,6.27
04/01/2022,spn03m,0.246406571,1.63,0.77,16.6,84.08,96.213,0.357493341,3.967475116,14266,0.062,1801.45,1.87,0.86,0.708,73.96,6.564133,0.401642711,1395.728,2.75,2.743,70,45,4.27,4270000,1000000,2.75
04/01/2022,bm05,5.270362765,1.63,0.77,16.6,84.08,96.213,0.357493341,3.967475116,14266,0.062,1801.45,1.87,0.86,0.708,73.96,6.564133,8.590691307,1395.728,4.94,4.93221,70,45,10.843125,17349000,1600000,5
04/01/2022,bm15,15.52087611,1.63,0.77,16.6,84.08,96.213,0.357493341,3.967475116,14266,0.062,1801.45,1.87,0.86,0.708,73.96,6.564133,25.29902806,1395.728,6.25,6.24069,70,45,4.224083333,5068900,1200000,6.5
18/01/2022,bm05,5.232032854,1.787,0.969,19.19,76.59,95.258,0.223494902,3.974018718,14318,0.12,1819.23,1.87,0.818,0.849,87.465,6.630508,9.34964271,1469.7621,5,4.93654,14,46,1.938947368,7368000,3800000,5.16
18/01/2022,spn03m,0.246406571,1.787,0.969,19.19,76.59,95.258,0.223494902,3.974018718,14318,0.12,1819.23,1.87,0.818,0.849,87.465,6.630508,0.440328542,1469.7621,2.75,2.7064,14,46,12.68,12680000,1000000,2.7
18/01/2022,bm30,29.56605065,1.787,0.969,19.19,76.59,95.258,0.223494902,3.974018718,14318,0.12,1819.23,1.87,0.818,0.849,87.465,6.630508,52.83453251,1469.7621,6.85,6.8448,14,46,1.148967742,1780900,1550000,6.88
18/01/2022,bm15,15.4825462,1.787,0.969,19.19,76.59,95.258,0.223494902,3.974018718,14318,0.12,1819.23,1.87,0.818,0.849,87.465,6.630508,27.66731006,1469.7621,6.5,6.4628,14,46,4.257650794,26823200,6300000,6.4
18/01/2022,bm20,20.39972621,1.787,0.969,19.19,76.59,95.258,0.223494902,3.974018718,14318,0.12,1819.23,1.87,0.818,0.849,87.465,6.630508,36.45431074,1469.7621,6.86,6.85997,14,46,1.693859649,4827500,2850000,6.94
18/01/2022,bm10,10.23408624,1.787,0.969,19.19,76.59,95.258,0.223494902,3.974018718,14318,0.12,1819.23,1.87,0.818,0.849,87.465,6.630508,18.28831211,1469.7621,6.27,6.26323,14,46,1.543906667,11579300,7500000,6.38
18/01/2022,spn12m,0.958247775,1.787,0.969,19.19,76.59,95.258,0.223494902,3.974018718,14318,0.12,1819.23,1.87,0.818,0.849,87.465,6.630508,1.712388774,1469.7621,3.05,2.9875,14,46,6.26,12520000,2000000,2.95
02/02/2022,bm15,15.44147844,1.789,1.166,21.96,85.22,96.385,-0.326774665,3.295557255,14383,0.199,1801.19,2.18,0.623,0.967,88.845,6.679829,27.62480493,1871.4312,6.4,6.39984,15,47,2.283607143,6394100,2800000,6.44
02/02/2022,bm10,10.19301848,1.789,1.166,21.96,85.22,96.385,-0.326774665,3.295557255,14383,0.199,1801.19,2.18,0.623,0.967,88.845,6.679829,18.23531006,1871.4312,6.38,6.37989,15,47,2.424743802,14669700,6050000,6.41
02/02/2022,bm30,29.52498289,1.789,1.166,21.96,85.22,96.385,-0.326774665,3.295557255,14383,0.199,1801.19,2.18,0.623,0.967,88.845,6.679829,52.82019439,1871.4312,6.88,6.87992,15,47,1.315833333,789500,600000,6.9
02/02/2022,spn12m,0.996577687,1.789,1.166,21.96,85.22,96.385,-0.326774665,3.295557255,14383,0.199,1801.19,2.18,0.623,0.967,88.845,6.679829,1.782877482,1871.4312,2.95,2.9215,15,47,8.205,16410000,2000000,2.85
02/02/2022,bm05,5.190965092,1.789,1.166,21.96,85.22,96.385,-0.326774665,3.295557255,14383,0.199,1801.19,2.18,0.623,0.967,88.845,6.679829,9.28663655,1871.4312,5.16,5.15997,15,47,3.931447368,14939500,3800000,5.2
02/02/2022,spn03m,0.246406571,1.789,1.166,21.96,85.22,96.385,-0.326774665,3.295557255,14383,0.199,1801.19,2.18,0.623,0.967,88.845,6.679829,0.440821356,1871.4312,2.7,2.6171,15,47,16.455,16455000,1000000,2.5
02/02/2022,bm20,20.35865845,1.789,1.166,21.96,85.22,96.385,-0.326774665,3.295557255,14383,0.199,1801.19,2.18,0.623,0.967,88.845,6.679829,36.42163997,1871.4312,6.94,6.93821,15,47,1.735462857,15185300,8750000,6.92
15/02/2022,spn12m,0.960985626,1.989,1.577,28.33,102.28,96.374,-0.202400893,2.393914015,14328,0.378,1871.18,2.18,0.412,1.199,99.4,6.702424,1.91140041,2897.5924,2.85,2.837,13,48,7.45,14900000,2000000,2.8
15/02/2022,bm15,15.40588638,1.989,1.577,28.33,102.28,96.374,-0.202400893,2.393914015,14328,0.378,1871.18,2.18,0.412,1.199,99.4,6.702424,30.64230801,2897.5924,6.44,6.43861,13,48,5.271454545,2899300,550000,6.51
15/02/2022,bm10,10.15742642,1.989,1.577,28.33,102.28,96.374,-0.202400893,2.393914015,14328,0.378,1871.18,2.18,0.412,1.199,99.4,6.702424,20.20312115,2897.5924,6.41,6.40988,13,48,2.160171875,13825100,6400000,6.5
