tanggal_lelang_pricing,tenor,pred_ols_stepwise,pred_lightgbm,pred_xgboost,pred_catboost,pred_random_forest,pred_quantile_tau_0_5
18/02/2026,0.087671233,4.220448498694119,4.45026640492628,4.532050132751465,4.554587059968515,4.519179999999991,5.33203679881339
18/02/2026,0.252054795,4.527676801777401,4.662559782684226,4.679826736450195,4.514280450853229,4.588439999999993,5.355166362179158
18/02/2026,0.961643836,4.706004024195864,4.797099154561517,4.785763263702393,4.73121448265291,4.734859999999995,5.462497894317432
18/02/2026,5.068918302,5.7708712966154305,5.769527199914301,5.683437347412109,5.728730855940313,5.679079999999987,6.071012281071888
18/02/2026,10.15405674,6.376431210010257,6.332525677949467,6.220515727996826,6.2853168505283,6.312339999999999,6.374519732521604
18/02/2026,14.48804526,6.560333536554116,6.556120573080172,6.527014255523682,6.5698836787412995,6.521559999999998,6.431429919983018
18/02/2026,19.4880219,6.609975281679052,6.603429820077625,6.622193813323975,6.633834089661275,6.576324000000008,6.536635302439528
18/02/2026,28.40313444,6.733233442729071,6.812781339359143,6.778139591217041,6.794056914424164,6.742299999999992,6.787377909406478
18/02/2026,38.403159,6.751256834586273,6.8120400106220025,6.798968315124512,6.791233915793481,6.786700000000011,7.020674568894016
